test_number,algorithm,map_name,num_dims,heuristic_time,search_time,num_solutions,time_limit,start,goal,n_generated,n_expanded,timeout,num_nondom_labels_max,num_nondom_labels_avg
1,boa,simple map 10 dims,10,0.0,18.915,2252,600,1,64,9251,6628,0,-1.0,-1.0
1,emoa,simple map 10 dims,10,0.0,2.7,2252,600,1,64,9251,6628,0,-1.0,-1.0
2,boa,simple map 10 dims,10,0.0,2.068,569,600,1,64,2801,2105,0,-1.0,-1.0
2,emoa,simple map 10 dims,10,0.016,0.22,569,600,1,64,2801,2105,0,-1.0,-1.0
3,boa,simple map 10 dims,10,0.0,4.003,877,600,1,64,4007,2862,0,-1.0,-1.0
3,emoa,simple map 10 dims,10,0.0,0.505,877,600,1,64,4007,2862,0,-1.0,-1.0
4,boa,simple map 10 dims,10,0.0,3.302,736,600,1,64,3999,2976,0,-1.0,-1.0
4,emoa,simple map 10 dims,10,0.0,0.376,736,600,1,64,3999,2976,0,-1.0,-1.0
5,boa,simple map 10 dims,10,0.003,19.598,1941,600,1,64,8336,6014,0,-1.0,-1.0
5,emoa,simple map 10 dims,10,0.016,1.596,1941,600,1,64,8336,6014,0,-1.0,-1.0
6,boa,simple map 10 dims,10,0.0,13.061,1537,600,1,64,6598,4680,0,-1.0,-1.0
6,emoa,simple map 10 dims,10,0.0,1.076,1537,600,1,64,6598,4680,0,-1.0,-1.0
7,boa,simple map 10 dims,10,0.0,21.894,2013,600,1,64,9386,6872,0,-1.0,-1.0
7,emoa,simple map 10 dims,10,0.017,1.85,2013,600,1,64,9386,6872,0,-1.0,-1.0
8,boa,simple map 10 dims,10,0.0,20.893,1973,600,1,64,8847,6281,0,-1.0,-1.0
8,emoa,simple map 10 dims,10,0.0,2.007,1973,600,1,64,8847,6281,0,-1.0,-1.0
9,boa,simple map 10 dims,10,0.005,3.845,827,600,1,64,3854,2745,0,-1.0,-1.0
9,emoa,simple map 10 dims,10,0.017,0.394,827,600,1,64,3854,2745,0,-1.0,-1.0
10,boa,simple map 10 dims,10,0.0,1.242,406,600,1,64,2567,1972,0,-1.0,-1.0
10,emoa,simple map 10 dims,10,0.016,0.158,406,600,1,64,2567,1972,0,-1.0,-1.0
11,boa,simple map 10 dims,10,0.0,7.587,979,600,1,64,5108,3867,0,-1.0,-1.0
11,emoa,simple map 10 dims,10,0.003,0.759,979,600,1,64,5108,3867,0,-1.0,-1.0
12,boa,simple map 10 dims,10,0.006,9.388,1137,600,1,64,6167,4652,0,-1.0,-1.0
12,emoa,simple map 10 dims,10,0.0,1.068,1137,600,1,64,6167,4652,0,-1.0,-1.0
13,boa,simple map 10 dims,10,0.0,4.909,891,600,1,64,4707,3509,0,-1.0,-1.0
13,emoa,simple map 10 dims,10,0.005,0.458,891,600,1,64,4707,3509,0,-1.0,-1.0
14,boa,simple map 10 dims,10,0.005,20.226,1845,600,1,64,8044,5940,0,-1.0,-1.0
14,emoa,simple map 10 dims,10,0.0,1.611,1845,600,1,64,8044,5940,0,-1.0,-1.0
15,boa,simple map 10 dims,10,0.0,16.286,1736,600,1,64,7074,5166,0,-1.0,-1.0
15,emoa,simple map 10 dims,10,0.0,1.407,1736,600,1,64,7074,5166,0,-1.0,-1.0
16,boa,simple map 10 dims,10,0.0,5.716,974,600,1,64,4552,3362,0,-1.0,-1.0
16,emoa,simple map 10 dims,10,0.0,0.536,974,600,1,64,4552,3362,0,-1.0,-1.0
17,boa,simple map 10 dims,10,0.004,5.272,866,600,1,64,4779,3568,0,-1.0,-1.0
17,emoa,simple map 10 dims,10,0.0,0.58,866,600,1,64,4779,3568,0,-1.0,-1.0
18,boa,simple map 10 dims,10,0.005,4.328,939,600,1,64,4353,3177,0,-1.0,-1.0
18,emoa,simple map 10 dims,10,0.0,0.473,939,600,1,64,4353,3177,0,-1.0,-1.0
19,boa,simple map 10 dims,10,0.0,11.841,1481,600,1,64,7362,5125,0,-1.0,-1.0
19,emoa,simple map 10 dims,10,0.0,1.105,1481,600,1,64,7362,5125,0,-1.0,-1.0
20,boa,simple map 10 dims,10,0.0,10.547,1192,600,1,64,6823,5457,0,-1.0,-1.0
20,emoa,simple map 10 dims,10,0.0,1.11,1192,600,1,64,6823,5457,0,-1.0,-1.0
21,boa,simple map 10 dims,10,0.0,22.523,2084,600,1,64,8726,6275,0,-1.0,-1.0
21,emoa,simple map 10 dims,10,0.0,1.833,2084,600,1,64,8726,6275,0,-1.0,-1.0
22,boa,simple map 10 dims,10,0.0,1.644,517,600,1,64,3080,2309,0,-1.0,-1.0
22,emoa,simple map 10 dims,10,0.0,0.236,517,600,1,64,3080,2309,0,-1.0,-1.0
23,boa,simple map 10 dims,10,0.0,2.862,644,600,1,64,3573,2749,0,-1.0,-1.0
23,emoa,simple map 10 dims,10,0.016,0.368,644,600,1,64,3573,2749,0,-1.0,-1.0
24,boa,simple map 10 dims,10,0.016,10.613,1332,600,1,64,6510,4702,0,-1.0,-1.0
24,emoa,simple map 10 dims,10,0.012,1.473,1332,600,1,64,6510,4702,0,-1.0,-1.0
25,boa,simple map 10 dims,10,0.003,2.774,687,600,1,64,3226,2378,0,-1.0,-1.0
25,emoa,simple map 10 dims,10,0.0,0.328,687,600,1,64,3226,2378,0,-1.0,-1.0
26,boa,simple map 10 dims,10,0.0,17.539,1942,600,1,64,8113,5668,0,-1.0,-1.0
26,emoa,simple map 10 dims,10,0.0,1.547,1942,600,1,64,8113,5668,0,-1.0,-1.0
27,boa,simple map 10 dims,10,0.001,7.095,1185,600,1,64,5252,3816,0,-1.0,-1.0
27,emoa,simple map 10 dims,10,0.0,0.679,1185,600,1,64,5252,3816,0,-1.0,-1.0
28,boa,simple map 10 dims,10,0.0,3.504,677,600,1,64,4280,3302,0,-1.0,-1.0
28,emoa,simple map 10 dims,10,0.0,0.37,677,600,1,64,4280,3302,0,-1.0,-1.0
29,boa,simple map 10 dims,10,0.0,6.286,948,600,1,64,5157,3994,0,-1.0,-1.0
29,emoa,simple map 10 dims,10,0.0,0.695,948,600,1,64,5157,3994,0,-1.0,-1.0
30,boa,simple map 10 dims,10,0.011,21.717,2036,600,1,64,8973,6453,0,-1.0,-1.0
30,emoa,simple map 10 dims,10,0.0,1.975,2036,600,1,64,8973,6453,0,-1.0,-1.0
31,boa,simple map 10 dims,10,0.0,4.462,781,600,1,64,4273,3297,0,-1.0,-1.0
31,emoa,simple map 10 dims,10,0.0,0.411,781,600,1,64,4273,3297,0,-1.0,-1.0
32,boa,simple map 10 dims,10,0.0,8.836,1336,600,1,64,6148,4438,0,-1.0,-1.0
32,emoa,simple map 10 dims,10,0.014,0.834,1336,600,1,64,6148,4438,0,-1.0,-1.0
33,boa,simple map 10 dims,10,0.0,10.87,1317,600,1,64,6295,4524,0,-1.0,-1.0
33,emoa,simple map 10 dims,10,0.0,0.885,1317,600,1,64,6295,4524,0,-1.0,-1.0
34,boa,simple map 10 dims,10,0.004,10.657,1306,600,1,64,6262,4606,0,-1.0,-1.0
34,emoa,simple map 10 dims,10,0.015,0.811,1306,600,1,64,6262,4606,0,-1.0,-1.0
35,boa,simple map 10 dims,10,0.0,13.108,1492,600,1,64,6661,4916,0,-1.0,-1.0
35,emoa,simple map 10 dims,10,0.0,1.527,1492,600,1,64,6661,4916,0,-1.0,-1.0
36,boa,simple map 10 dims,10,0.0,6.17,989,600,1,64,5678,4299,0,-1.0,-1.0
36,emoa,simple map 10 dims,10,0.0,0.646,989,600,1,64,5678,4299,0,-1.0,-1.0
37,boa,simple map 10 dims,10,0.0,12.092,1458,600,1,64,6495,4650,0,-1.0,-1.0
37,emoa,simple map 10 dims,10,0.0,1.246,1458,600,1,64,6495,4650,0,-1.0,-1.0
38,boa,simple map 10 dims,10,0.0,28.699,2315,600,1,64,9259,6656,0,-1.0,-1.0
38,emoa,simple map 10 dims,10,0.0,2.786,2315,600,1,64,9259,6656,0,-1.0,-1.0
39,boa,simple map 10 dims,10,0.0,8.061,1115,600,1,64,5574,4071,0,-1.0,-1.0
39,emoa,simple map 10 dims,10,0.0,0.772,1115,600,1,64,5574,4071,0,-1.0,-1.0
40,boa,simple map 10 dims,10,0.0,11.769,1430,600,1,64,5948,4266,0,-1.0,-1.0
40,emoa,simple map 10 dims,10,0.01,0.868,1430,600,1,64,5948,4266,0,-1.0,-1.0
41,boa,simple map 10 dims,10,0.0,2.357,650,600,1,64,3136,2332,0,-1.0,-1.0
41,emoa,simple map 10 dims,10,0.0,0.24,650,600,1,64,3136,2332,0,-1.0,-1.0
42,boa,simple map 10 dims,10,0.009,2.541,636,600,1,64,2941,2145,0,-1.0,-1.0
42,emoa,simple map 10 dims,10,0.0,0.299,636,600,1,64,2941,2145,0,-1.0,-1.0
43,boa,simple map 10 dims,10,0.015,3.0,733,600,1,64,4199,3199,0,-1.0,-1.0
43,emoa,simple map 10 dims,10,0.0,0.394,733,600,1,64,4199,3199,0,-1.0,-1.0
44,boa,simple map 10 dims,10,0.008,7.179,1065,600,1,64,5140,3910,0,-1.0,-1.0
44,emoa,simple map 10 dims,10,0.0,0.833,1065,600,1,64,5140,3910,0,-1.0,-1.0
45,boa,simple map 10 dims,10,0.0,4.977,908,600,1,64,4482,3315,0,-1.0,-1.0
45,emoa,simple map 10 dims,10,0.0,0.57,908,600,1,64,4482,3315,0,-1.0,-1.0
46,boa,simple map 10 dims,10,0.0,8.8,1240,600,1,64,5518,4058,0,-1.0,-1.0
46,emoa,simple map 10 dims,10,0.0,0.804,1240,600,1,64,5518,4058,0,-1.0,-1.0
47,boa,simple map 10 dims,10,0.0,1.483,464,600,1,64,2819,2163,0,-1.0,-1.0
47,emoa,simple map 10 dims,10,0.0,0.22,464,600,1,64,2819,2163,0,-1.0,-1.0
48,boa,simple map 10 dims,10,0.0,30.827,2429,600,1,64,9943,7026,0,-1.0,-1.0
48,emoa,simple map 10 dims,10,0.0,2.202,2429,600,1,64,9943,7026,0,-1.0,-1.0
49,boa,simple map 10 dims,10,0.0,17.217,1730,600,1,64,7818,5535,0,-1.0,-1.0
49,emoa,simple map 10 dims,10,0.0,1.28,1730,600,1,64,7818,5535,0,-1.0,-1.0
50,boa,simple map 10 dims,10,0.0,11.83,1421,600,1,64,6718,5076,0,-1.0,-1.0
50,emoa,simple map 10 dims,10,0.0,1.17,1421,600,1,64,6718,5076,0,-1.0,-1.0
