test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions
11,boa,simple map 3 dims,3,600,1,169,299,231,0.0,0.004,0,-1.0,-1.0,16
11,emoa,simple map 3 dims,3,600,1,169,299,231,0.0,0.0,0,-1.0,-1.0,16
12,boa,simple map 3 dims,3,600,1,169,1426,940,0.0,0.007,0,-1.0,-1.0,73
12,emoa,simple map 3 dims,3,600,1,169,1426,940,0.0,0.016,0,-1.0,-1.0,73
13,boa,simple map 3 dims,3,600,1,169,2253,1877,0.0,0.063,0,-1.0,-1.0,129
13,emoa,simple map 3 dims,3,600,1,169,2253,1877,0.0,0.031,0,-1.0,-1.0,129
14,boa,simple map 3 dims,3,600,1,169,393,305,0.0,0.0,0,-1.0,-1.0,26
14,emoa,simple map 3 dims,3,600,1,169,393,305,0.0,0.016,0,-1.0,-1.0,26
15,boa,simple map 3 dims,3,600,1,169,1129,802,0.0,0.028,0,-1.0,-1.0,91
15,emoa,simple map 3 dims,3,600,1,169,1129,802,0.0,0.0,0,-1.0,-1.0,91
16,boa,simple map 3 dims,3,600,1,169,487,369,0.0,0.0,0,-1.0,-1.0,27
16,emoa,simple map 3 dims,3,600,1,169,487,369,0.0,0.0,0,-1.0,-1.0,27
17,boa,simple map 3 dims,3,600,1,169,335,243,0.001,0.0,0,-1.0,-1.0,23
17,emoa,simple map 3 dims,3,600,1,169,335,243,0.0,0.0,0,-1.0,-1.0,23
18,boa,simple map 3 dims,3,600,1,169,2007,1675,0.0,0.051,0,-1.0,-1.0,127
18,emoa,simple map 3 dims,3,600,1,169,2007,1675,0.0,0.033,0,-1.0,-1.0,127
19,boa,simple map 3 dims,3,600,1,169,195,146,0.0,0.0,0,-1.0,-1.0,13
19,emoa,simple map 3 dims,3,600,1,169,195,146,0.0,0.0,0,-1.0,-1.0,13
20,boa,simple map 3 dims,3,600,1,169,1808,1327,0.0,0.047,0,-1.0,-1.0,100
20,emoa,simple map 3 dims,3,600,1,169,1808,1327,0.0,0.032,0,-1.0,-1.0,100
21,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0
21,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0
22,boa,simple map 3 dims,3,600,1,169,393,300,0.0,0.016,0,-1.0,-1.0,31
22,emoa,simple map 3 dims,3,600,1,169,393,300,0.0,0.013,0,-1.0,-1.0,31
23,boa,simple map 3 dims,3,600,1,169,1272,957,0.0,0.022,0,-1.0,-1.0,75
23,emoa,simple map 3 dims,3,600,1,169,1272,957,0.0,0.015,0,-1.0,-1.0,75
24,boa,simple map 3 dims,3,600,1,169,720,523,0.0,0.015,0,-1.0,-1.0,45
24,emoa,simple map 3 dims,3,600,1,169,720,523,0.0,0.0,0,-1.0,-1.0,45
25,boa,simple map 3 dims,3,600,1,169,519,410,0.0,0.016,0,-1.0,-1.0,45
25,emoa,simple map 3 dims,3,600,1,169,519,410,0.0,0.015,0,-1.0,-1.0,45
26,boa,simple map 3 dims,3,600,1,169,2884,2159,0.0,0.095,0,-1.0,-1.0,237
26,emoa,simple map 3 dims,3,600,1,169,2884,2159,0.0,0.032,0,-1.0,-1.0,237
27,boa,simple map 3 dims,3,600,1,169,771,601,0.0,0.016,0,-1.0,-1.0,50
27,emoa,simple map 3 dims,3,600,1,169,771,601,0.0,0.0,0,-1.0,-1.0,50
28,boa,simple map 3 dims,3,600,1,169,1090,871,0.0,0.035,0,-1.0,-1.0,70
28,emoa,simple map 3 dims,3,600,1,169,1090,871,0.0,0.012,0,-1.0,-1.0,70
29,boa,simple map 3 dims,3,600,1,169,674,526,0.0,0.0,0,-1.0,-1.0,50
29,emoa,simple map 3 dims,3,600,1,169,674,526,0.0,0.0,0,-1.0,-1.0,50
30,boa,simple map 3 dims,3,600,1,169,607,463,0.0,0.015,0,-1.0,-1.0,36
30,emoa,simple map 3 dims,3,600,1,169,607,463,0.0,0.012,0,-1.0,-1.0,36
31,boa,simple map 3 dims,3,600,1,169,146,109,0.0,0.0,0,-1.0,-1.0,9
31,emoa,simple map 3 dims,3,600,1,169,146,109,0.0,0.0,0,-1.0,-1.0,9
32,boa,simple map 3 dims,3,600,1,169,1,1,0.002,0.0,0,-1.0,-1.0,0
32,emoa,simple map 3 dims,3,600,1,169,1,1,0.003,0.0,0,-1.0,-1.0,0
33,boa,simple map 3 dims,3,600,1,169,950,756,0.0,0.014,0,-1.0,-1.0,50
33,emoa,simple map 3 dims,3,600,1,169,950,756,0.0,0.0,0,-1.0,-1.0,50
34,boa,simple map 3 dims,3,600,1,169,589,438,0.0,0.015,0,-1.0,-1.0,53
34,emoa,simple map 3 dims,3,600,1,169,589,438,0.0,0.0,0,-1.0,-1.0,53
35,boa,simple map 3 dims,3,600,1,169,1355,1028,0.0,0.031,0,-1.0,-1.0,90
35,emoa,simple map 3 dims,3,600,1,169,1355,1028,0.015,0.016,0,-1.0,-1.0,90
36,boa,simple map 3 dims,3,600,1,169,902,663,0.0,0.0,0,-1.0,-1.0,59
36,emoa,simple map 3 dims,3,600,1,169,902,663,0.0,0.015,0,-1.0,-1.0,59
37,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0
37,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0
38,boa,simple map 3 dims,3,600,1,169,47,44,0.0,0.0,0,-1.0,-1.0,0
38,emoa,simple map 3 dims,3,600,1,169,37,33,0.0,0.0,0,-1.0,-1.0,0
39,boa,simple map 3 dims,3,600,1,169,1302,987,0.0,0.015,0,-1.0,-1.0,76
39,emoa,simple map 3 dims,3,600,1,169,1302,987,0.0,0.015,0,-1.0,-1.0,76
40,boa,simple map 3 dims,3,600,1,169,629,424,0.0,0.01,0,-1.0,-1.0,35
40,emoa,simple map 3 dims,3,600,1,169,629,424,0.0,0.011,0,-1.0,-1.0,35
41,boa,simple map 3 dims,3,600,1,169,2408,1714,0.0,0.063,0,-1.0,-1.0,139
41,emoa,simple map 3 dims,3,600,1,169,2408,1714,0.0,0.025,0,-1.0,-1.0,139
42,boa,simple map 3 dims,3,600,1,169,459,357,0.0,0.009,0,-1.0,-1.0,29
42,emoa,simple map 3 dims,3,600,1,169,459,357,0.0,0.0,0,-1.0,-1.0,29
43,boa,simple map 3 dims,3,600,1,169,773,567,0.0,0.016,0,-1.0,-1.0,48
43,emoa,simple map 3 dims,3,600,1,169,773,567,0.0,0.015,0,-1.0,-1.0,48
44,boa,simple map 3 dims,3,600,1,169,1932,1385,0.0,0.047,0,-1.0,-1.0,111
44,emoa,simple map 3 dims,3,600,1,169,1932,1385,0.0,0.034,0,-1.0,-1.0,111
45,boa,simple map 3 dims,3,600,1,169,945,742,0.0,0.021,0,-1.0,-1.0,74
45,emoa,simple map 3 dims,3,600,1,169,945,742,0.0,0.015,0,-1.0,-1.0,74
46,boa,simple map 3 dims,3,600,1,169,793,535,0.0,0.0,0,-1.0,-1.0,47
46,emoa,simple map 3 dims,3,600,1,169,793,535,0.0,0.0,0,-1.0,-1.0,47
47,boa,simple map 3 dims,3,600,1,169,823,632,0.0,0.016,0,-1.0,-1.0,64
47,emoa,simple map 3 dims,3,600,1,169,823,632,0.0,0.0,0,-1.0,-1.0,64
48,boa,simple map 3 dims,3,600,1,169,364,292,0.0,0.0,0,-1.0,-1.0,21
48,emoa,simple map 3 dims,3,600,1,169,364,292,0.0,0.0,0,-1.0,-1.0,21
49,boa,simple map 3 dims,3,600,1,169,805,598,0.0,0.015,0,-1.0,-1.0,46
49,emoa,simple map 3 dims,3,600,1,169,805,598,0.0,0.0,0,-1.0,-1.0,46
50,boa,simple map 3 dims,3,600,1,169,1042,774,0.0,0.016,0,-1.0,-1.0,61
50,emoa,simple map 3 dims,3,600,1,169,1042,774,0.0,0.016,0,-1.0,-1.0,61
