test_number,algorithm,map_name,num_dims,heuristic_time,search_time,num_solutions,time_limit,start,goal,n_generated,n_expanded,timeout,num_nondom_labels_max,num_nondom_labels_avg
1,boa,simple map 3 dims,3,0.015,46.439,2396,600,1,900,279859,227051,0,-1.0,-1.0
1,emoa,simple map 3 dims,3,0.015,12.045,2396,600,1,900,279859,227051,0,-1.0,-1.0
2,boa,simple map 3 dims,3,0.0,18.936,1366,600,1,900,150200,122679,0,-1.0,-1.0
2,emoa,simple map 3 dims,3,0.015,6.002,1366,600,1,900,150200,122679,0,-1.0,-1.0
3,boa,simple map 3 dims,3,0.018,21.1,1485,600,1,900,172185,128406,0,-1.0,-1.0
3,emoa,simple map 3 dims,3,0.017,6.672,1485,600,1,900,172185,128406,0,-1.0,-1.0
4,boa,simple map 3 dims,3,0.016,30.912,2060,600,1,900,234063,175225,0,-1.0,-1.0
4,emoa,simple map 3 dims,3,0.0,8.815,2060,600,1,900,234063,175225,0,-1.0,-1.0
5,boa,simple map 3 dims,3,0.0,34.188,2047,600,1,900,244084,187211,0,-1.0,-1.0
5,emoa,simple map 3 dims,3,0.011,9.346,2047,600,1,900,244084,187211,0,-1.0,-1.0
6,boa,simple map 3 dims,3,0.016,26.965,2417,600,1,900,221387,169793,0,-1.0,-1.0
6,emoa,simple map 3 dims,3,0.008,7.815,2417,600,1,900,221387,169793,0,-1.0,-1.0
7,boa,simple map 3 dims,3,0.0,25.679,1647,600,1,900,198761,153262,0,-1.0,-1.0
7,emoa,simple map 3 dims,3,0.015,7.312,1647,600,1,900,198761,153262,0,-1.0,-1.0
8,boa,simple map 3 dims,3,0.0,24.264,1923,600,1,900,194325,148728,0,-1.0,-1.0
8,emoa,simple map 3 dims,3,0.016,8.2,1923,600,1,900,194325,148728,0,-1.0,-1.0
9,boa,simple map 3 dims,3,0.011,20.954,2019,600,1,900,189364,138921,0,-1.0,-1.0
9,emoa,simple map 3 dims,3,0.015,6.676,2019,600,1,900,189364,138921,0,-1.0,-1.0
10,boa,simple map 3 dims,3,0.008,10.075,1209,600,1,900,106440,78731,0,-1.0,-1.0
10,emoa,simple map 3 dims,3,0.0,3.651,1209,600,1,900,106440,78731,0,-1.0,-1.0
11,boa,simple map 3 dims,3,0.021,24.866,1328,600,1,900,159925,126499,0,-1.0,-1.0
11,emoa,simple map 3 dims,3,0.015,6.488,1328,600,1,900,159925,126499,0,-1.0,-1.0
12,boa,simple map 3 dims,3,0.0,24.398,1673,600,1,900,205136,157380,0,-1.0,-1.0
12,emoa,simple map 3 dims,3,0.012,7.899,1673,600,1,900,205136,157380,0,-1.0,-1.0
13,boa,simple map 3 dims,3,0.016,10.952,1238,600,1,900,114905,84922,0,-1.0,-1.0
13,emoa,simple map 3 dims,3,0.016,4.323,1238,600,1,900,114905,84922,0,-1.0,-1.0
14,boa,simple map 3 dims,3,0.014,26.273,1652,600,1,900,206794,163352,0,-1.0,-1.0
14,emoa,simple map 3 dims,3,0.017,9.002,1652,600,1,900,206794,163352,0,-1.0,-1.0
15,boa,simple map 3 dims,3,0.0,32.483,2368,600,1,900,230531,171404,0,-1.0,-1.0
15,emoa,simple map 3 dims,3,0.0,8.966,2368,600,1,900,230531,171404,0,-1.0,-1.0
16,boa,simple map 3 dims,3,0.006,48.732,2197,600,1,900,327319,251693,0,-1.0,-1.0
16,emoa,simple map 3 dims,3,0.015,12.915,2197,600,1,900,327319,251693,0,-1.0,-1.0
17,boa,simple map 3 dims,3,0.008,33.527,2085,600,1,900,223625,174741,0,-1.0,-1.0
17,emoa,simple map 3 dims,3,0.015,8.795,2085,600,1,900,223625,174741,0,-1.0,-1.0
18,boa,simple map 3 dims,3,0.004,17.864,1677,600,1,900,156488,123476,0,-1.0,-1.0
18,emoa,simple map 3 dims,3,0.016,6.624,1677,600,1,900,156488,123476,0,-1.0,-1.0
19,boa,simple map 3 dims,3,0.01,45.633,2524,600,1,900,263125,210962,0,-1.0,-1.0
19,emoa,simple map 3 dims,3,0.016,12.667,2524,600,1,900,263125,210962,0,-1.0,-1.0
20,boa,simple map 3 dims,3,0.019,7.131,1003,600,1,900,61879,49625,0,-1.0,-1.0
20,emoa,simple map 3 dims,3,0.0,2.308,1003,600,1,900,61879,49625,0,-1.0,-1.0
21,boa,simple map 3 dims,3,0.015,8.423,1004,600,1,900,91112,68623,0,-1.0,-1.0
21,emoa,simple map 3 dims,3,0.017,3.043,1004,600,1,900,91112,68623,0,-1.0,-1.0
22,boa,simple map 3 dims,3,0.0,5.696,740,600,1,900,65801,50515,0,-1.0,-1.0
22,emoa,simple map 3 dims,3,0.013,2.195,740,600,1,900,65801,50515,0,-1.0,-1.0
23,boa,simple map 3 dims,3,0.017,30.155,1946,600,1,900,211089,166312,0,-1.0,-1.0
23,emoa,simple map 3 dims,3,0.019,10.017,1946,600,1,900,211089,166312,0,-1.0,-1.0
24,boa,simple map 3 dims,3,0.016,15.267,1268,600,1,900,152630,115182,0,-1.0,-1.0
24,emoa,simple map 3 dims,3,0.0,5.199,1268,600,1,900,152630,115182,0,-1.0,-1.0
25,boa,simple map 3 dims,3,0.019,20.213,1677,600,1,900,160465,121204,0,-1.0,-1.0
25,emoa,simple map 3 dims,3,0.015,5.947,1677,600,1,900,160465,121204,0,-1.0,-1.0
26,boa,simple map 3 dims,3,0.025,28.49,1711,600,1,900,177249,137430,0,-1.0,-1.0
26,emoa,simple map 3 dims,3,0.016,7.105,1711,600,1,900,177249,137430,0,-1.0,-1.0
27,boa,simple map 3 dims,3,0.015,32.083,1896,600,1,900,219191,173217,0,-1.0,-1.0
27,emoa,simple map 3 dims,3,0.016,9.287,1896,600,1,900,219191,173217,0,-1.0,-1.0
28,boa,simple map 3 dims,3,0.008,15.675,1309,600,1,900,165340,122837,0,-1.0,-1.0
28,emoa,simple map 3 dims,3,0.009,5.499,1309,600,1,900,165340,122837,0,-1.0,-1.0
29,boa,simple map 3 dims,3,0.011,34.583,2178,600,1,900,234373,176785,0,-1.0,-1.0
29,emoa,simple map 3 dims,3,0.018,9.332,2178,600,1,900,234373,176785,0,-1.0,-1.0
30,boa,simple map 3 dims,3,0.024,31.171,2083,600,1,900,165711,137627,0,-1.0,-1.0
30,emoa,simple map 3 dims,3,0.018,7.165,2083,600,1,900,165711,137627,0,-1.0,-1.0
31,boa,simple map 3 dims,3,0.012,31.194,1470,600,1,900,175790,144543,0,-1.0,-1.0
31,emoa,simple map 3 dims,3,0.016,8.711,1470,600,1,900,175790,144543,0,-1.0,-1.0
32,boa,simple map 3 dims,3,0.012,39.322,2334,600,1,900,280830,209467,0,-1.0,-1.0
32,emoa,simple map 3 dims,3,0.015,10.923,2334,600,1,900,280830,209467,0,-1.0,-1.0
33,boa,simple map 3 dims,3,0.016,27.443,2058,600,1,900,235616,179358,0,-1.0,-1.0
33,emoa,simple map 3 dims,3,0.0,8.699,2058,600,1,900,235616,179358,0,-1.0,-1.0
34,boa,simple map 3 dims,3,0.017,5.878,791,600,1,900,68991,52414,0,-1.0,-1.0
34,emoa,simple map 3 dims,3,0.016,2.538,791,600,1,900,68991,52414,0,-1.0,-1.0
35,boa,simple map 3 dims,3,0.021,24.428,1499,600,1,900,165241,125851,0,-1.0,-1.0
35,emoa,simple map 3 dims,3,0.008,6.201,1499,600,1,900,165241,125851,0,-1.0,-1.0
36,boa,simple map 3 dims,3,0.016,30.771,2089,600,1,900,247163,192273,0,-1.0,-1.0
36,emoa,simple map 3 dims,3,0.016,9.896,2089,600,1,900,247163,192273,0,-1.0,-1.0
37,boa,simple map 3 dims,3,0.016,12.03,1416,600,1,900,114346,85035,0,-1.0,-1.0
37,emoa,simple map 3 dims,3,0.012,4.299,1416,600,1,900,114346,85035,0,-1.0,-1.0
38,boa,simple map 3 dims,3,0.016,13.183,1238,600,1,900,134451,99263,0,-1.0,-1.0
38,emoa,simple map 3 dims,3,0.014,4.539,1238,600,1,900,134451,99263,0,-1.0,-1.0
39,boa,simple map 3 dims,3,0.021,42.233,2027,600,1,900,254581,193790,0,-1.0,-1.0
39,emoa,simple map 3 dims,3,0.016,12.382,2027,600,1,900,254581,193790,0,-1.0,-1.0
40,boa,simple map 3 dims,3,0.015,44.252,2153,600,1,900,297879,230147,0,-1.0,-1.0
40,emoa,simple map 3 dims,3,0.011,15.519,2153,600,1,900,297879,230147,0,-1.0,-1.0
41,boa,simple map 3 dims,3,0.018,13.801,943,600,1,900,128221,101978,0,-1.0,-1.0
41,emoa,simple map 3 dims,3,0.0,4.562,943,600,1,900,128221,101978,0,-1.0,-1.0
42,boa,simple map 3 dims,3,0.016,30.39,2192,600,1,900,227445,179197,0,-1.0,-1.0
42,emoa,simple map 3 dims,3,0.0,8.521,2192,600,1,900,227445,179197,0,-1.0,-1.0
43,boa,simple map 3 dims,3,0.0,39.553,1865,600,1,900,229069,182431,0,-1.0,-1.0
43,emoa,simple map 3 dims,3,0.016,9.986,1865,600,1,900,229069,182431,0,-1.0,-1.0
44,boa,simple map 3 dims,3,0.016,12.691,936,600,1,900,128509,96325,0,-1.0,-1.0
44,emoa,simple map 3 dims,3,0.016,4.366,936,600,1,900,128509,96325,0,-1.0,-1.0
45,boa,simple map 3 dims,3,0.008,21.516,1451,600,1,900,161555,129429,0,-1.0,-1.0
45,emoa,simple map 3 dims,3,0.0,6.467,1451,600,1,900,161555,129429,0,-1.0,-1.0
46,boa,simple map 3 dims,3,0.0,12.563,1179,600,1,900,122443,90920,0,-1.0,-1.0
46,emoa,simple map 3 dims,3,0.011,3.95,1179,600,1,900,122443,90920,0,-1.0,-1.0
47,boa,simple map 3 dims,3,0.011,5.042,671,600,1,900,69613,54324,0,-1.0,-1.0
47,emoa,simple map 3 dims,3,0.017,3.125,671,600,1,900,69613,54324,0,-1.0,-1.0
48,boa,simple map 3 dims,3,0.016,16.169,1199,600,1,900,129424,102320,0,-1.0,-1.0
48,emoa,simple map 3 dims,3,0.016,4.624,1199,600,1,900,129424,102320,0,-1.0,-1.0
49,boa,simple map 3 dims,3,0.016,16.195,1673,600,1,900,185238,130353,0,-1.0,-1.0
49,emoa,simple map 3 dims,3,0.011,6.107,1673,600,1,900,185238,130353,0,-1.0,-1.0
50,boa,simple map 3 dims,3,0.016,16.127,1310,600,1,900,154304,118269,0,-1.0,-1.0
50,emoa,simple map 3 dims,3,0.016,5.512,1310,600,1,900,154304,118269,0,-1.0,-1.0
