test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions,solutions_labels
6,boa,simple map 3 dims,3,600,1,169,926,737,0.0,0.02,0,-1.0,-1.0,76,"dict_keys([2306, 2303, 2300, 2245, 2236, 2187, 2184, 2273, 2146, 2239, 1223, 397, 1147, 2261, 1118, 1074, 910, 827, 945, 2066, 632, 354, 472, 1947, 1022, 583, 1980, 2098, 2227, 1338, 1846, 2023, 283, 679, 1187, 597, 1305, 1895, 1564, 548, 2072, 2113, 1859, 81, 462, 565, 1235, 1711, 568, 493, 2233, 1344, 714, 1349, 1373, 2312, 1550, 1421, 1557, 1542, 2242, 210, 1607, 1498, 1625, 1628, 1663, 1749, 2110, 1856, 158, 1936, 2078, 580, 1469, 2104])"
6,emoa,simple map 3 dims,3,600,1,169,926,737,0.0,0.015,0,-1.0,-1.0,76,"dict_keys([2306, 2303, 2300, 2245, 2236, 2187, 2184, 2273, 2146, 2239, 1223, 397, 1147, 2261, 1118, 1074, 910, 827, 945, 2066, 632, 354, 472, 1947, 1022, 583, 1980, 2098, 2227, 1338, 1846, 2023, 283, 679, 1187, 597, 1305, 1895, 1564, 548, 2072, 2113, 1859, 81, 462, 565, 1235, 1711, 568, 493, 2233, 1344, 714, 1349, 1373, 2312, 1550, 1421, 1557, 1542, 2242, 210, 1607, 1498, 1625, 1628, 1663, 1749, 2110, 1856, 158, 1936, 2078, 580, 1469, 2104])"
7,boa,simple map 3 dims,3,600,1,169,717,575,0.0,0.016,0,-1.0,-1.0,51,"dict_keys([1753, 1680, 1667, 1627, 1584, 1560, 1464, 1504, 1327, 1550, 1432, 1255, 1574, 630, 1387, 620, 1707, 586, 1301, 652, 1743, 681, 467, 509, 1776, 478, 596, 364, 444, 1409, 1291, 937, 245, 143, 104, 744, 754, 813, 827, 1351, 1233, 909, 1008, 1101, 1125, 1154, 1178, 1604, 955, 1191, 1201])"
7,emoa,simple map 3 dims,3,600,1,169,717,575,0.0,0.0,0,-1.0,-1.0,51,"dict_keys([1753, 1680, 1667, 1627, 1584, 1560, 1464, 1504, 1327, 1550, 1432, 1255, 1574, 630, 1387, 620, 1707, 586, 1301, 652, 1743, 681, 467, 509, 1776, 478, 596, 364, 444, 1409, 1291, 937, 245, 143, 104, 744, 754, 813, 827, 1351, 1233, 909, 1008, 1101, 1125, 1154, 1178, 1604, 955, 1191, 1201])"
8,boa,simple map 3 dims,3,600,1,169,701,446,0.0,0.009,0,-1.0,-1.0,49,"dict_keys([1491, 1465, 1437, 1395, 1337, 1325, 1241, 1226, 1220, 1479, 1361, 1184, 1107, 1086, 1067, 1055, 573, 409, 497, 379, 1017, 324, 1127, 596, 977, 741, 1287, 933, 284, 516, 245, 100, 1485, 128, 679, 824, 649, 852, 426, 662, 803, 744, 775, 1459, 161, 869, 956, 1014, 936])"
8,emoa,simple map 3 dims,3,600,1,169,701,446,0.0,0.012,0,-1.0,-1.0,49,"dict_keys([1491, 1465, 1437, 1395, 1337, 1325, 1241, 1226, 1220, 1479, 1361, 1184, 1107, 1086, 1067, 1055, 573, 409, 497, 379, 1017, 324, 1127, 596, 977, 741, 1287, 933, 284, 516, 245, 100, 1485, 128, 679, 824, 649, 852, 426, 662, 803, 744, 775, 1459, 161, 869, 956, 1014, 936])"
9,boa,simple map 3 dims,3,600,1,169,958,693,0.016,0.0,0,-1.0,-1.0,60,"dict_keys([2209, 1193, 2019, 1050, 89, 1994, 2053, 920, 877, 1053, 677, 668, 1159, 2151, 1235, 336, 1634, 1201, 2047, 650, 393, 1791, 2045, 208, 705, 324, 2026, 121, 2153, 1204, 2207, 653, 363, 1139, 846, 211, 327, 1519, 1755, 86, 1991, 1438, 1474, 1521, 1151, 516, 1532, 2004, 1579, 2051, 1713, 1716, 1883, 519, 2043, 2049, 2059, 2149, 1810, 2191])"
9,emoa,simple map 3 dims,3,600,1,169,958,693,0.0,0.022,0,-1.0,-1.0,60,"dict_keys([2209, 1193, 2019, 1050, 89, 1994, 2053, 920, 877, 1053, 677, 668, 1159, 2151, 1235, 336, 1634, 1201, 2047, 650, 393, 1791, 2045, 208, 705, 324, 2026, 121, 2153, 1204, 2207, 653, 363, 1139, 846, 211, 327, 1519, 1755, 86, 1991, 1438, 1474, 1521, 1151, 516, 1532, 2004, 1579, 2051, 1713, 1716, 1883, 519, 2043, 2049, 2059, 2149, 1810, 2191])"
10,boa,simple map 3 dims,3,600,1,169,2329,1847,0.0,0.079,0,-1.0,-1.0,233,"dict_keys([6080, 6037, 5998, 5952, 5949, 5944, 5875, 5872, 5790, 5766, 5720, 5974, 5717, 5709, 5706, 5696, 5689, 5662, 5866, 5609, 5600, 5535, 5513, 5486, 5467, 5464, 5378, 5296, 5224, 5217, 5214, 5955, 5184, 5139, 5087, 5054, 5036, 4975, 4939, 5665, 4894, 4814, 6053, 4768, 4712, 4676, 4597, 4578, 4544, 4504, 4484, 4420, 4323, 4295, 4286, 5516, 5002, 4231, 4208, 4205, 4193, 4174, 5901, 4102, 4053, 4045, 4888, 4374, 3860, 557, 811, 6048, 5277, 1679, 6045, 1933, 2187, 1645, 5739, 4454, 1627, 2262, 1596, 4569, 1485, 1530, 2038, 3589, 5433, 1835, 5324, 184, 3915, 3658, 4304, 1220, 966, 3506, 1827, 1313, 3345, 1195, 5925, 1042, 1169, 280, 1023, 1735, 3386, 5030, 4773, 3231, 370, 1767, 257, 4862, 2035, 876, 5354, 2527, 2769, 456, 6083, 2742, 5436, 3123, 351, 5576, 1978, 560, 2359, 76, 4171, 316, 1858, 2366, 1453, 3509, 5894, 1268, 579, 5258, 1403, 632, 5763, 1394, 893, 2290, 104, 2417, 915, 658, 5628, 745, 861, 2385, 674, 4635, 2579, 5403, 4632, 2833, 730, 1764, 1705, 2090, 4966, 3938, 854, 2083, 1303, 2074, 2845, 2117, 2147, 2196, 215, 3299, 2271, 2906, 2300, 3697, 6056, 2458, 5859, 3546, 2518, 3280, 2293, 2550, 2677, 2713, 4624, 2825, 2864, 306, 820, 2876, 4994, 2938, 2957, 3335, 3592, 5063, 437, 3007, 3004, 3261, 4556, 1472, 1986, 3014, 3885, 3114, 3749, 5455, 1343, 3142, 3719, 3205, 3307, 1245, 3815, 5505, 1907, 2935, 3449, 117, 3458, 114, 3712, 3461, 3806])"
10,emoa,simple map 3 dims,3,600,1,169,2329,1847,0.0,0.031,0,-1.0,-1.0,233,"dict_keys([6080, 6037, 5998, 5952, 5949, 5944, 5875, 5872, 5790, 5766, 5720, 5974, 5717, 5709, 5706, 5696, 5689, 5662, 5866, 5609, 5600, 5535, 5513, 5486, 5467, 5464, 5378, 5296, 5224, 5217, 5214, 5955, 5184, 5139, 5087, 5054, 5036, 4975, 4939, 5665, 4894, 4814, 6053, 4768, 4712, 4676, 4597, 4578, 4544, 4504, 4484, 4420, 4323, 4295, 4286, 5516, 5002, 4231, 4208, 4205, 4193, 4174, 5901, 4102, 4053, 4045, 4888, 4374, 3860, 557, 811, 6048, 5277, 1679, 6045, 1933, 2187, 1645, 5739, 4454, 1627, 2262, 1596, 4569, 1485, 1530, 2038, 3589, 5433, 1835, 5324, 184, 3915, 3658, 4304, 1220, 966, 3506, 1827, 1313, 3345, 1195, 5925, 1042, 1169, 280, 1023, 1735, 3386, 5030, 4773, 3231, 370, 1767, 257, 4862, 2035, 876, 5354, 2527, 2769, 456, 6083, 2742, 5436, 3123, 351, 5576, 1978, 560, 2359, 76, 4171, 316, 1858, 2366, 1453, 3509, 5894, 1268, 579, 5258, 1403, 632, 5763, 1394, 893, 2290, 104, 2417, 915, 658, 5628, 745, 861, 2385, 674, 4635, 2579, 5403, 4632, 2833, 730, 1764, 1705, 2090, 4966, 3938, 854, 2083, 1303, 2074, 2845, 2117, 2147, 2196, 215, 3299, 2271, 2906, 2300, 3697, 6056, 2458, 5859, 3546, 2518, 3280, 2293, 2550, 2677, 2713, 4624, 2825, 2864, 306, 820, 2876, 4994, 2938, 2957, 3335, 3592, 5063, 437, 3007, 3004, 3261, 4556, 1472, 1986, 3014, 3885, 3114, 3749, 5455, 1343, 3142, 3719, 3205, 3307, 1245, 3815, 5505, 1907, 2935, 3449, 117, 3458, 114, 3712, 3461, 3806])"
11,boa,simple map 3 dims,3,600,1,169,299,231,0.0,0.004,0,-1.0,-1.0,16,"dict_keys([734, 710, 372, 73, 160, 290, 92, 179, 259, 683, 480, 442, 664, 461, 539, 590])"
11,emoa,simple map 3 dims,3,600,1,169,299,231,0.0,0.0,0,-1.0,-1.0,16,"dict_keys([734, 710, 372, 73, 160, 290, 92, 179, 259, 683, 480, 442, 664, 461, 539, 590])"
12,boa,simple map 3 dims,3,600,1,169,1426,940,0.0,0.007,0,-1.0,-1.0,73,"dict_keys([3093, 3091, 3087, 3077, 3057, 3033, 2969, 2957, 2945, 2036, 1213, 2098, 3085, 1053, 3089, 168, 1003, 2112, 2985, 1080, 1423, 89, 1740, 453, 78, 1435, 687, 157, 275, 817, 436, 732, 2383, 1248, 232, 504, 464, 718, 515, 3079, 666, 1496, 1540, 2425, 1615, 1725, 1865, 2047, 3045, 2283, 1237, 2253, 2294, 1091, 2361, 2372, 2394, 1066, 2590, 2826, 2616, 1263, 2660, 873, 2778, 1626, 1880, 2896, 1446, 1827, 2462, 2716, 2829])"
12,emoa,simple map 3 dims,3,600,1,169,1426,940,0.0,0.016,0,-1.0,-1.0,73,"dict_keys([3093, 3091, 3087, 3077, 3057, 3033, 2969, 2957, 2945, 2036, 1213, 2098, 3085, 1053, 3089, 168, 1003, 2112, 2985, 1080, 1423, 89, 1740, 453, 78, 1435, 687, 157, 275, 817, 436, 732, 2383, 1248, 232, 504, 464, 718, 515, 3079, 666, 1496, 1540, 2425, 1615, 1725, 1865, 2047, 3045, 2283, 1237, 2253, 2294, 1091, 2361, 2372, 2394, 1066, 2590, 2826, 2616, 1263, 2660, 873, 2778, 1626, 1880, 2896, 1446, 1827, 2462, 2716, 2829])"
13,boa,simple map 3 dims,3,600,1,169,2253,1877,0.0,0.063,0,-1.0,-1.0,129,"dict_keys([5911, 1963, 3546, 3393, 3347, 3557, 3938, 3203, 3074, 2974, 2856, 3999, 2962, 4117, 3089, 3724, 2785, 5198, 2656, 3821, 5091, 1305, 289, 5369, 203, 3839, 3013, 2221, 2735, 4791, 1125, 1733, 3765, 4146, 964, 4039, 1726, 698, 441, 5267, 2290, 3179, 2523, 4322, 4659, 3419, 78, 5285, 2311, 5867, 2369, 464, 1342, 393, 5533, 1580, 3592, 1881, 1911, 2837, 4742, 5504, 5758, 1008, 5072, 1952, 1922, 3968, 3977, 3988, 4623, 4050, 5828, 4261, 5023, 4332, 4967, 5856, 4350, 2871, 4413, 4794, 4493, 4580, 5416, 4645, 5427, 4656, 4805, 4845, 300, 4926, 4937, 2358, 5699, 5783, 5012, 5209, 3404, 2633, 5717, 5312, 1998, 3283, 2512, 5596, 5339, 214, 5354, 5372, 5109, 5880, 5405, 3658, 5457, 4189, 5474, 2901, 5728, 5485, 5894, 5637, 3868, 4896, 5667, 5678, 5515, 5772, 5841])"
13,emoa,simple map 3 dims,3,600,1,169,2253,1877,0.0,0.031,0,-1.0,-1.0,129,"dict_keys([5911, 1963, 3546, 3393, 3347, 3557, 3938, 3203, 3074, 2974, 2856, 3999, 2962, 4117, 3089, 3724, 2785, 5198, 2656, 3821, 5091, 1305, 289, 5369, 203, 3839, 3013, 2221, 2735, 4791, 1125, 1733, 3765, 4146, 964, 4039, 1726, 698, 441, 5267, 2290, 3179, 2523, 4322, 4659, 3419, 78, 5285, 2311, 5867, 2369, 464, 1342, 393, 5533, 1580, 3592, 1881, 1911, 2837, 4742, 5504, 5758, 1008, 5072, 1952, 1922, 3968, 3977, 3988, 4623, 4050, 5828, 4261, 5023, 4332, 4967, 5856, 4350, 2871, 4413, 4794, 4493, 4580, 5416, 4645, 5427, 4656, 4805, 4845, 300, 4926, 4937, 2358, 5699, 5783, 5012, 5209, 3404, 2633, 5717, 5312, 1998, 3283, 2512, 5596, 5339, 214, 5354, 5372, 5109, 5880, 5405, 3658, 5457, 4189, 5474, 2901, 5728, 5485, 5894, 5637, 3868, 4896, 5667, 5678, 5515, 5772, 5841])"
14,boa,simple map 3 dims,3,600,1,169,393,305,0.0,0.0,0,-1.0,-1.0,26,"dict_keys([912, 871, 845, 803, 664, 617, 587, 696, 580, 554, 491, 167, 108, 156, 273, 743, 76, 308, 386, 140, 343, 365, 959, 147, 379, 480])"
14,emoa,simple map 3 dims,3,600,1,169,393,305,0.0,0.016,0,-1.0,-1.0,26,"dict_keys([912, 871, 845, 803, 664, 617, 587, 696, 580, 554, 491, 167, 108, 156, 273, 743, 76, 308, 386, 140, 343, 365, 959, 147, 379, 480])"
15,boa,simple map 3 dims,3,600,1,169,1129,802,0.0,0.028,0,-1.0,-1.0,91,"dict_keys([2731, 2690, 2684, 2661, 2746, 2619, 2579, 2548, 2525, 2626, 2499, 2435, 2432, 2425, 2419, 2392, 2389, 2485, 2358, 2724, 2216, 1058, 1109, 1079, 2422, 1787, 2741, 963, 2738, 960, 695, 1875, 2213, 689, 345, 1869, 278, 551, 1973, 991, 737, 111, 619, 476, 1184, 1810, 1302, 1093, 1329, 1064, 2371, 2117, 339, 1106, 479, 200, 994, 613, 635, 2169, 2681, 903, 2416, 638, 1146, 2678, 900, 1154, 2705, 1181, 1404, 2039, 1277, 2687, 1290, 1550, 1296, 203, 1473, 861, 2004, 1332, 1335, 1807, 108, 1505, 1599, 1602, 2668, 2033, 2193])"
15,emoa,simple map 3 dims,3,600,1,169,1129,802,0.0,0.0,0,-1.0,-1.0,91,"dict_keys([2731, 2690, 2684, 2661, 2746, 2619, 2579, 2548, 2525, 2626, 2499, 2435, 2432, 2425, 2419, 2392, 2389, 2485, 2358, 2724, 2216, 1058, 1109, 1079, 2422, 1787, 2741, 963, 2738, 960, 695, 1875, 2213, 689, 345, 1869, 278, 551, 1973, 991, 737, 111, 619, 476, 1184, 1810, 1302, 1093, 1329, 1064, 2371, 2117, 339, 1106, 479, 200, 994, 613, 635, 2169, 2681, 903, 2416, 638, 1146, 2678, 900, 1154, 2705, 1181, 1404, 2039, 1277, 2687, 1290, 1550, 1296, 203, 1473, 861, 2004, 1332, 1335, 1807, 108, 1505, 1599, 1602, 2668, 2033, 2193])"
16,boa,simple map 3 dims,3,600,1,169,487,369,0.0,0.0,0,-1.0,-1.0,27,"dict_keys([1118, 1109, 1129, 1100, 1076, 1050, 1036, 1088, 1059, 1030, 974, 72, 547, 503, 648, 726, 921, 1097, 662, 803, 1082, 995, 821, 838, 185, 939, 910])"
16,emoa,simple map 3 dims,3,600,1,169,487,369,0.0,0.0,0,-1.0,-1.0,27,"dict_keys([1118, 1109, 1129, 1100, 1076, 1050, 1036, 1088, 1059, 1030, 974, 72, 547, 503, 648, 726, 921, 1097, 662, 803, 1082, 995, 821, 838, 185, 939, 910])"
17,boa,simple map 3 dims,3,600,1,169,335,243,0.001,0.0,0,-1.0,-1.0,23,"dict_keys([771, 751, 745, 672, 666, 90, 736, 678, 649, 180, 267, 787, 294, 448, 275, 478, 781, 549, 720, 459, 575, 627, 581])"
17,emoa,simple map 3 dims,3,600,1,169,335,243,0.0,0.0,0,-1.0,-1.0,23,"dict_keys([771, 751, 745, 672, 666, 90, 736, 678, 649, 180, 267, 787, 294, 448, 275, 478, 781, 549, 720, 459, 575, 627, 581])"
18,boa,simple map 3 dims,3,600,1,169,2007,1675,0.0,0.051,0,-1.0,-1.0,127,"dict_keys([5699, 5613, 5591, 5573, 5521, 5499, 5647, 5393, 5439, 5312, 5294, 5174, 5086, 5020, 4926, 4900, 4853, 4722, 4600, 4515, 4269, 4224, 4198, 4760, 4125, 4570, 4062, 4028, 3968, 3773, 5543, 4400, 3511, 4952, 3428, 4875, 3605, 3351, 5104, 3326, 5465, 1655, 4660, 4533, 1612, 1434, 5148, 195, 5257, 5130, 4622, 431, 4809, 1253, 1460, 280, 5673, 1228, 4982, 4347, 1172, 4438, 1009, 301, 2248, 928, 2816, 805, 3863, 2339, 776, 4161, 1748, 732, 83, 5364, 2443, 108, 2588, 683, 1291, 3755, 3120, 334, 4143, 3889, 460, 3210, 2702, 750, 1033, 1859, 863, 482, 643, 3829, 3575, 1797, 1915, 1947, 3068, 5717, 3685, 2034, 5330, 4314, 2282, 5239, 2318, 3493, 2731, 2392, 4827, 2414, 2489, 2535, 3007, 2760, 1708, 3232, 1372, 2896, 3377, 3250, 2078, 3094, 3188])"
18,emoa,simple map 3 dims,3,600,1,169,2007,1675,0.0,0.033,0,-1.0,-1.0,127,"dict_keys([5699, 5613, 5591, 5573, 5521, 5499, 5647, 5393, 5439, 5312, 5294, 5174, 5086, 5020, 4926, 4900, 4853, 4722, 4600, 4515, 4269, 4224, 4198, 4760, 4125, 4570, 4062, 4028, 3968, 3773, 5543, 4400, 3511, 4952, 3428, 4875, 3605, 3351, 5104, 3326, 5465, 1655, 4660, 4533, 1612, 1434, 5148, 195, 5257, 5130, 4622, 431, 4809, 1253, 1460, 280, 5673, 1228, 4982, 4347, 1172, 4438, 1009, 301, 2248, 928, 2816, 805, 3863, 2339, 776, 4161, 1748, 732, 83, 5364, 2443, 108, 2588, 683, 1291, 3755, 3120, 334, 4143, 3889, 460, 3210, 2702, 750, 1033, 1859, 863, 482, 643, 3829, 3575, 1797, 1915, 1947, 3068, 5717, 3685, 2034, 5330, 4314, 2282, 5239, 2318, 3493, 2731, 2392, 4827, 2414, 2489, 2535, 3007, 2760, 1708, 3232, 1372, 2896, 3377, 3250, 2078, 3094, 3188])"
19,boa,simple map 3 dims,3,600,1,169,195,146,0.0,0.0,0,-1.0,-1.0,13,"dict_keys([477, 369, 351, 328, 411, 307, 301, 254, 376, 207, 181, 232, 76])"
19,emoa,simple map 3 dims,3,600,1,169,195,146,0.0,0.0,0,-1.0,-1.0,13,"dict_keys([477, 369, 351, 328, 411, 307, 301, 254, 376, 207, 181, 232, 76])"
20,boa,simple map 3 dims,3,600,1,169,1808,1327,0.0,0.047,0,-1.0,-1.0,100,"dict_keys([4364, 4358, 4328, 4322, 4265, 4218, 4116, 4066, 3920, 3773, 3767, 3690, 3585, 4026, 3518, 4224, 3462, 3405, 3363, 3246, 3066, 3014, 2988, 2971, 2937, 3394, 2886, 1455, 571, 2695, 1298, 4142, 1475, 1273, 1022, 1009, 980, 1098, 3125, 1220, 839, 3069, 1037, 148, 3316, 141, 3739, 2088, 815, 3696, 2172, 4296, 740, 386, 363, 441, 722, 3567, 1789, 519, 2525, 555, 562, 3579, 1674, 3035, 2146, 679, 1695, 1434, 291, 1815, 2464, 76, 1854, 356, 1880, 3159, 238, 1889, 1483, 1991, 2131, 2308, 1649, 2157, 3804, 2280, 4199, 2294, 2413, 2531, 2638, 2066, 2701, 2819, 2602, 2729, 3243, 2735])"
20,emoa,simple map 3 dims,3,600,1,169,1808,1327,0.0,0.032,0,-1.0,-1.0,100,"dict_keys([4364, 4358, 4328, 4322, 4265, 4218, 4116, 4066, 3920, 3773, 3767, 3690, 3585, 4026, 3518, 4224, 3462, 3405, 3363, 3246, 3066, 3014, 2988, 2971, 2937, 3394, 2886, 1455, 571, 2695, 1298, 4142, 1475, 1273, 1022, 1009, 980, 1098, 3125, 1220, 839, 3069, 1037, 148, 3316, 141, 3739, 2088, 815, 3696, 2172, 4296, 740, 386, 363, 441, 722, 3567, 1789, 519, 2525, 555, 562, 3579, 1674, 3035, 2146, 679, 1695, 1434, 291, 1815, 2464, 76, 1854, 356, 1880, 3159, 238, 1889, 1483, 1991, 2131, 2308, 1649, 2157, 3804, 2280, 4199, 2294, 2413, 2531, 2638, 2066, 2701, 2819, 2602, 2729, 3243, 2735])"
21,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
21,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
22,boa,simple map 3 dims,3,600,1,169,393,300,0.0,0.016,0,-1.0,-1.0,31,"dict_keys([880, 389, 729, 397, 427, 368, 228, 808, 159, 130, 317, 114, 270, 236, 531, 659, 69, 707, 480, 512, 579, 475, 593, 896, 719, 122, 771, 858, 798, 813, 873])"
22,emoa,simple map 3 dims,3,600,1,169,393,300,0.0,0.013,0,-1.0,-1.0,31,"dict_keys([880, 389, 729, 397, 427, 368, 228, 808, 159, 130, 317, 114, 270, 236, 531, 659, 69, 707, 480, 512, 579, 475, 593, 896, 719, 122, 771, 858, 798, 813, 873])"
23,boa,simple map 3 dims,3,600,1,169,1272,957,0.0,0.022,0,-1.0,-1.0,75,"dict_keys([3173, 3160, 3133, 3014, 2819, 1260, 1614, 1791, 2145, 2762, 857, 2890, 2509, 1056, 640, 522, 614, 1244, 3064, 2810, 143, 2956, 1559, 1866, 1189, 1425, 192, 2493, 2611, 335, 426, 2624, 84, 211, 695, 1025, 434, 1069, 561, 1158, 777, 284, 1942, 545, 1434, 1847, 2024, 1292, 1546, 1653, 746, 1889, 3182, 2420, 1701, 2640, 481, 2132, 463, 2368, 1817, 1778, 1905, 2436, 2735, 1211, 703, 2100, 1992, 2246, 2965, 2330, 3044, 885, 2536])"
