test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions,solutions_labels
23,emoa,simple map 3 dims,3,600,1,169,1272,957,0.0,0.015,0,-1.0,-1.0,75,"dict_keys([3173, 3160, 3133, 3014, 2819, 1260, 1614, 1791, 2145, 2762, 857, 2890, 2509, 1056, 640, 522, 614, 1244, 3064, 2810, 143, 2956, 1559, 1866, 1189, 1425, 192, 2493, 2611, 335, 426, 2624, 84, 211, 695, 1025, 434, 1069, 561, 1158, 777, 284, 1942, 545, 1434, 1847, 2024, 1292, 1546, 1653, 746, 1889, 3182, 2420, 1701, 2640, 481, 2132, 463, 2368, 1817, 1778, 1905, 2436, 2735, 1211, 703, 2100, 1992, 2246, 2965, 2330, 3044, 885, 2536])"
24,boa,simple map 3 dims,3,600,1,169,720,523,0.0,0.015,0,-1.0,-1.0,45,"dict_keys([1614, 1597, 1581, 1554, 1543, 1527, 1570, 1511, 1445, 1395, 1315, 609, 565, 391, 1503, 913, 1589, 468, 485, 1269, 1210, 407, 309, 252, 1482, 951, 81, 848, 925, 158, 984, 1042, 1415, 825, 766, 1061, 1136, 693, 1165, 631, 1221, 174, 705, 1177, 1236])"
24,emoa,simple map 3 dims,3,600,1,169,720,523,0.0,0.0,0,-1.0,-1.0,45,"dict_keys([1614, 1597, 1581, 1554, 1543, 1527, 1570, 1511, 1445, 1395, 1315, 609, 565, 391, 1503, 913, 1589, 468, 485, 1269, 1210, 407, 309, 252, 1482, 951, 81, 848, 925, 158, 984, 1042, 1415, 825, 766, 1061, 1136, 693, 1165, 631, 1221, 174, 705, 1177, 1236])"
25,boa,simple map 3 dims,3,600,1,169,519,410,0.0,0.016,0,-1.0,-1.0,45,"dict_keys([1290, 1281, 1234, 1310, 1192, 1183, 1228, 1169, 1110, 1051, 482, 591, 378, 326, 1138, 76, 312, 863, 1257, 195, 369, 1248, 717, 463, 165, 1304, 1186, 1009, 832, 139, 806, 921, 980, 524, 930, 530, 674, 733, 417, 122, 594, 786, 151, 800, 941])"
25,emoa,simple map 3 dims,3,600,1,169,519,410,0.0,0.015,0,-1.0,-1.0,45,"dict_keys([1290, 1281, 1234, 1310, 1192, 1183, 1228, 1169, 1110, 1051, 482, 591, 378, 326, 1138, 76, 312, 863, 1257, 195, 369, 1248, 717, 463, 165, 1304, 1186, 1009, 832, 139, 806, 921, 980, 524, 930, 530, 674, 733, 417, 122, 594, 786, 151, 800, 941])"
26,boa,simple map 3 dims,3,600,1,169,2884,2159,0.0,0.095,0,-1.0,-1.0,237,"dict_keys([7622, 7530, 7528, 7518, 7512, 7496, 7483, 7475, 7469, 7407, 7602, 7345, 7309, 7553, 7296, 7272, 7266, 7250, 7457, 7200, 7189, 7169, 7131, 7113, 7067, 7017, 6995, 6976, 6970, 6913, 6869, 6863, 6853, 6745, 6720, 7232, 6718, 6716, 6677, 6653, 6633, 6587, 6573, 6571, 6551, 6549, 6528, 6457, 6439, 6367, 6335, 6269, 6193, 6149, 6051, 6023, 7435, 5893, 5870, 5834, 6595, 5824, 7030, 6773, 5745, 3015, 1110, 1745, 3269, 5966, 3396, 7141, 2001, 6373, 1747, 5179, 4922, 2545, 7582, 7325, 386, 1275, 6911, 5883, 2285, 7256, 5714, 7569, 2429, 4334, 415, 2020, 7143, 6886, 2003, 2222, 1841, 1390, 804, 6989, 2620, 821, 5393, 2659, 6895, 3040, 5580, 6425, 771, 6234, 5720, 1351, 586, 2922, 857, 2944, 2687, 2324, 613, 867, 249, 4186, 1193, 7573, 634, 5003, 5301, 418, 3215, 6252, 84, 7477, 6706, 1052, 270, 2326, 2583, 5504, 7571, 1403, 2490, 3412, 1721, 7351, 3753, 7596, 7339, 1428, 1171, 4769, 5773, 2689, 4711, 2279, 3050, 6505, 3164, 7463, 2066, 4122, 1809, 3351, 4113, 3364, 6687, 4888, 3410, 4934, 1634, 3690, 3700, 3735, 1442, 3755, 3902, 3963, 7032, 6518, 5233, 3561, 5360, 4006, 6815, 5530, 6611, 4041, 4079, 6203, 2091, 4147, 7089, 6061, 5290, 7559, 4218, 5913, 4371, 2885, 4427, 7069, 4499, 7103, 6589, 1963, 4533, 7369, 5570, 4542, 3017, 4559, 5597, 4569, 5614, 4586, 4643, 6070, 4785, 2766, 3023, 4822, 7421, 4851, 2302, 4872, 6689, 4890, 7502, 4932, 4951, 5090, 1155, 5010, 5267, 1180, 5292, 5318, 5491])"
26,emoa,simple map 3 dims,3,600,1,169,2884,2159,0.0,0.032,0,-1.0,-1.0,237,"dict_keys([7622, 7530, 7528, 7518, 7512, 7496, 7483, 7475, 7469, 7407, 7602, 7345, 7309, 7553, 7296, 7272, 7266, 7250, 7457, 7200, 7189, 7169, 7131, 7113, 7067, 7017, 6995, 6976, 6970, 6913, 6869, 6863, 6853, 6745, 6720, 7232, 6718, 6716, 6677, 6653, 6633, 6587, 6573, 6571, 6551, 6549, 6528, 6457, 6439, 6367, 6335, 6269, 6193, 6149, 6051, 6023, 7435, 5893, 5870, 5834, 6595, 5824, 7030, 6773, 5745, 3015, 1110, 1745, 3269, 5966, 3396, 7141, 2001, 6373, 1747, 5179, 4922, 2545, 7582, 7325, 386, 1275, 6911, 5883, 2285, 7256, 5714, 7569, 2429, 4334, 415, 2020, 7143, 6886, 2003, 2222, 1841, 1390, 804, 6989, 2620, 821, 5393, 2659, 6895, 3040, 5580, 6425, 771, 6234, 5720, 1351, 586, 2922, 857, 2944, 2687, 2324, 613, 867, 249, 4186, 1193, 7573, 634, 5003, 5301, 418, 3215, 6252, 84, 7477, 6706, 1052, 270, 2326, 2583, 5504, 7571, 1403, 2490, 3412, 1721, 7351, 3753, 7596, 7339, 1428, 1171, 4769, 5773, 2689, 4711, 2279, 3050, 6505, 3164, 7463, 2066, 4122, 1809, 3351, 4113, 3364, 6687, 4888, 3410, 4934, 1634, 3690, 3700, 3735, 1442, 3755, 3902, 3963, 7032, 6518, 5233, 3561, 5360, 4006, 6815, 5530, 6611, 4041, 4079, 6203, 2091, 4147, 7089, 6061, 5290, 7559, 4218, 5913, 4371, 2885, 4427, 7069, 4499, 7103, 6589, 1963, 4533, 7369, 5570, 4542, 3017, 4559, 5597, 4569, 5614, 4586, 4643, 6070, 4785, 2766, 3023, 4822, 7421, 4851, 2302, 4872, 6689, 4890, 7502, 4932, 4951, 5090, 1155, 5010, 5267, 1180, 5292, 5318, 5491])"
27,boa,simple map 3 dims,3,600,1,169,771,601,0.0,0.016,0,-1.0,-1.0,50,"dict_keys([2017, 1992, 1971, 1917, 1907, 1880, 1866, 1776, 1751, 1687, 1846, 1669, 1650, 581, 1306, 1472, 800, 449, 707, 1994, 1817, 1345, 354, 573, 1340, 1706, 231, 86, 1159, 2007, 532, 1122, 84, 658, 835, 1957, 895, 1446, 990, 193, 1078, 1090, 1149, 1943, 1648, 1176, 1278, 1745, 447, 1568])"
27,emoa,simple map 3 dims,3,600,1,169,771,601,0.0,0.0,0,-1.0,-1.0,50,"dict_keys([2017, 1992, 1971, 1917, 1907, 1880, 1866, 1776, 1751, 1687, 1846, 1669, 1650, 581, 1306, 1472, 800, 449, 707, 1994, 1817, 1345, 354, 573, 1340, 1706, 231, 86, 1159, 2007, 532, 1122, 84, 658, 835, 1957, 895, 1446, 990, 193, 1078, 1090, 1149, 1943, 1648, 1176, 1278, 1745, 447, 1568])"
28,boa,simple map 3 dims,3,600,1,169,1090,871,0.0,0.035,0,-1.0,-1.0,70,"dict_keys([2924, 2908, 2852, 2796, 2872, 2745, 2690, 2662, 1486, 601, 483, 1344, 2347, 1206, 2504, 1180, 1124, 2888, 856, 2331, 962, 933, 759, 1231, 2234, 1522, 1817, 739, 1624, 2155, 406, 160, 2780, 621, 240, 1833, 2305, 253, 371, 285, 390, 466, 786, 496, 1661, 1779, 827, 2605, 81, 1732, 1874, 2001, 2038, 2092, 2109, 2404, 2174, 2726, 2218, 1692, 2073, 2454, 2271, 2483, 1541, 1033, 2557, 1941, 2576, 2639])"
28,emoa,simple map 3 dims,3,600,1,169,1090,871,0.0,0.012,0,-1.0,-1.0,70,"dict_keys([2924, 2908, 2852, 2796, 2872, 2745, 2690, 2662, 1486, 601, 483, 1344, 2347, 1206, 2504, 1180, 1124, 2888, 856, 2331, 962, 933, 759, 1231, 2234, 1522, 1817, 739, 1624, 2155, 406, 160, 2780, 621, 240, 1833, 2305, 253, 371, 285, 390, 466, 786, 496, 1661, 1779, 827, 2605, 81, 1732, 1874, 2001, 2038, 2092, 2109, 2404, 2174, 2726, 2218, 1692, 2073, 2454, 2271, 2483, 1541, 1033, 2557, 1941, 2576, 2639])"
29,boa,simple map 3 dims,3,600,1,169,674,526,0.0,0.0,0,-1.0,-1.0,50,"dict_keys([1674, 1610, 1575, 1559, 1533, 1446, 1650, 1414, 1333, 1295, 1271, 1218, 1317, 1199, 518, 431, 1244, 1185, 481, 1504, 1032, 1388, 326, 368, 238, 1488, 190, 610, 842, 987, 298, 1368, 129, 767, 1115, 358, 319, 1630, 627, 699, 873, 1549, 1018, 675, 85, 734, 937, 806, 1155, 1175])"
29,emoa,simple map 3 dims,3,600,1,169,674,526,0.0,0.0,0,-1.0,-1.0,50,"dict_keys([1674, 1610, 1575, 1559, 1533, 1446, 1650, 1414, 1333, 1295, 1271, 1218, 1317, 1199, 518, 431, 1244, 1185, 481, 1504, 1032, 1388, 326, 368, 238, 1488, 190, 610, 842, 987, 298, 1368, 129, 767, 1115, 358, 319, 1630, 627, 699, 873, 1549, 1018, 675, 85, 734, 937, 806, 1155, 1175])"
30,boa,simple map 3 dims,3,600,1,169,607,463,0.0,0.015,0,-1.0,-1.0,36,"dict_keys([1458, 1390, 1356, 1350, 1320, 452, 1128, 361, 479, 392, 1286, 401, 285, 488, 349, 929, 223, 112, 1214, 1424, 67, 380, 793, 911, 1027, 935, 900, 310, 1254, 461, 992, 1033, 985, 1162, 1220, 1276])"
30,emoa,simple map 3 dims,3,600,1,169,607,463,0.0,0.012,0,-1.0,-1.0,36,"dict_keys([1458, 1390, 1356, 1350, 1320, 452, 1128, 361, 479, 392, 1286, 401, 285, 488, 349, 929, 223, 112, 1214, 1424, 67, 380, 793, 911, 1027, 935, 900, 310, 1254, 461, 992, 1033, 985, 1162, 1220, 1276])"
31,boa,simple map 3 dims,3,600,1,169,146,109,0.0,0.0,0,-1.0,-1.0,9,"dict_keys([320, 335, 309, 290, 358, 267, 198, 156, 79])"
31,emoa,simple map 3 dims,3,600,1,169,146,109,0.0,0.0,0,-1.0,-1.0,9,"dict_keys([320, 335, 309, 290, 358, 267, 198, 156, 79])"
32,boa,simple map 3 dims,3,600,1,169,1,1,0.002,0.0,0,-1.0,-1.0,0,dict_keys([])
32,emoa,simple map 3 dims,3,600,1,169,1,1,0.003,0.0,0,-1.0,-1.0,0,dict_keys([])
33,boa,simple map 3 dims,3,600,1,169,950,756,0.0,0.014,0,-1.0,-1.0,50,"dict_keys([2229, 2175, 2035, 2014, 1997, 1840, 1966, 1789, 1767, 1689, 1628, 1593, 2160, 2101, 1570, 1533, 534, 1733, 553, 814, 1336, 611, 434, 683, 650, 886, 293, 167, 417, 222, 1411, 909, 958, 2134, 1190, 1505, 974, 144, 1029, 1377, 1464, 2080, 1077, 1127, 1862, 1213, 1291, 261, 84, 1441])"
33,emoa,simple map 3 dims,3,600,1,169,950,756,0.0,0.0,0,-1.0,-1.0,50,"dict_keys([2229, 2175, 2035, 2014, 1997, 1840, 1966, 1789, 1767, 1689, 1628, 1593, 2160, 2101, 1570, 1533, 534, 1733, 553, 814, 1336, 611, 434, 683, 650, 886, 293, 167, 417, 222, 1411, 909, 958, 2134, 1190, 1505, 974, 144, 1029, 1377, 1464, 2080, 1077, 1127, 1862, 1213, 1291, 261, 84, 1441])"
34,boa,simple map 3 dims,3,600,1,169,589,438,0.0,0.015,0,-1.0,-1.0,53,"dict_keys([1467, 1461, 1458, 1452, 1446, 1403, 1386, 1380, 1309, 1476, 1299, 1293, 581, 1473, 411, 1363, 478, 1351, 1174, 297, 1406, 993, 933, 1051, 1485, 1249, 954, 170, 1194, 663, 361, 258, 140, 1097, 720, 602, 1491, 1255, 134, 264, 1149, 78, 333, 687, 1357, 1180, 1437, 1319, 847, 853, 1322, 909, 1205])"
34,emoa,simple map 3 dims,3,600,1,169,589,438,0.0,0.0,0,-1.0,-1.0,53,"dict_keys([1467, 1461, 1458, 1452, 1446, 1403, 1386, 1380, 1309, 1476, 1299, 1293, 581, 1473, 411, 1363, 478, 1351, 1174, 297, 1406, 993, 933, 1051, 1485, 1249, 954, 170, 1194, 663, 361, 258, 140, 1097, 720, 602, 1491, 1255, 134, 264, 1149, 78, 333, 687, 1357, 1180, 1437, 1319, 847, 853, 1322, 909, 1205])"
35,boa,simple map 3 dims,3,600,1,169,1355,1028,0.0,0.031,0,-1.0,-1.0,90,"dict_keys([3321, 3278, 3262, 3250, 3217, 3179, 3167, 3159, 3136, 3121, 3103, 3091, 3053, 2993, 2966, 2946, 2931, 3290, 2909, 2887, 2860, 3209, 1812, 1605, 2313, 2372, 3031, 1761, 1587, 2530, 2555, 1322, 2266, 2872, 78, 2508, 1630, 3333, 3079, 412, 844, 2241, 1183, 2091, 2599, 1395, 2133, 2833, 1563, 1436, 293, 3305, 1527, 384, 765, 3011, 1487, 2122, 670, 197, 1086, 959, 1872, 3232, 2978, 2343, 2216, 545, 1942, 1552, 2060, 573, 1970, 1740, 1994, 2159, 2690, 1265, 2281, 2335, 1921, 2429, 2475, 927, 2197, 2578, 2624, 1366, 2636, 2781])"
35,emoa,simple map 3 dims,3,600,1,169,1355,1028,0.015,0.016,0,-1.0,-1.0,90,"dict_keys([3321, 3278, 3262, 3250, 3217, 3179, 3167, 3159, 3136, 3121, 3103, 3091, 3053, 2993, 2966, 2946, 2931, 3290, 2909, 2887, 2860, 3209, 1812, 1605, 2313, 2372, 3031, 1761, 1587, 2530, 2555, 1322, 2266, 2872, 78, 2508, 1630, 3333, 3079, 412, 844, 2241, 1183, 2091, 2599, 1395, 2133, 2833, 1563, 1436, 293, 3305, 1527, 384, 765, 3011, 1487, 2122, 670, 197, 1086, 959, 1872, 3232, 2978, 2343, 2216, 545, 1942, 1552, 2060, 573, 1970, 1740, 1994, 2159, 2690, 1265, 2281, 2335, 1921, 2429, 2475, 927, 2197, 2578, 2624, 1366, 2636, 2781])"
36,boa,simple map 3 dims,3,600,1,169,902,663,0.0,0.0,0,-1.0,-1.0,59,"dict_keys([2183, 2047, 2018, 2071, 2012, 1806, 1799, 1945, 1709, 1646, 1586, 1577, 2057, 1526, 833, 1123, 2209, 1442, 568, 450, 2192, 481, 363, 1604, 247, 2231, 284, 1190, 659, 187, 1952, 1834, 595, 123, 2216, 2098, 1744, 92, 400, 1049, 677, 1913, 1677, 851, 2087, 1025, 723, 2163, 1042, 2173, 1760, 639, 757, 805, 958, 899, 2109, 988, 1234])"
36,emoa,simple map 3 dims,3,600,1,169,902,663,0.0,0.015,0,-1.0,-1.0,59,"dict_keys([2183, 2047, 2018, 2071, 2012, 1806, 1799, 1945, 1709, 1646, 1586, 1577, 2057, 1526, 833, 1123, 2209, 1442, 568, 450, 2192, 481, 363, 1604, 247, 2231, 284, 1190, 659, 187, 1952, 1834, 595, 123, 2216, 2098, 1744, 92, 400, 1049, 677, 1913, 1677, 851, 2087, 1025, 723, 2163, 1042, 2173, 1760, 639, 757, 805, 958, 899, 2109, 988, 1234])"
37,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
37,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
38,boa,simple map 3 dims,3,600,1,169,47,44,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
38,emoa,simple map 3 dims,3,600,1,169,37,33,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
39,boa,simple map 3 dims,3,600,1,169,1302,987,0.0,0.015,0,-1.0,-1.0,76,"dict_keys([3224, 3194, 3164, 3135, 3120, 3093, 3020, 2989, 2974, 2917, 2902, 1441, 1426, 1255, 547, 1560, 2445, 1166, 1756, 1339, 1212, 2228, 1097, 946, 652, 931, 3209, 2701, 786, 2867, 73, 117, 173, 302, 457, 3047, 888, 2666, 1011, 2781, 2197, 1054, 590, 2006, 1631, 1867, 746, 1508, 406, 2825, 1966, 188, 696, 1616, 3062, 1411, 1665, 2956, 2067, 1813, 231, 1882, 2086, 2499, 2166, 2247, 3179, 2036, 2290, 2350, 2484, 2543, 2620, 2635, 2732, 2810])"
39,emoa,simple map 3 dims,3,600,1,169,1302,987,0.0,0.015,0,-1.0,-1.0,76,"dict_keys([3224, 3194, 3164, 3135, 3120, 3093, 3020, 2989, 2974, 2917, 2902, 1441, 1426, 1255, 547, 1560, 2445, 1166, 1756, 1339, 1212, 2228, 1097, 946, 652, 931, 3209, 2701, 786, 2867, 73, 117, 173, 302, 457, 3047, 888, 2666, 1011, 2781, 2197, 1054, 590, 2006, 1631, 1867, 746, 1508, 406, 2825, 1966, 188, 696, 1616, 3062, 1411, 1665, 2956, 2067, 1813, 231, 1882, 2086, 2499, 2166, 2247, 3179, 2036, 2290, 2350, 2484, 2543, 2620, 2635, 2732, 2810])"
40,boa,simple map 3 dims,3,600,1,169,629,424,0.0,0.01,0,-1.0,-1.0,35,"dict_keys([1451, 1429, 1318, 1278, 393, 643, 538, 479, 379, 196, 1394, 863, 614, 732, 242, 228, 1011, 215, 1350, 406, 783, 146, 326, 90, 1037, 742, 635, 1244, 821, 1024, 849, 1168, 984, 1091, 1210])"
40,emoa,simple map 3 dims,3,600,1,169,629,424,0.0,0.011,0,-1.0,-1.0,35,"dict_keys([1451, 1429, 1318, 1278, 393, 643, 538, 479, 379, 196, 1394, 863, 614, 732, 242, 228, 1011, 215, 1350, 406, 783, 146, 326, 90, 1037, 742, 635, 1244, 821, 1024, 849, 1168, 984, 1091, 1210])"
41,boa,simple map 3 dims,3,600,1,169,2408,1714,0.0,0.063,0,-1.0,-1.0,139,"dict_keys([5902, 5899, 5892, 5889, 5886, 5817, 5777, 5774, 5764, 5751, 5883, 3313, 3821, 2971, 2912, 1769, 4309, 2495, 3125, 3633, 3098, 5411, 2299, 140, 775, 4331, 1644, 1801, 5103, 2240, 1726, 4526, 2470, 2858, 1619, 5556, 831, 3353, 2527, 5448, 344, 979, 4281, 1475, 592, 3222, 449, 5148, 803, 1184, 515, 258, 1509, 1982, 3010, 4788, 4016, 2170, 2427, 645, 1911, 2652, 4451, 731, 2101, 4414, 3954, 319, 1090, 1594, 1337, 547, 1432, 3412, 4026, 3512, 5417, 3862, 3897, 4151, 4913, 5525, 3469, 3983, 5634, 3996, 5012, 4112, 4200, 3199, 115, 4227, 5905, 4363, 4419, 165, 5562, 920, 4775, 4856, 3689, 5745, 4879, 4368, 4882, 2350, 294, 1065, 4920, 1833, 5174, 4955, 4978, 5740, 5033, 5414, 5210, 5279, 5292, 5295, 5298, 5350, 5353, 5356, 5737, 5361, 3567, 3053, 2025, 483, 5366, 5420, 79, 5476, 5504, 5145, 1033, 5659, 5748])"
41,emoa,simple map 3 dims,3,600,1,169,2408,1714,0.0,0.025,0,-1.0,-1.0,139,"dict_keys([5902, 5899, 5892, 5889, 5886, 5817, 5777, 5774, 5764, 5751, 5883, 3313, 3821, 2971, 2912, 1769, 4309, 2495, 3125, 3633, 3098, 5411, 2299, 140, 775, 4331, 1644, 1801, 5103, 2240, 1726, 4526, 2470, 2858, 1619, 5556, 831, 3353, 2527, 5448, 344, 979, 4281, 1475, 592, 3222, 449, 5148, 803, 1184, 515, 258, 1509, 1982, 3010, 4788, 4016, 2170, 2427, 645, 1911, 2652, 4451, 731, 2101, 4414, 3954, 319, 1090, 1594, 1337, 547, 1432, 3412, 4026, 3512, 5417, 3862, 3897, 4151, 4913, 5525, 3469, 3983, 5634, 3996, 5012, 4112, 4200, 3199, 115, 4227, 5905, 4363, 4419, 165, 5562, 920, 4775, 4856, 3689, 5745, 4879, 4368, 4882, 2350, 294, 1065, 4920, 1833, 5174, 4955, 4978, 5740, 5033, 5414, 5210, 5279, 5292, 5295, 5298, 5350, 5353, 5356, 5737, 5361, 3567, 3053, 2025, 483, 5366, 5420, 79, 5476, 5504, 5145, 1033, 5659, 5748])"
42,boa,simple map 3 dims,3,600,1,169,459,357,0.0,0.009,0,-1.0,-1.0,29,"dict_keys([1123, 1093, 1078, 1022, 965, 900, 786, 857, 596, 713, 838, 809, 113, 1048, 178, 882, 215, 1108, 934, 644, 257, 313, 1063, 744, 338, 379, 678, 76, 511])"
42,emoa,simple map 3 dims,3,600,1,169,459,357,0.0,0.0,0,-1.0,-1.0,29,"dict_keys([1123, 1093, 1078, 1022, 965, 900, 786, 857, 596, 713, 838, 809, 113, 1048, 178, 882, 215, 1108, 934, 644, 257, 313, 1063, 744, 338, 379, 678, 76, 511])"
43,boa,simple map 3 dims,3,600,1,169,773,567,0.0,0.016,0,-1.0,-1.0,48,"dict_keys([1943, 1934, 1909, 1898, 1887, 1806, 1737, 1678, 1623, 1664, 1605, 1595, 724, 1846, 371, 1502, 346, 1332, 1920, 1448, 340, 1689, 804, 1239, 512, 382, 1774, 299, 357, 279, 317, 258, 1634, 1221, 1250, 1640, 1581, 932, 183, 950, 1056, 1085, 1283, 90, 1388, 1004, 1417, 1406])"
43,emoa,simple map 3 dims,3,600,1,169,773,567,0.0,0.015,0,-1.0,-1.0,48,"dict_keys([1943, 1934, 1909, 1898, 1887, 1806, 1737, 1678, 1623, 1664, 1605, 1595, 724, 1846, 371, 1502, 346, 1332, 1920, 1448, 340, 1689, 804, 1239, 512, 382, 1774, 299, 357, 279, 317, 258, 1634, 1221, 1250, 1640, 1581, 932, 183, 950, 1056, 1085, 1283, 90, 1388, 1004, 1417, 1406])"
44,boa,simple map 3 dims,3,600,1,169,1932,1385,0.0,0.047,0,-1.0,-1.0,111,"dict_keys([4602, 4588, 4560, 4549, 4538, 4522, 4500, 4481, 4421, 4331, 4319, 4313, 4300, 4263, 4260, 4215, 4209, 4158, 4114, 4086, 4591, 4464, 4083, 3994, 3931, 3972, 3845, 4571, 3809, 3806, 3646, 4357, 3595, 1818, 4531, 2880, 3836, 1804, 4457, 1790, 3922, 2144, 4371, 4244, 1704, 1551, 1784, 4511, 3495, 4582, 4328, 1407, 4528, 2115, 986, 3537, 489, 3283, 155, 1186, 2456, 2692, 3223, 814, 216, 736, 4364, 3983, 173, 459, 164, 3344, 1048, 4029, 727, 2759, 3172, 1585, 2942, 1005, 715, 1250, 1846, 1338, 2354, 1950, 2039, 2511, 2106, 864, 3404, 4341, 2182, 2330, 2361, 3770, 468, 2373, 2416, 2555, 480, 2639, 4478, 541, 2827, 4378, 2600, 2981, 3573, 525, 3446])"
44,emoa,simple map 3 dims,3,600,1,169,1932,1385,0.0,0.034,0,-1.0,-1.0,111,"dict_keys([4602, 4588, 4560, 4549, 4538, 4522, 4500, 4481, 4421, 4331, 4319, 4313, 4300, 4263, 4260, 4215, 4209, 4158, 4114, 4086, 4591, 4464, 4083, 3994, 3931, 3972, 3845, 4571, 3809, 3806, 3646, 4357, 3595, 1818, 4531, 2880, 3836, 1804, 4457, 1790, 3922, 2144, 4371, 4244, 1704, 1551, 1784, 4511, 3495, 4582, 4328, 1407, 4528, 2115, 986, 3537, 489, 3283, 155, 1186, 2456, 2692, 3223, 814, 216, 736, 4364, 3983, 173, 459, 164, 3344, 1048, 4029, 727, 2759, 3172, 1585, 2942, 1005, 715, 1250, 1846, 1338, 2354, 1950, 2039, 2511, 2106, 864, 3404, 4341, 2182, 2330, 2361, 3770, 468, 2373, 2416, 2555, 480, 2639, 4478, 541, 2827, 4378, 2600, 2981, 3573, 525, 3446])"
45,boa,simple map 3 dims,3,600,1,169,945,742,0.0,0.021,0,-1.0,-1.0,74,"dict_keys([2353, 2338, 2253, 2229, 2196, 2119, 2104, 2089, 2062, 2051, 2026, 1069, 1954, 1040, 2284, 760, 676, 794, 520, 1453, 564, 427, 132, 2319, 1430, 1646, 1475, 301, 947, 1201, 2185, 153, 932, 1154, 265, 1291, 1799, 917, 607, 649, 395, 1339, 579, 1087, 2008, 1500, 965, 76, 1854, 449, 1511, 186, 694, 1756, 1126, 319, 1716, 1182, 1610, 467, 1229, 1367, 1839, 1553, 1314, 171, 1568, 1635, 1678, 1778, 1820, 1879, 842, 1985])"
45,emoa,simple map 3 dims,3,600,1,169,945,742,0.0,0.015,0,-1.0,-1.0,74,"dict_keys([2353, 2338, 2253, 2229, 2196, 2119, 2104, 2089, 2062, 2051, 2026, 1069, 1954, 1040, 2284, 760, 676, 794, 520, 1453, 564, 427, 132, 2319, 1430, 1646, 1475, 301, 947, 1201, 2185, 153, 932, 1154, 265, 1291, 1799, 917, 607, 649, 395, 1339, 579, 1087, 2008, 1500, 965, 76, 1854, 449, 1511, 186, 694, 1756, 1126, 319, 1716, 1182, 1610, 467, 1229, 1367, 1839, 1553, 1314, 171, 1568, 1635, 1678, 1778, 1820, 1879, 842, 1985])"
46,boa,simple map 3 dims,3,600,1,169,793,535,0.0,0.0,0,-1.0,-1.0,47,"dict_keys([1782, 1774, 1721, 1591, 1540, 1343, 1301, 1287, 1282, 713, 1292, 643, 1762, 582, 147, 530, 1777, 1246, 454, 463, 345, 983, 1639, 282, 689, 1748, 1394, 273, 760, 1730, 78, 963, 793, 1188, 893, 1742, 680, 1270, 902, 972, 1146, 850, 1204, 1733, 1084, 1089, 1234])"
46,emoa,simple map 3 dims,3,600,1,169,793,535,0.0,0.0,0,-1.0,-1.0,47,"dict_keys([1782, 1774, 1721, 1591, 1540, 1343, 1301, 1287, 1282, 713, 1292, 643, 1762, 582, 147, 530, 1777, 1246, 454, 463, 345, 983, 1639, 282, 689, 1748, 1394, 273, 760, 1730, 78, 963, 793, 1188, 893, 1742, 680, 1270, 902, 972, 1146, 850, 1204, 1733, 1084, 1089, 1234])"
47,boa,simple map 3 dims,3,600,1,169,823,632,0.0,0.016,0,-1.0,-1.0,64,"dict_keys([1910, 1894, 1888, 1865, 921, 777, 885, 1463, 981, 1396, 1511, 749, 633, 594, 583, 1232, 176, 1474, 209, 763, 1271, 78, 1376, 1553, 1612, 455, 282, 1049, 490, 711, 330, 1038, 398, 1814, 899, 812, 700, 319, 435, 1123, 569, 1024, 1260, 1200, 946, 1073, 223, 1112, 1138, 1916, 1154, 932, 551, 1186, 865, 992, 1246, 1307, 1355, 1410, 1587, 1442, 1691, 1564])"
47,emoa,simple map 3 dims,3,600,1,169,823,632,0.0,0.0,0,-1.0,-1.0,64,"dict_keys([1910, 1894, 1888, 1865, 921, 777, 885, 1463, 981, 1396, 1511, 749, 633, 594, 583, 1232, 176, 1474, 209, 763, 1271, 78, 1376, 1553, 1612, 455, 282, 1049, 490, 711, 330, 1038, 398, 1814, 899, 812, 700, 319, 435, 1123, 569, 1024, 1260, 1200, 946, 1073, 223, 1112, 1138, 1916, 1154, 932, 551, 1186, 865, 992, 1246, 1307, 1355, 1410, 1587, 1442, 1691, 1564])"
48,boa,simple map 3 dims,3,600,1,169,364,292,0.0,0.0,0,-1.0,-1.0,21,"dict_keys([780, 759, 895, 692, 106, 236, 727, 379, 881, 678, 119, 148, 189, 203, 593, 801, 250, 478, 745, 542, 607])"
48,emoa,simple map 3 dims,3,600,1,169,364,292,0.0,0.0,0,-1.0,-1.0,21,"dict_keys([780, 759, 895, 692, 106, 236, 727, 379, 881, 678, 119, 148, 189, 203, 593, 801, 250, 478, 745, 542, 607])"
