test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions,solutions_labels
25,emoa,simple map 3 dims,3,600,1,169,175,152,0.0,0.016,0,-1.0,-1.0,7,"dict_keys([344, 298, 250, 191, 390, 143, 72])"
26,boa,simple map 3 dims,3,600,1,169,74,56,0.0,0.0,0,-1.0,-1.0,4,"dict_keys([140, 128, 85, 64])"
26,emoa,simple map 3 dims,3,600,1,169,74,56,0.0,0.0,0,-1.0,-1.0,4,"dict_keys([140, 128, 85, 64])"
27,boa,simple map 3 dims,3,600,1,169,51,35,0.0,0.0,0,-1.0,-1.0,3,"dict_keys([89, 87, 64])"
27,emoa,simple map 3 dims,3,600,1,169,51,35,0.0,0.0,0,-1.0,-1.0,3,"dict_keys([89, 87, 64])"
28,boa,simple map 3 dims,3,600,1,169,3377,3108,0.0,0.083,0,-1.0,-1.0,0,dict_keys([])
28,emoa,simple map 3 dims,3,600,1,169,1241,1139,0.0,0.015,0,-1.0,-1.0,0,dict_keys([])
29,boa,simple map 3 dims,3,600,1,169,2,2,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
29,emoa,simple map 3 dims,3,600,1,169,2,2,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
30,boa,simple map 3 dims,3,600,1,169,92,90,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
30,emoa,simple map 3 dims,3,600,1,169,90,87,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
31,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
31,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
32,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
32,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
33,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
33,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
34,boa,simple map 3 dims,3,600,1,169,40,39,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
34,emoa,simple map 3 dims,3,600,1,169,33,30,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
35,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
35,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
36,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
36,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
37,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
37,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
38,boa,simple map 3 dims,3,600,1,169,16,15,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
38,emoa,simple map 3 dims,3,600,1,169,16,15,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
39,boa,simple map 3 dims,3,600,1,169,34,34,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
39,emoa,simple map 3 dims,3,600,1,169,27,26,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
40,boa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
40,emoa,simple map 3 dims,3,600,1,169,1,1,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
41,boa,simple map 3 dims,3,600,1,169,2,2,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
41,emoa,simple map 3 dims,3,600,1,169,2,2,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
42,boa,simple map 3 dims,3,600,1,169,97,93,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
42,emoa,simple map 3 dims,3,600,1,169,79,71,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
43,boa,simple map 3 dims,3,600,1,169,97,87,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
43,emoa,simple map 3 dims,3,600,1,169,95,83,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
44,boa,simple map 3 dims,3,600,1,169,3,3,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
44,emoa,simple map 3 dims,3,600,1,169,3,3,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
45,boa,simple map 3 dims,3,600,1,169,3,3,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
45,emoa,simple map 3 dims,3,600,1,169,3,3,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
46,boa,simple map 3 dims,3,600,1,169,3,3,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
46,emoa,simple map 3 dims,3,600,1,169,3,3,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
47,boa,simple map 3 dims,3,600,1,169,2,2,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
47,emoa,simple map 3 dims,3,600,1,169,2,2,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
48,boa,simple map 3 dims,3,600,1,169,16,15,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
48,emoa,simple map 3 dims,3,600,1,169,16,15,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
49,boa,simple map 3 dims,3,600,1,169,196,157,0.0,0.0,0,-1.0,-1.0,7,"dict_keys([349, 286, 421, 122, 385, 190, 73])"
49,emoa,simple map 3 dims,3,600,1,169,196,157,0.0,0.0,0,-1.0,-1.0,7,"dict_keys([349, 286, 421, 122, 385, 190, 73])"
50,boa,simple map 3 dims,3,600,1,169,4,4,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
50,emoa,simple map 3 dims,3,600,1,169,4,4,0.0,0.0,0,-1.0,-1.0,0,dict_keys([])
