test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions
15,boa,simple map 3 dims,3,600,1,169,1922,1423,0.0,0.053,0,-1.0,-1.0,96
15,emoa,simple map 3 dims,3,600,1,169,1922,1423,0.015,0.016,0,-1.0,-1.0,96
16,boa,simple map 3 dims,3,600,1,169,3226,2377,0.0,0.063,0,-1.0,-1.0,156
16,emoa,simple map 3 dims,3,600,1,169,3226,2377,0.0,0.044,0,-1.0,-1.0,156
17,boa,simple map 3 dims,3,600,1,169,3727,2575,0.004,0.09,0,-1.0,-1.0,150
17,emoa,simple map 3 dims,3,600,1,169,3727,2575,0.0,0.047,0,-1.0,-1.0,150
18,boa,simple map 3 dims,3,600,1,169,2912,1905,0.0,0.063,0,-1.0,-1.0,157
18,emoa,simple map 3 dims,3,600,1,169,2912,1905,0.0,0.042,0,-1.0,-1.0,157
19,boa,simple map 3 dims,3,600,1,169,3031,2333,0.0,0.062,0,-1.0,-1.0,123
19,emoa,simple map 3 dims,3,600,1,169,3031,2333,0.0,0.047,0,-1.0,-1.0,123
20,boa,simple map 3 dims,3,600,1,169,2643,1970,0.0,0.062,0,-1.0,-1.0,137
20,emoa,simple map 3 dims,3,600,1,169,2643,1970,0.0,0.04,0,-1.0,-1.0,137
21,boa,simple map 3 dims,3,600,1,169,2304,1613,0.0,0.031,0,-1.0,-1.0,93
21,emoa,simple map 3 dims,3,600,1,169,2304,1613,0.0,0.031,0,-1.0,-1.0,93
22,boa,simple map 3 dims,3,600,1,169,2204,1444,0.0,0.034,0,-1.0,-1.0,96
22,emoa,simple map 3 dims,3,600,1,169,2204,1444,0.0,0.028,0,-1.0,-1.0,96
23,boa,simple map 3 dims,3,600,1,169,5834,4318,0.0,0.157,0,-1.0,-1.0,208
23,emoa,simple map 3 dims,3,600,1,169,5834,4318,0.015,0.079,0,-1.0,-1.0,208
24,boa,simple map 3 dims,3,600,1,169,4660,3464,0.0,0.11,0,-1.0,-1.0,199
24,emoa,simple map 3 dims,3,600,1,169,4660,3464,0.0,0.063,0,-1.0,-1.0,199
25,boa,simple map 3 dims,3,600,1,169,4163,2967,0.0,0.094,0,-1.0,-1.0,174
25,emoa,simple map 3 dims,3,600,1,169,4163,2967,0.0,0.063,0,-1.0,-1.0,174
26,boa,simple map 3 dims,3,600,1,169,3967,2911,0.0,0.093,0,-1.0,-1.0,179
26,emoa,simple map 3 dims,3,600,1,169,3967,2911,0.0,0.047,0,-1.0,-1.0,179
27,boa,simple map 3 dims,3,600,1,169,4360,3016,0.016,0.063,0,-1.0,-1.0,193
27,emoa,simple map 3 dims,3,600,1,169,4360,3016,0.0,0.061,0,-1.0,-1.0,193
28,boa,simple map 3 dims,3,600,1,169,2343,1774,0.0,0.047,0,-1.0,-1.0,104
28,emoa,simple map 3 dims,3,600,1,169,2343,1774,0.0,0.025,0,-1.0,-1.0,104
29,boa,simple map 3 dims,3,600,1,169,4035,2839,0.0,0.11,0,-1.0,-1.0,215
29,emoa,simple map 3 dims,3,600,1,169,4035,2839,0.0,0.063,0,-1.0,-1.0,215
30,boa,simple map 3 dims,3,600,1,169,4431,3253,0.0,0.11,0,-1.0,-1.0,207
30,emoa,simple map 3 dims,3,600,1,169,4431,3253,0.0,0.063,0,-1.0,-1.0,207
31,boa,simple map 3 dims,3,600,1,169,3373,2366,0.0,0.079,0,-1.0,-1.0,152
31,emoa,simple map 3 dims,3,600,1,169,3373,2366,0.0,0.045,0,-1.0,-1.0,152
32,boa,simple map 3 dims,3,600,1,169,2975,1861,0.0,0.047,0,-1.0,-1.0,95
32,emoa,simple map 3 dims,3,600,1,169,2975,1861,0.0,0.031,0,-1.0,-1.0,95
33,boa,simple map 3 dims,3,600,1,169,3069,2376,0.0,0.081,0,-1.0,-1.0,143
33,emoa,simple map 3 dims,3,600,1,169,3069,2376,0.0,0.047,0,-1.0,-1.0,143
34,boa,simple map 3 dims,3,600,1,169,5040,3289,0.016,0.11,0,-1.0,-1.0,155
34,emoa,simple map 3 dims,3,600,1,169,5040,3289,0.0,0.063,0,-1.0,-1.0,155
35,boa,simple map 3 dims,3,600,1,169,5983,4427,0.0,0.141,0,-1.0,-1.0,199
35,emoa,simple map 3 dims,3,600,1,169,5983,4427,0.0,0.094,0,-1.0,-1.0,199
36,boa,simple map 3 dims,3,600,1,169,4067,2756,0.0,0.078,0,-1.0,-1.0,155
36,emoa,simple map 3 dims,3,600,1,169,4067,2756,0.015,0.05,0,-1.0,-1.0,155
37,boa,simple map 3 dims,3,600,1,169,2876,2071,0.0,0.041,0,-1.0,-1.0,101
37,emoa,simple map 3 dims,3,600,1,169,2876,2071,0.0,0.032,0,-1.0,-1.0,101
38,boa,simple map 3 dims,3,600,1,169,4204,3088,0.0,0.096,0,-1.0,-1.0,169
38,emoa,simple map 3 dims,3,600,1,169,4204,3088,0.0,0.046,0,-1.0,-1.0,169
39,boa,simple map 3 dims,3,600,1,169,2916,2086,0.0,0.062,0,-1.0,-1.0,123
39,emoa,simple map 3 dims,3,600,1,169,2916,2086,0.0,0.047,0,-1.0,-1.0,123
40,boa,simple map 3 dims,3,600,1,169,4287,3077,0.0,0.094,0,-1.0,-1.0,151
40,emoa,simple map 3 dims,3,600,1,169,4287,3077,0.0,0.047,0,-1.0,-1.0,151
41,boa,simple map 3 dims,3,600,1,169,3815,2723,0.0,0.094,0,-1.0,-1.0,158
41,emoa,simple map 3 dims,3,600,1,169,3815,2723,0.0,0.062,0,-1.0,-1.0,158
42,boa,simple map 3 dims,3,600,1,169,2935,2010,0.015,0.047,0,-1.0,-1.0,124
42,emoa,simple map 3 dims,3,600,1,169,2935,2010,0.0,0.031,0,-1.0,-1.0,124
43,boa,simple map 3 dims,3,600,1,169,2198,1463,0.015,0.032,0,-1.0,-1.0,80
43,emoa,simple map 3 dims,3,600,1,169,2198,1463,0.015,0.015,0,-1.0,-1.0,80
44,boa,simple map 3 dims,3,600,1,169,5187,3498,0.0,0.139,0,-1.0,-1.0,227
44,emoa,simple map 3 dims,3,600,1,169,5187,3498,0.0,0.079,0,-1.0,-1.0,227
45,boa,simple map 3 dims,3,600,1,169,4055,3024,0.0,0.095,0,-1.0,-1.0,176
45,emoa,simple map 3 dims,3,600,1,169,4055,3024,0.0,0.063,0,-1.0,-1.0,176
46,boa,simple map 3 dims,3,600,1,169,3231,2327,0.0,0.063,0,-1.0,-1.0,173
46,emoa,simple map 3 dims,3,600,1,169,3231,2327,0.0,0.047,0,-1.0,-1.0,173
47,boa,simple map 3 dims,3,600,1,169,1312,1056,0.0,0.033,0,-1.0,-1.0,58
47,emoa,simple map 3 dims,3,600,1,169,1312,1056,0.0,0.015,0,-1.0,-1.0,58
48,boa,simple map 3 dims,3,600,1,169,4616,3527,0.0,0.126,0,-1.0,-1.0,225
48,emoa,simple map 3 dims,3,600,1,169,4616,3527,0.015,0.063,0,-1.0,-1.0,225
49,boa,simple map 3 dims,3,600,1,169,6307,4836,0.015,0.158,0,-1.0,-1.0,255
49,emoa,simple map 3 dims,3,600,1,169,6307,4836,0.0,0.099,0,-1.0,-1.0,255
50,boa,simple map 3 dims,3,600,1,169,2720,2006,0.0,0.063,0,-1.0,-1.0,123
50,emoa,simple map 3 dims,3,600,1,169,2720,2006,0.0,0.048,0,-1.0,-1.0,123
