test_number,algorithm,map_name,num_dims,heuristic_time,search_time,num_solutions,time_limit,start,goal,n_generated,n_expanded,timeout,num_nondom_labels_max,num_nondom_labels_avg
1,boa,simple map 9 dims,9,0.0,31.295,2523,600,1,64,10991,7916,0,-1.0,-1.0
1,emoa,simple map 9 dims,9,0.0,3.179,2523,600,1,64,10991,7916,0,-1.0,-1.0
2,boa,simple map 9 dims,9,0.005,12.573,1339,600,1,64,6663,5080,0,-1.0,-1.0
2,emoa,simple map 9 dims,9,0.009,0.942,1339,600,1,64,6663,5080,0,-1.0,-1.0
3,boa,simple map 9 dims,9,0.006,26.894,2340,600,1,64,10474,7584,0,-1.0,-1.0
3,emoa,simple map 9 dims,9,0.007,2.463,2340,600,1,64,10474,7584,0,-1.0,-1.0
4,boa,simple map 9 dims,9,0.0,12.318,1648,600,1,64,7813,5638,0,-1.0,-1.0
4,emoa,simple map 9 dims,9,0.0,1.327,1648,600,1,64,7813,5638,0,-1.0,-1.0
5,boa,simple map 9 dims,9,0.0,10.829,1282,600,1,64,7675,5435,0,-1.0,-1.0
5,emoa,simple map 9 dims,9,0.006,1.026,1282,600,1,64,7675,5435,0,-1.0,-1.0
6,boa,simple map 9 dims,9,0.0,11.596,1556,600,1,64,8172,5980,0,-1.0,-1.0
6,emoa,simple map 9 dims,9,0.0,1.367,1556,600,1,64,8172,5980,0,-1.0,-1.0
7,boa,simple map 9 dims,9,0.007,10.832,1396,600,1,64,6845,5017,0,-1.0,-1.0
7,emoa,simple map 9 dims,9,0.0,0.867,1396,600,1,64,6845,5017,0,-1.0,-1.0
8,boa,simple map 9 dims,9,0.006,23.937,1945,600,1,64,9177,6782,0,-1.0,-1.0
8,emoa,simple map 9 dims,9,0.005,1.836,1945,600,1,64,9177,6782,0,-1.0,-1.0
9,boa,simple map 9 dims,9,0.0,15.259,1724,600,1,64,7987,5765,0,-1.0,-1.0
9,emoa,simple map 9 dims,9,0.005,1.457,1724,600,1,64,7987,5765,0,-1.0,-1.0
10,boa,simple map 9 dims,9,0.0,13.88,1612,600,1,64,7227,5326,0,-1.0,-1.0
10,emoa,simple map 9 dims,9,0.0,1.539,1612,600,1,64,7227,5326,0,-1.0,-1.0
11,boa,simple map 9 dims,9,0.002,16.504,1608,600,1,64,7545,5510,0,-1.0,-1.0
11,emoa,simple map 9 dims,9,0.0,1.317,1608,600,1,64,7545,5510,0,-1.0,-1.0
12,boa,simple map 9 dims,9,0.0,12.339,1469,600,1,64,6962,5131,0,-1.0,-1.0
12,emoa,simple map 9 dims,9,0.004,1.374,1469,600,1,64,6962,5131,0,-1.0,-1.0
13,boa,simple map 9 dims,9,0.0,22.972,2129,600,1,64,9885,7213,0,-1.0,-1.0
13,emoa,simple map 9 dims,9,0.0,2.967,2129,600,1,64,9885,7213,0,-1.0,-1.0
14,boa,simple map 9 dims,9,0.0,41.339,2447,600,1,64,10485,7606,0,-1.0,-1.0
14,emoa,simple map 9 dims,9,0.0,3.086,2447,600,1,64,10485,7606,0,-1.0,-1.0
15,boa,simple map 9 dims,9,0.0,15.664,1867,600,1,64,8867,6145,0,-1.0,-1.0
15,emoa,simple map 9 dims,9,0.0,1.184,1867,600,1,64,8867,6145,0,-1.0,-1.0
16,boa,simple map 9 dims,9,0.003,29.188,2426,600,1,64,10893,7958,0,-1.0,-1.0
16,emoa,simple map 9 dims,9,0.0,2.88,2426,600,1,64,10893,7958,0,-1.0,-1.0
17,boa,simple map 9 dims,9,0.0,10.452,1500,600,1,64,7592,5605,0,-1.0,-1.0
17,emoa,simple map 9 dims,9,0.0,1.048,1500,600,1,64,7592,5605,0,-1.0,-1.0
18,boa,simple map 9 dims,9,0.0,13.796,2004,600,1,64,9002,6614,0,-1.0,-1.0
18,emoa,simple map 9 dims,9,0.0,1.359,2004,600,1,64,9002,6614,0,-1.0,-1.0
19,boa,simple map 9 dims,9,0.015,11.572,1686,600,1,64,7668,5454,0,-1.0,-1.0
19,emoa,simple map 9 dims,9,0.0,1.286,1686,600,1,64,7668,5454,0,-1.0,-1.0
20,boa,simple map 9 dims,9,0.002,13.261,1717,600,1,64,8140,5964,0,-1.0,-1.0
20,emoa,simple map 9 dims,9,0.0,1.223,1717,600,1,64,8140,5964,0,-1.0,-1.0
21,boa,simple map 9 dims,9,0.0,30.653,2148,600,1,64,9369,6911,0,-1.0,-1.0
21,emoa,simple map 9 dims,9,0.0,2.76,2148,600,1,64,9369,6911,0,-1.0,-1.0
22,boa,simple map 9 dims,9,0.0,28.986,2503,600,1,64,11024,7929,0,-1.0,-1.0
22,emoa,simple map 9 dims,9,0.009,2.619,2503,600,1,64,11024,7929,0,-1.0,-1.0
23,boa,simple map 9 dims,9,0.0,19.168,1703,600,1,64,8163,6219,0,-1.0,-1.0
23,emoa,simple map 9 dims,9,0.002,1.764,1703,600,1,64,8163,6219,0,-1.0,-1.0
24,boa,simple map 9 dims,9,0.002,19.844,1785,600,1,64,8585,6221,0,-1.0,-1.0
24,emoa,simple map 9 dims,9,0.0,1.667,1785,600,1,64,8585,6221,0,-1.0,-1.0
