test_number,algorithm,map_name,num_dims,heuristic_time,search_time,num_solutions,time_limit,start,goal,n_generated,n_expanded,timeout,num_nondom_labels_max,num_nondom_labels_avg
1,boa,example map 3 dims,3,0.001,0.0,5,600,1,5,12,6,0,-1.0,-1.0
1,emoa,example map 3 dims,3,0.0,0.0,5,600,1,5,12,6,0,-1.0,-1.0
