test_number,algorithm,map_name,num_dims,heuristic_time,search_time,num_solutions,time_limit,start,goal,n_generated,n_expanded,timeout,num_nondom_labels_max,num_nondom_labels_avg
1,boa,simple map 5 dims,5,0.0,6.334,1819,600,1,144,14800,11400,0,-1.0,-1.0
1,emoa,simple map 5 dims,5,0.0,1.104,1819,600,1,144,14800,11400,0,-1.0,-1.0
2,boa,simple map 5 dims,5,0.014,19.201,2343,600,1,144,33078,26355,0,-1.0,-1.0
2,emoa,simple map 5 dims,5,0.0,2.328,2343,600,1,144,33078,26355,0,-1.0,-1.0
3,boa,simple map 5 dims,5,0.015,10.54,1725,600,1,144,19947,16073,0,-1.0,-1.0
3,emoa,simple map 5 dims,5,0.0,1.471,1725,600,1,144,19947,16073,0,-1.0,-1.0
4,boa,simple map 5 dims,5,0.0,34.27,2871,600,1,144,29167,24307,0,-1.0,-1.0
4,emoa,simple map 5 dims,5,0.0,3.957,2871,600,1,144,29167,24307,0,-1.0,-1.0
5,boa,simple map 5 dims,5,0.0,3.976,1229,600,1,144,11995,9211,0,-1.0,-1.0
5,emoa,simple map 5 dims,5,0.0,0.568,1229,600,1,144,11995,9211,0,-1.0,-1.0
6,boa,simple map 5 dims,5,0.004,10.938,1728,600,1,144,21207,16207,0,-1.0,-1.0
6,emoa,simple map 5 dims,5,0.008,1.497,1728,600,1,144,21207,16207,0,-1.0,-1.0
7,boa,simple map 5 dims,5,0.0,12.976,2331,600,1,144,24158,19066,0,-1.0,-1.0
7,emoa,simple map 5 dims,5,0.0,1.948,2331,600,1,144,24158,19066,0,-1.0,-1.0
8,boa,simple map 5 dims,5,0.0,8.692,1653,600,1,144,14159,10664,0,-1.0,-1.0
8,emoa,simple map 5 dims,5,0.0,1.152,1653,600,1,144,14159,10664,0,-1.0,-1.0
9,boa,simple map 5 dims,5,0.0,0.977,637,600,1,144,6393,4605,0,-1.0,-1.0
9,emoa,simple map 5 dims,5,0.01,0.22,637,600,1,144,6393,4605,0,-1.0,-1.0
10,boa,simple map 5 dims,5,0.0,3.797,1197,600,1,144,11513,9262,0,-1.0,-1.0
10,emoa,simple map 5 dims,5,0.014,0.773,1197,600,1,144,11513,9262,0,-1.0,-1.0
11,boa,simple map 5 dims,5,0.0,7.279,1059,600,1,144,16717,13914,0,-1.0,-1.0
11,emoa,simple map 5 dims,5,0.0,1.212,1059,600,1,144,16717,13914,0,-1.0,-1.0
12,boa,simple map 5 dims,5,0.002,14.939,2317,600,1,144,24596,19079,0,-1.0,-1.0
12,emoa,simple map 5 dims,5,0.0,2.203,2317,600,1,144,24596,19079,0,-1.0,-1.0
13,boa,simple map 5 dims,5,0.0,9.666,1273,600,1,144,13704,11286,0,-1.0,-1.0
13,emoa,simple map 5 dims,5,0.0,1.311,1273,600,1,144,13704,11286,0,-1.0,-1.0
14,boa,simple map 5 dims,5,0.0,3.571,1104,600,1,144,11011,7985,0,-1.0,-1.0
14,emoa,simple map 5 dims,5,0.0,0.6,1104,600,1,144,11011,7985,0,-1.0,-1.0
15,boa,simple map 5 dims,5,0.0,12.764,1698,600,1,144,18476,14737,0,-1.0,-1.0
15,emoa,simple map 5 dims,5,0.009,2.19,1698,600,1,144,18476,14737,0,-1.0,-1.0
16,boa,simple map 5 dims,5,0.015,15.498,1918,600,1,144,17613,14556,0,-1.0,-1.0
16,emoa,simple map 5 dims,5,0.0,2.029,1918,600,1,144,17613,14556,0,-1.0,-1.0
17,boa,simple map 5 dims,5,0.0,13.417,2124,600,1,144,18588,13931,0,-1.0,-1.0
17,emoa,simple map 5 dims,5,0.0,1.969,2124,600,1,144,18588,13931,0,-1.0,-1.0
18,boa,simple map 5 dims,5,0.016,17.447,2387,600,1,144,23388,17629,0,-1.0,-1.0
18,emoa,simple map 5 dims,5,0.0,2.068,2387,600,1,144,23388,17629,0,-1.0,-1.0
19,boa,simple map 5 dims,5,0.008,12.69,1985,600,1,144,14025,10899,0,-1.0,-1.0
19,emoa,simple map 5 dims,5,0.0,1.464,1985,600,1,144,14025,10899,0,-1.0,-1.0
20,boa,simple map 5 dims,5,0.0,1.604,583,600,1,144,6651,5148,0,-1.0,-1.0
20,emoa,simple map 5 dims,5,0.0,0.314,583,600,1,144,6651,5148,0,-1.0,-1.0
21,boa,simple map 5 dims,5,0.0,14.02,2042,600,1,144,22270,16982,0,-1.0,-1.0
21,emoa,simple map 5 dims,5,0.007,2.078,2042,600,1,144,22270,16982,0,-1.0,-1.0
22,boa,simple map 5 dims,5,0.0,4.599,1012,600,1,144,11572,9019,0,-1.0,-1.0
22,emoa,simple map 5 dims,5,0.001,0.725,1012,600,1,144,11572,9019,0,-1.0,-1.0
23,boa,simple map 5 dims,5,0.0,8.387,1803,600,1,144,17517,13140,0,-1.0,-1.0
23,emoa,simple map 5 dims,5,0.0,1.513,1803,600,1,144,17517,13140,0,-1.0,-1.0
24,boa,simple map 5 dims,5,0.0,21.233,2661,600,1,144,23920,19136,0,-1.0,-1.0
24,emoa,simple map 5 dims,5,0.012,3.406,2661,600,1,144,23920,19136,0,-1.0,-1.0
25,boa,simple map 5 dims,5,0.008,14.981,2297,600,1,144,24107,18947,0,-1.0,-1.0
25,emoa,simple map 5 dims,5,0.0,2.828,2297,600,1,144,24107,18947,0,-1.0,-1.0
26,boa,simple map 5 dims,5,0.001,18.992,2790,600,1,144,24409,17858,0,-1.0,-1.0
26,emoa,simple map 5 dims,5,0.0,1.82,2790,600,1,144,24409,17858,0,-1.0,-1.0
27,boa,simple map 5 dims,5,0.0,29.983,3112,600,1,144,22920,17481,0,-1.0,-1.0
27,emoa,simple map 5 dims,5,0.0,3.079,3112,600,1,144,22920,17481,0,-1.0,-1.0
28,boa,simple map 5 dims,5,0.0,22.689,2480,600,1,144,24881,19611,0,-1.0,-1.0
28,emoa,simple map 5 dims,5,0.0,2.741,2480,600,1,144,24881,19611,0,-1.0,-1.0
29,boa,simple map 5 dims,5,0.0,6.535,963,600,1,144,11997,9850,0,-1.0,-1.0
29,emoa,simple map 5 dims,5,0.0,0.788,963,600,1,144,11997,9850,0,-1.0,-1.0
30,boa,simple map 5 dims,5,0.0,13.541,1755,600,1,144,14990,12068,0,-1.0,-1.0
30,emoa,simple map 5 dims,5,0.006,1.97,1755,600,1,144,14990,12068,0,-1.0,-1.0
31,boa,simple map 5 dims,5,0.0,32.232,2916,600,1,144,23096,18831,0,-1.0,-1.0
31,emoa,simple map 5 dims,5,0.0,3.166,2916,600,1,144,23096,18831,0,-1.0,-1.0
32,boa,simple map 5 dims,5,0.0,1.387,591,600,1,144,6390,4959,0,-1.0,-1.0
32,emoa,simple map 5 dims,5,0.0,0.315,591,600,1,144,6390,4959,0,-1.0,-1.0
33,boa,simple map 5 dims,5,0.0,18.495,2310,600,1,144,20073,15823,0,-1.0,-1.0
33,emoa,simple map 5 dims,5,0.012,2.277,2310,600,1,144,20073,15823,0,-1.0,-1.0
34,boa,simple map 5 dims,5,0.0,32.651,3255,600,1,144,32738,25451,0,-1.0,-1.0
34,emoa,simple map 5 dims,5,0.0,4.646,3255,600,1,144,32738,25451,0,-1.0,-1.0
35,boa,simple map 5 dims,5,0.003,5.516,1564,600,1,144,14037,9941,0,-1.0,-1.0
35,emoa,simple map 5 dims,5,0.0,0.862,1564,600,1,144,14037,9941,0,-1.0,-1.0
36,boa,simple map 5 dims,5,0.007,9.409,2374,600,1,144,20300,15494,0,-1.0,-1.0
36,emoa,simple map 5 dims,5,0.0,1.939,2374,600,1,144,20300,15494,0,-1.0,-1.0
37,boa,simple map 5 dims,5,0.0,6.848,1664,600,1,144,17972,13023,0,-1.0,-1.0
37,emoa,simple map 5 dims,5,0.0,1.415,1664,600,1,144,17972,13023,0,-1.0,-1.0
38,boa,simple map 5 dims,5,0.0,7.611,1348,600,1,144,11627,9333,0,-1.0,-1.0
38,emoa,simple map 5 dims,5,0.0,1.028,1348,600,1,144,11627,9333,0,-1.0,-1.0
39,boa,simple map 5 dims,5,0.006,31.176,4112,600,1,144,34763,26374,0,-1.0,-1.0
39,emoa,simple map 5 dims,5,0.0,3.606,4112,600,1,144,34763,26374,0,-1.0,-1.0
40,boa,simple map 5 dims,5,0.0,15.72,1954,600,1,144,22763,17323,0,-1.0,-1.0
40,emoa,simple map 5 dims,5,0.004,2.802,1954,600,1,144,22763,17323,0,-1.0,-1.0
41,boa,simple map 5 dims,5,0.0,4.398,1153,600,1,144,12931,9836,0,-1.0,-1.0
41,emoa,simple map 5 dims,5,0.0,0.646,1153,600,1,144,12931,9836,0,-1.0,-1.0
42,boa,simple map 5 dims,5,0.01,20.969,2290,600,1,144,24015,17950,0,-1.0,-1.0
42,emoa,simple map 5 dims,5,0.0,2.573,2290,600,1,144,24015,17950,0,-1.0,-1.0
43,boa,simple map 5 dims,5,0.013,1.321,730,600,1,144,7780,5815,0,-1.0,-1.0
43,emoa,simple map 5 dims,5,0.0,0.29,730,600,1,144,7780,5815,0,-1.0,-1.0
44,boa,simple map 5 dims,5,0.004,19.571,1989,600,1,144,17520,14466,0,-1.0,-1.0
44,emoa,simple map 5 dims,5,0.0,2.38,1989,600,1,144,17520,14466,0,-1.0,-1.0
45,boa,simple map 5 dims,5,0.0,3.539,901,600,1,144,9471,7486,0,-1.0,-1.0
45,emoa,simple map 5 dims,5,0.014,0.489,901,600,1,144,9471,7486,0,-1.0,-1.0
46,boa,simple map 5 dims,5,0.014,7.884,1950,600,1,144,20248,14561,0,-1.0,-1.0
46,emoa,simple map 5 dims,5,0.0,1.226,1950,600,1,144,20248,14561,0,-1.0,-1.0
47,boa,simple map 5 dims,5,0.0,21.678,2668,600,1,144,30244,24266,0,-1.0,-1.0
47,emoa,simple map 5 dims,5,0.0,3.044,2668,600,1,144,30244,24266,0,-1.0,-1.0
48,boa,simple map 5 dims,5,0.015,6.534,1411,600,1,144,17459,13485,0,-1.0,-1.0
48,emoa,simple map 5 dims,5,0.0,0.961,1411,600,1,144,17459,13485,0,-1.0,-1.0
49,boa,simple map 5 dims,5,0.004,12.108,1892,600,1,144,20511,15893,0,-1.0,-1.0
49,emoa,simple map 5 dims,5,0.0,1.629,1892,600,1,144,20511,15893,0,-1.0,-1.0
50,boa,simple map 5 dims,5,0.0,1.799,644,600,1,144,6638,5255,0,-1.0,-1.0
50,emoa,simple map 5 dims,5,0.0,0.347,644,600,1,144,6638,5255,0,-1.0,-1.0
