test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions
22,emoa,simple map 5 dims,5,600,1,169,100951,78017,0.0,18.411,0,-1.0,-1.0,7566
23,boa,simple map 5 dims,5,600,1,169,61616,49794,0.006,74.049,0,-1.0,-1.0,4573
23,emoa,simple map 5 dims,5,600,1,169,61616,49794,0.0,8.067,0,-1.0,-1.0,4573
24,boa,simple map 5 dims,5,600,1,169,62133,48607,0.0,120.931,0,-1.0,-1.0,6024
24,emoa,simple map 5 dims,5,600,1,169,62133,48607,0.0,14.452,0,-1.0,-1.0,6024
25,boa,simple map 5 dims,5,600,1,169,45677,38359,0.0,86.642,0,-1.0,-1.0,3124
25,emoa,simple map 5 dims,5,600,1,169,45677,38359,0.0,8.456,0,-1.0,-1.0,3124
26,boa,simple map 5 dims,5,600,1,169,70052,53238,0.0,80.813,0,-1.0,-1.0,4708
26,emoa,simple map 5 dims,5,600,1,169,70052,53238,0.0,9.087,0,-1.0,-1.0,4708
27,boa,simple map 5 dims,5,600,1,169,45420,35338,0.0,36.89,0,-1.0,-1.0,3517
27,emoa,simple map 5 dims,5,600,1,169,45420,35338,0.0,4.998,0,-1.0,-1.0,3517
28,boa,simple map 5 dims,5,600,1,169,16075,13075,0.0,8.981,0,-1.0,-1.0,1231
28,emoa,simple map 5 dims,5,600,1,169,16075,13075,0.0,1.411,0,-1.0,-1.0,1231
29,boa,simple map 5 dims,5,600,1,169,36444,28331,0.0,38.436,0,-1.0,-1.0,3202
29,emoa,simple map 5 dims,5,600,1,169,36444,28331,0.0,5.148,0,-1.0,-1.0,3202
30,boa,simple map 5 dims,5,600,1,169,39385,29418,0.0,36.028,0,-1.0,-1.0,3480
30,emoa,simple map 5 dims,5,600,1,169,39385,29418,0.0,4.869,0,-1.0,-1.0,3480
31,boa,simple map 5 dims,5,600,1,169,23708,18741,0.016,11.402,0,-1.0,-1.0,1868
31,emoa,simple map 5 dims,5,600,1,169,23708,18741,0.015,1.635,0,-1.0,-1.0,1868
32,boa,simple map 5 dims,5,600,1,169,76917,60103,0.008,125.992,0,-1.0,-1.0,5851
32,emoa,simple map 5 dims,5,600,1,169,76917,60103,0.0,14.957,0,-1.0,-1.0,5851
33,boa,simple map 5 dims,5,600,1,169,21449,15867,0.0,8.181,0,-1.0,-1.0,1186
33,emoa,simple map 5 dims,5,600,1,169,21449,15867,0.0,1.538,0,-1.0,-1.0,1186
34,boa,simple map 5 dims,5,600,1,169,29102,23817,0.0,26.008,0,-1.0,-1.0,2434
34,emoa,simple map 5 dims,5,600,1,169,29102,23817,0.0,4.237,0,-1.0,-1.0,2434
35,boa,simple map 5 dims,5,600,1,169,51133,41771,0.004,84.253,0,-1.0,-1.0,4268
35,emoa,simple map 5 dims,5,600,1,169,51133,41771,0.0,8.764,0,-1.0,-1.0,4268
36,boa,simple map 5 dims,5,600,1,169,52752,42126,0.004,64.549,0,-1.0,-1.0,4166
36,emoa,simple map 5 dims,5,600,1,169,52752,42126,0.0,8.214,0,-1.0,-1.0,4166
37,boa,simple map 5 dims,5,600,1,169,63439,47798,0.0,77.571,0,-1.0,-1.0,5836
37,emoa,simple map 5 dims,5,600,1,169,63439,47798,0.0,8.638,0,-1.0,-1.0,5836
38,boa,simple map 5 dims,5,600,1,169,62088,50494,0.0,91.275,0,-1.0,-1.0,4725
38,emoa,simple map 5 dims,5,600,1,169,62088,50494,0.007,9.809,0,-1.0,-1.0,4725
39,boa,simple map 5 dims,5,600,1,169,29313,22948,0.002,17.212,0,-1.0,-1.0,2314
39,emoa,simple map 5 dims,5,600,1,169,29313,22948,0.015,2.483,0,-1.0,-1.0,2314
40,boa,simple map 5 dims,5,600,1,169,51041,39525,0.015,48.541,0,-1.0,-1.0,3399
40,emoa,simple map 5 dims,5,600,1,169,51041,39525,0.0,6.929,0,-1.0,-1.0,3399
41,boa,simple map 5 dims,5,600,1,169,31573,24114,0.0,30.657,0,-1.0,-1.0,3028
41,emoa,simple map 5 dims,5,600,1,169,31573,24114,0.001,4.163,0,-1.0,-1.0,3028
42,boa,simple map 5 dims,5,600,1,169,69622,56222,0.004,92.483,0,-1.0,-1.0,5356
42,emoa,simple map 5 dims,5,600,1,169,69622,56222,0.014,11.8,0,-1.0,-1.0,5356
43,boa,simple map 5 dims,5,600,1,169,33747,27083,0.0,43.229,0,-1.0,-1.0,3174
43,emoa,simple map 5 dims,5,600,1,169,33747,27083,0.0,5.03,0,-1.0,-1.0,3174
44,boa,simple map 5 dims,5,600,1,169,44492,35987,0.001,37.785,0,-1.0,-1.0,3686
44,emoa,simple map 5 dims,5,600,1,169,44492,35987,0.0,6.426,0,-1.0,-1.0,3686
45,boa,simple map 5 dims,5,600,1,169,116997,96018,0.01,399.801,0,-1.0,-1.0,10961
45,emoa,simple map 5 dims,5,600,1,169,116997,96018,0.0,47.555,0,-1.0,-1.0,10961
46,boa,simple map 5 dims,5,600,1,169,49646,39040,0.0,56.702,0,-1.0,-1.0,3934
46,emoa,simple map 5 dims,5,600,1,169,49646,39040,0.006,6.598,0,-1.0,-1.0,3934
47,boa,simple map 5 dims,5,600,1,169,37917,29775,0.0,50.055,0,-1.0,-1.0,3113
47,emoa,simple map 5 dims,5,600,1,169,37917,29775,0.0,5.247,0,-1.0,-1.0,3113
48,boa,simple map 5 dims,5,600,1,169,48569,36901,0.0,45.433,0,-1.0,-1.0,3911
48,emoa,simple map 5 dims,5,600,1,169,48569,36901,0.0,7.082,0,-1.0,-1.0,3911
49,boa,simple map 5 dims,5,600,1,169,50627,36838,0.0,57.71,0,-1.0,-1.0,4210
49,emoa,simple map 5 dims,5,600,1,169,50627,36838,0.0,6.181,0,-1.0,-1.0,4210
50,boa,simple map 5 dims,5,600,1,169,27296,21747,0.015,20.675,0,-1.0,-1.0,2376
50,emoa,simple map 5 dims,5,600,1,169,27296,21747,0.0,2.905,0,-1.0,-1.0,2376
