test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions
26,boa,simple map 4 dims,4,600,1,169,15262,12076,0.0,2.784,0,-1.0,-1.0,1033
26,emoa,simple map 4 dims,4,600,1,169,15262,12076,0.016,0.584,0,-1.0,-1.0,1033
27,boa,simple map 4 dims,4,600,1,169,26826,20236,0.0,6.623,0,-1.0,-1.0,2003
27,emoa,simple map 4 dims,4,600,1,169,26826,20236,0.0,0.945,0,-1.0,-1.0,2003
28,boa,simple map 4 dims,4,600,1,169,7460,5020,0.0,0.362,0,-1.0,-1.0,425
28,emoa,simple map 4 dims,4,600,1,169,7460,5020,0.0,0.156,0,-1.0,-1.0,425
29,boa,simple map 4 dims,4,600,1,169,13628,10235,0.016,1.812,0,-1.0,-1.0,1107
29,emoa,simple map 4 dims,4,600,1,169,13628,10235,0.0,0.425,0,-1.0,-1.0,1107
30,boa,simple map 4 dims,4,600,1,169,16727,13071,0.0,3.308,0,-1.0,-1.0,1135
30,emoa,simple map 4 dims,4,600,1,169,16727,13071,0.0,0.676,0,-1.0,-1.0,1135
31,boa,simple map 4 dims,4,600,1,169,10444,7791,0.0,1.178,0,-1.0,-1.0,646
31,emoa,simple map 4 dims,4,600,1,169,10444,7791,0.01,0.267,0,-1.0,-1.0,646
32,boa,simple map 4 dims,4,600,1,169,28108,22735,0.006,6.531,0,-1.0,-1.0,1746
32,emoa,simple map 4 dims,4,600,1,169,28108,22735,0.0,1.306,0,-1.0,-1.0,1746
33,boa,simple map 4 dims,4,600,1,169,26265,20553,0.0,4.999,0,-1.0,-1.0,1420
33,emoa,simple map 4 dims,4,600,1,169,26265,20553,0.0,0.866,0,-1.0,-1.0,1420
34,boa,simple map 4 dims,4,600,1,169,20582,16752,0.0,4.155,0,-1.0,-1.0,1101
34,emoa,simple map 4 dims,4,600,1,169,20582,16752,0.0,0.853,0,-1.0,-1.0,1101
35,boa,simple map 4 dims,4,600,1,169,17160,12451,0.0,2.205,0,-1.0,-1.0,1244
35,emoa,simple map 4 dims,4,600,1,169,17160,12451,0.0,0.505,0,-1.0,-1.0,1244
36,boa,simple map 4 dims,4,600,1,169,13652,9976,0.0,1.225,0,-1.0,-1.0,738
36,emoa,simple map 4 dims,4,600,1,169,13652,9976,0.0,0.346,0,-1.0,-1.0,738
37,boa,simple map 4 dims,4,600,1,169,9802,7817,0.0,1.275,0,-1.0,-1.0,731
37,emoa,simple map 4 dims,4,600,1,169,9802,7817,0.0,0.33,0,-1.0,-1.0,731
38,boa,simple map 4 dims,4,600,1,169,27727,20683,0.0,5.861,0,-1.0,-1.0,2024
38,emoa,simple map 4 dims,4,600,1,169,27727,20683,0.0,0.959,0,-1.0,-1.0,2024
39,boa,simple map 4 dims,4,600,1,169,18361,14428,0.0,3.924,0,-1.0,-1.0,1276
39,emoa,simple map 4 dims,4,600,1,169,18361,14428,0.0,0.643,0,-1.0,-1.0,1276
40,boa,simple map 4 dims,4,600,1,169,14618,11259,0.0,2.575,0,-1.0,-1.0,1121
40,emoa,simple map 4 dims,4,600,1,169,14618,11259,0.0,0.494,0,-1.0,-1.0,1121
41,boa,simple map 4 dims,4,600,1,169,4920,3431,0.0,0.215,0,-1.0,-1.0,294
41,emoa,simple map 4 dims,4,600,1,169,4920,3431,0.0,0.142,0,-1.0,-1.0,294
42,boa,simple map 4 dims,4,600,1,169,16670,12331,0.0,4.47,0,-1.0,-1.0,1165
42,emoa,simple map 4 dims,4,600,1,169,16670,12331,0.015,0.644,0,-1.0,-1.0,1165
43,boa,simple map 4 dims,4,600,1,169,13054,10227,0.0,1.353,0,-1.0,-1.0,806
43,emoa,simple map 4 dims,4,600,1,169,13054,10227,0.0,0.377,0,-1.0,-1.0,806
44,boa,simple map 4 dims,4,600,1,169,11937,9133,0.0,1.847,0,-1.0,-1.0,922
44,emoa,simple map 4 dims,4,600,1,169,11937,9133,0.0,0.408,0,-1.0,-1.0,922
45,boa,simple map 4 dims,4,600,1,169,23449,18795,0.015,5.381,0,-1.0,-1.0,1504
45,emoa,simple map 4 dims,4,600,1,169,23449,18795,0.0,0.98,0,-1.0,-1.0,1504
46,boa,simple map 4 dims,4,600,1,169,11965,8953,0.0,1.258,0,-1.0,-1.0,711
46,emoa,simple map 4 dims,4,600,1,169,11965,8953,0.0,0.315,0,-1.0,-1.0,711
47,boa,simple map 4 dims,4,600,1,169,9190,7049,0.002,0.925,0,-1.0,-1.0,574
47,emoa,simple map 4 dims,4,600,1,169,9190,7049,0.0,0.22,0,-1.0,-1.0,574
48,boa,simple map 4 dims,4,600,1,169,20180,15572,0.0,3.462,0,-1.0,-1.0,1163
48,emoa,simple map 4 dims,4,600,1,169,20180,15572,0.0,0.692,0,-1.0,-1.0,1163
49,boa,simple map 4 dims,4,600,1,169,20507,14591,0.0,3.1,0,-1.0,-1.0,1224
49,emoa,simple map 4 dims,4,600,1,169,20507,14591,0.0,0.629,0,-1.0,-1.0,1224
50,boa,simple map 4 dims,4,600,1,169,23708,18346,0.016,5.541,0,-1.0,-1.0,1269
50,emoa,simple map 4 dims,4,600,1,169,23708,18346,0.0,0.827,0,-1.0,-1.0,1269
