test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions,solutions_labels
4,boa,simple map 4 dims,4,600,1,169,18349,15155,0.0,5.415,0,-1.0,-1.0,1263,"dict_keys([57257, 57243, 57138, 57049, 57005, 56958, 56903, 56893, 56890, 56848, 56817, 56778, 56755, 56721, 56683, 56597, 56577, 56511, 56439, 56392, 56374, 56328, 56302, 56288, 56278, 56264, 56257, 56205, 56166, 56132, 56122, 56056, 55996, 55982, 55851, 55745, 55648, 55638, 55624, 55554, 55491, 55391, 55381, 55361, 55358, 55302, 55251, 55201, 55161, 55068, 55010, 54927, 54909, 54865, 54854, 54843, 54786, 54685, 54607, 56928, 54571, 54537, 54527, 54473, 54423, 54408, 54228, 54166, 54114, 54079, 54040, 53879, 53854, 53743, 53701, 53548, 55865, 53508, 53467, 53394, 53334, 53309, 53274, 53096, 27015, 26956, 38046, 51354, 26853, 42379, 26823, 7970, 26631, 26516, 26458, 57031, 26390, 38589, 56611, 51897, 26336, 56460, 25819, 25556, 26564, 25482, 25426, 20990, 54797, 7657, 25246, 24857, 15985, 50310, 53005, 24721, 24375, 56267, 4413, 24142, 56587, 14161, 24076, 17422, 48474, 23799, 54373, 23732, 14809, 23456, 27892, 23362, 11163, 23105, 15342, 23051, 43013, 29717, 22646, 25881, 22635, 22601, 22523, 30952, 26238, 55449, 22451, 5816, 24059, 2988, 22140, 16595, 21962, 25289, 28424, 25493, 21706, 11725, 43886, 21658, 21271, 21122, 23340, 21011, 28774, 25063, 7319, 45025, 20735, 32934, 54283, 49569, 28372, 20288, 20227, 20134, 19963, 19936, 19889, 27342, 19768, 19621, 19511, 19401, 22909, 2947, 33999, 36866, 18672, 3146, 20609, 44179, 41950, 25111, 18619, 20198, 18575, 11921, 15248, 22677, 24481, 12696, 38203, 18349, 27221, 18315, 18119, 41375, 17956, 46790, 24119, 6375, 17627, 38698, 20646, 52952, 12883, 51698, 17192, 47135, 17140, 8268, 10486, 45974, 20372, 23699, 54621, 410, 17126, 3818, 456, 17000, 16969, 22239, 8097, 16939, 16899, 52387, 55614, 22616, 12635, 3357, 31082, 16340, 19667, 16268, 16127, 52724, 56987, 19275, 1531, 32583, 15764, 55972, 13546, 1347, 30081, 17207, 15584, 15498, 11062, 15438, 15386, 25648, 23430, 40876, 46400, 15304, 15291, 9746, 31926, 18602, 14815, 51412, 23223, 14567, 3477, 6804, 50055, 21356, 285, 10374, 14323, 6560, 21345, 55667, 25026, 14206, 14193, 48798, 13932, 16703, 26131, 2130, 13915, 37204, 2553, 11425, 12806, 45804, 49131, 22542, 578, 13821, 18257, 32381, 13483, 55892, 13466, 32319, 47845, 13418, 13289, 9956, 47668, 13009, 38516, 19467, 31666, 12975, 6321, 53319, 50962, 27392, 24785, 20448, 11576, 12648, 28174, 16029, 18386, 14058, 24039, 41783, 12305, 12279, 6734, 44440, 25987, 27668, 36540, 45136, 23923, 39449, 44994, 9857, 29497, 49459, 56215, 9075, 5192, 4651, 27940, 3731, 31127, 50640, 26585, 4945, 26490, 49779, 47635, 495, 50400, 12208, 39933, 34009, 40663, 5716, 19985, 7001, 21876, 44016, 3947, 8830, 23681, 4825, 389, 5934, 3913, 5022, 48273, 3766, 4875, 16886, 23957, 792, 3625, 3936, 2854, 18933, 28361, 26876, 12039, 37966, 17571, 3613, 3535, 15854, 2329, 46689, 49337, 9268, 52936, 45865, 18086, 1587, 19974, 24688, 3335, 508, 22688, 26224, 1907, 31850, 49594, 5273, 31200, 43399, 57290, 5436, 5055, 47197, 9681, 11200, 48912, 8015, 51266, 18823, 46134, 34349, 3134, 28641, 4395, 32120, 12847, 38774, 3277, 46528, 14312, 2527, 5373, 1775, 5360, 40715, 6850, 35684, 37582, 4584, 51724, 1156, 33808, 1214, 19650, 22007, 26721, 22965, 34055, 44036, 2407, 351, 57068, 52354, 12132, 38445, 45516, 7804, 234, 9310, 52470, 7687, 4281, 17170, 28233, 11734, 2441, 818, 42960, 1075, 5505, 43217, 24169, 14277, 135, 3314, 13267, 3839, 18047, 34682, 4522, 23741, 55592, 13166, 20237, 5749, 11079, 48785, 51388, 46674, 19845, 5703, 3346, 3417, 1060, 41634, 25135, 55779, 6282, 29770, 6200, 4674, 11745, 11659, 6114, 555, 16637, 7209, 41588, 998, 8761, 19704, 24649, 10507, 28275, 43801, 24333, 5477, 6242, 15664, 3879, 43948, 56429, 2218, 56006, 32436, 46578, 3559, 4133, 13408, 1019, 2494, 4573, 31189, 25510, 52126, 10362, 24643, 8144, 12435, 52504, 3076, 29003, 9879, 20509, 33536, 1638, 6074, 55604, 24963, 37162, 19012, 1700, 9245, 5458, 25448, 7054, 46978, 16419, 48580, 17973, 3803, 57082, 14656, 3295, 41001, 54587, 49873, 1898, 3021, 1398, 37995, 41801, 18231, 2542, 30267, 33594, 20698, 25412, 40402, 2690, 5395, 17764, 10299, 38024, 9301, 46728, 18444, 41733, 17400, 29185, 10329, 20897, 12862, 5791, 7427, 21569, 4511, 49294, 42162, 2093, 30927, 6962, 30251, 51322, 54499, 7359, 39520, 56081, 37225, 8941, 25437, 4224, 27794, 52609, 45538, 21240, 9455, 43849, 53239, 8456, 5129, 48380, 17491, 4183, 36616, 1261, 11540, 25957, 331, 6338, 1875, 16292, 15807, 15266, 44100, 6610, 44316, 8473, 24972, 16857, 30023, 51236, 11447, 2361, 9432, 8870, 43249, 801, 38507, 7293, 41672, 7342, 39503, 40390, 7392, 57207, 24209, 7438, 22505, 55086, 29159, 8980, 24939, 6083, 10797, 25521, 43265, 13619, 5294, 52434, 12537, 94, 9832, 55351, 8211, 26091, 42590, 9195, 11552, 2344, 35614, 51140, 22978, 8836, 18817, 43039, 2970, 6023, 8380, 37522, 25737, 8425, 41695, 9120, 9133, 18011, 54192, 9409, 16691, 14334, 9620, 9718, 2172, 49859, 1300, 23503, 39029, 53989, 37490, 18634, 17011, 9978, 29940, 57304, 10164, 886, 9001, 11706, 31427, 10214, 21601, 22411, 5912, 36130, 50272, 10240, 6554, 11268, 10277, 53667, 25383, 51310, 38604, 10320, 15865, 8322, 49355, 10532, 53972, 4475, 15681, 10967, 21314, 50148, 11108, 40637, 28852, 51032, 11114, 55173, 8033, 26889, 24184, 17151, 30215, 19122, 37978, 20064, 12990, 38917, 11468, 6920, 11634, 852, 11672, 27441, 41858, 47403, 53412, 27485, 47447, 27526, 27595, 27604, 16239, 28024, 18661, 28089, 28289, 28300, 26079, 44935, 54242, 28315, 16665, 28450, 34273, 29559, 28552, 44078, 54515, 28588, 28654, 27820, 41962, 28912, 29027, 54972, 29045, 33481, 51225, 29118, 29271, 29429, 29585, 48438, 50656, 29633, 29728, 29804, 29859, 39840, 29890, 38762, 29987, 30137, 30167, 30311, 49164, 16282, 30424, 53716, 34860, 30474, 49327, 7119, 30689, 31798, 30745, 30809, 31063, 52968, 8185, 38826, 31105, 31215, 17091, 31233, 31247, 31455, 31496, 31632, 47158, 17562, 22276, 50560, 31704, 31863, 31876, 31042, 45184, 1313, 31954, 45262, 32028, 32072, 32086, 53354, 32141, 32203, 32285, 15369, 38939, 32338, 32419, 22852, 34637, 23079, 32507, 30703, 42488, 49142, 56108, 32538, 32594, 32667, 56418, 4564, 32848, 2284, 9355, 32925, 40688, 42906, 33006, 33103, 33237, 33373, 15626, 34482, 35746, 33389, 33564, 33583, 33654, 33694, 57280, 33710, 34819, 55115, 33902, 34125, 34293, 43165, 34504, 34540, 34765, 1812, 34810, 34899, 34991, 36100, 56350, 35137, 10455, 52881, 35222, 35238, 13886, 37456, 35286, 43049, 35302, 35464, 35510, 35522, 3216, 43285, 35576, 35701, 35788, 52423, 52316, 35817, 35843, 36058, 36069, 36115, 36157, 36177, 38395, 52812, 36228, 36231, 6143, 46212, 36307, 11350, 39634, 8085, 36369, 36407, 5488, 31415, 40843, 12874, 36444, 36468, 36528, 49836, 36879, 42424, 11040, 36967, 41839, 37125, 37142, 25401, 37186, 4362, 37360, 37410, 40737, 37634, 37702, 49989, 33137, 37851, 37912, 5175, 21674, 38173, 12258, 47613, 38185, 38317, 14914, 38484, 38578, 940, 38652, 10446, 38730, 38900, 24803, 38945, 40054, 34784, 25356, 48926, 39117, 55789, 39290, 1604, 22817, 39316, 39460, 39547, 42735, 45092, 6671, 39669, 32609, 39680, 37399, 39756, 39772, 40028, 14136, 4708, 28278, 30635, 40063, 40179, 7247, 40245, 2768, 40480, 40521, 40574, 40625, 14833, 40760, 40771, 40988, 41078, 41180, 41206, 41295, 41572, 46454, 41740, 41988, 37314, 42028, 42190, 42392, 52373, 32982, 42410, 44628, 42560, 42627, 54434, 42649, 50412, 42721, 2784, 42853, 42875, 57125, 21770, 33555, 42983, 43024, 10062, 43060, 40147, 37790, 51932, 54877, 43092, 10122, 3051, 43120, 56984, 42842, 47556, 43321, 43531, 44640, 2075, 46858, 43897, 6267, 43979, 52851, 53434, 44006, 44047, 44089, 41754, 44111, 49656, 1729, 44155, 44199, 44461, 35186, 44614, 23624, 28338, 51908, 49551, 44837, 34161, 12948, 45946, 45072, 57107, 45322, 57217, 7720, 36004, 40718, 45432, 45463, 45583, 45711, 9108, 46820, 45827, 45849, 46958, 45962, 45994, 46094, 46178, 50614, 46516, 23777, 52061, 46616, 53770, 46699, 57097, 54740, 17028, 50026, 46831, 31163, 42948, 52376, 47211, 47263, 47390, 47417, 47568, 47624, 31150, 47649, 57128, 47700, 47724, 57176, 47748, 47886, 14930, 47928, 55183, 41041, 48112, 10433, 48145, 48187, 29439, 48295, 15348, 48346, 48357, 48411, 50629, 48462, 48510, 48592, 48658, 50876, 48686, 55954, 13528, 48883, 48895, 48960, 34830, 48972, 49187, 49190, 49226, 49250, 49318, 4693, 49476, 49582, 47365, 19081, 49722, 49814, 49870, 50079, 52297, 50183, 52401, 50212, 50254, 50300, 50466, 3443, 50583, 52801, 22436, 43649, 50720, 50813, 50852, 50999, 51046, 34655, 32298, 51154, 8908, 41906, 44263, 51334, 51366, 56175, 51461, 18479, 11408, 46763, 51477, 37345, 51487, 51508, 6984, 51767, 14178, 47176, 51890, 51944, 52052, 56828, 52114, 298, 52152, 52177, 52235, 52551, 52690, 43355, 52783, 19872, 52870, 48178, 52892])"
14,emoa,simple map 4 dims,4,600,1,169,28597,21416,0.0,1.119,0,-1.0,-1.0,1611,"dict_keys([80534, 80525, 80516, 80454, 80451, 80448, 80445, 80434, 80431, 80405, 80402, 80387, 80306, 80297, 80291, 80288, 80285, 80276, 80273, 80244, 80234, 80219, 80207, 80195, 80171, 80150, 80041, 80035, 80032, 79952, 79946, 79940, 79934, 79928, 79925, 79911, 79861, 79839, 79816, 79796, 79733, 79694, 79672, 79669, 79629, 79601, 79541, 79432, 79402, 79399, 79396, 79393, 79384, 79374, 79336, 79305, 79270, 79267, 79237, 79216, 79187, 79184, 79134, 79017, 78928, 78804, 78769, 78763, 78754, 78737, 78702, 78687, 78684, 78678, 78675, 78658, 78649, 78516, 78506, 78499, 78496, 78474, 78443, 78440, 78434, 78410, 78396, 78369, 78313, 78288, 78274, 78264, 78242, 78212, 78176, 78047, 78044, 80390, 78033, 77998, 77986, 77974, 77952, 77938, 77923, 77920, 77914, 77903, 77872, 80210, 77853, 77844, 80192, 77835, 77828, 77804, 77727, 77714, 77701, 77690, 77667, 77664, 77639, 77633, 77622, 77573, 77524, 77512, 77493, 77454, 77414, 77411, 77408, 77393, 77296, 77176, 77138, 77131, 77128, 77122, 77100, 77050, 77029, 76984, 79321, 76964, 76952, 76898, 76872, 76844, 76769, 76766, 76725, 76712, 76698, 76673, 79008, 76651, 76644, 76641, 76595, 76527, 76518, 76503, 76489, 76480, 76454, 76435, 76407, 76372, 76331, 76307, 76248, 76195, 76069, 76016, 75971, 75930, 75927, 75871, 75852, 75821, 75818, 75797, 75672, 75661, 75626, 77977, 75620, 75613, 75360, 75342, 75269, 75266, 75184, 75169, 75150, 79858, 75144, 75119, 75116, 75109, 75090, 75023, 79675, 74961, 79666, 74952, 74935, 74932, 74865, 79550, 74836, 74784, 74769, 74760, 74597, 74531, 79171, 74457, 74424, 74414, 74402, 74399, 74336, 74310, 74272, 74179, 74086, 74006, 76324, 73967, 73893, 73794, 73743, 73604, 73531, 73499, 80507, 73436, 73419, 73401, 73280, 73266, 80328, 73257, 80294, 73223, 73135, 77650, 72936, 72923, 72867, 72842, 72720, 72708, 72705, 72652, 72643, 72548, 72419, 72384, 72288, 72269, 72260, 72098, 72087, 72031, 71874, 71825, 76530, 71816, 76343, 71629, 76300, 71586, 71568, 71512, 71488, 71473, 71450, 71410, 71362, 71314, 71120, 71004, 80393, 70965, 70946, 70802, 70732, 77790, 70719, 70612, 70595, 70573, 70505, 79922, 70494, 75159, 70445, 70439, 70424, 70415, 70350, 70283, 70280, 70089, 70079, 72393, 70036, 69933, 69821, 69740, 38325, 49250, 79613, 53686, 38123, 72511, 15943, 75788, 38076, 79882, 28028, 37922, 22293, 42255, 53345, 61108, 37705, 72365, 48795, 72898, 37543, 37140, 34843, 44824, 36316, 1937, 36245, 78399, 2975, 52229, 35552, 35309, 79137, 62638, 65965, 34826, 34720, 34667, 79213, 34430, 38866, 9959, 17722, 34147, 38024, 66308, 73562, 21708, 37234, 21646, 60461, 33683, 33467, 78203, 33420, 80477, 33337, 32876, 32720, 79793, 77436, 32653, 77989, 42634, 79707, 32567, 48093, 22266, 34278, 36496, 32114, 31981, 31964, 79079, 31939, 31891, 34789, 31543, 54832, 71547, 31478, 31239, 9059, 27776, 11277, 45656, 78350, 71279, 31210, 30869, 30635, 41725, 48379, 30601, 36146, 35391, 30412, 38337, 75353, 32927, 30155, 13520, 30148, 36028, 75408, 9412, 69996, 39355, 30077, 35400, 55362, 37061, 29990, 14464, 53279, 32010, 55299, 29777, 78857, 76500, 36431, 29747, 6458, 46382, 29632, 29515, 681, 72402, 32333, 51186, 28925, 64413, 74656, 13374, 35916, 28845, 80369, 28515, 31319, 69729, 1376, 67916, 28073, 16983, 35475, 23187, 27901, 79888, 63389, 27878, 65037, 17897, 79456, 27602, 27551, 57494, 64789, 27299, 26969, 35450, 12161, 26794, 80029, 61173, 26767, 48947, 80002, 61146, 26756, 26708, 26393, 34407, 67677, 36273, 19050, 26121, 26044, 79143, 43788, 25864, 51371, 77711, 25857, 74662, 18094, 25776, 15795, 33782, 25667, 48956, 25478, 31054, 30989, 26275, 40692, 74104, 3394, 52891, 76506, 24652, 76878, 32095, 70082, 46512, 24442, 80378, 14382, 17709, 36589, 32802, 24146, 30522, 35236, 80522, 23954, 10688, 61702, 23779, 79026, 10673, 13030, 51358, 64747, 23569, 78061, 280, 35179, 23277, 67637, 75710, 28570, 27461, 27488, 23160, 75017, 4307, 59757, 72569, 23072, 50797, 79365, 77008, 22797, 29760, 22689, 9381, 77897, 37828, 11212, 75401, 40046, 77047, 32264, 74380, 22526, 29180, 71912, 22415, 70528, 6889, 35723, 22372, 22207, 24521, 22164, 22102, 78599, 71528, 22031, 33121, 21762, 59468, 21721, 35029, 650, 62754, 36856, 73543, 21689, 43869, 73534, 21680, 21667, 38160, 59373, 21613, 21303, 13540, 26636, 51169, 75428, 21217, 32885, 21100, 77343, 53773, 69299, 43438, 10440, 40383, 9355, 24881, 57042, 72971, 9332, 9296, 3751, 79901, 77544, 9191, 8833, 57834, 73607, 21753, 77470, 11474, 8393, 8122, 25032, 39174, 7840, 8949, 77085, 37016, 17540, 78118, 7408, 46223, 1426, 71145, 12220, 71221, 21724, 48340, 7117, 51477, 56928, 6695, 79339, 51055, 72600, 6604, 10538, 35628, 42699, 61552, 63770, 73321, 35609, 48917, 7477, 61818, 6461, 17551, 8759, 27803, 26721, 79371, 6304, 78333, 38264, 76999, 6289, 34394, 70442, 6803, 73349, 35637, 35004, 76013, 5303, 71160, 7521, 48554, 7492, 51704, 27717, 58358, 72714, 2004, 77346, 1922, 19666, 31746, 32855, 55730, 60444, 43945, 9024, 34913, 16057, 23820, 61526, 37476, 57085, 63739, 69284, 28672, 66378, 28446, 79908, 28054, 45798, 3168, 4250, 41956, 60999, 79799, 11446, 71290, 580, 78772, 31632, 22760, 323, 55773, 1647, 12698, 78885, 12889, 50601, 3724, 32789, 3034, 69574, 26649, 66573, 5165, 77968, 73254, 19043, 57858, 32691, 52653, 9428, 53788, 1461, 33622, 54693, 1554, 43696, 30718, 70092, 41808, 58443, 61770, 76928, 1504, 32754, 37604, 49389, 50498, 38367, 7530, 39691, 78509, 3085, 59653, 12456, 6710, 16448, 26206, 42841, 49495, 5460, 4378, 21035, 2440, 29792, 3865, 39220, 6874, 36995, 61393, 30503, 15355, 143, 14021, 366, 595, 24068, 7297, 11152, 51076, 5138, 8647, 29718, 17920, 3778, 15186, 48677, 32178, 70394, 32682, 52644, 64166, 2386, 73788, 10149, 41201, 9366, 48187, 10475, 3415, 6976, 7421, 5615, 19757, 33896, 38610, 26899, 21489, 56977, 9281, 65849, 34030, 20628, 48640, 15642, 41238, 31810, 65080, 80464, 7397, 8047, 15621, 36428, 35346, 25608, 5362, 47788, 74072, 15147, 1005, 19996, 7797, 47721, 29951, 53249, 13180, 16507, 79273, 13277, 37889, 29233, 42541, 68101, 37453, 32584, 73951, 50381, 65880, 405, 28689, 37304, 11377, 42429, 76533, 62391, 20904, 18686, 50847, 63046, 29348, 16040, 5003, 72849, 9210, 79417, 1636, 18624, 48567, 18212, 73804, 52591, 44394, 11396, 49498, 14143, 23083, 34868, 21226, 9441, 80519, 9809, 6343, 41698, 8700, 20238, 30222, 65577, 44364, 37293, 11366, 11912, 31703, 7358, 55387, 34174, 10604, 31801, 76853, 74496, 15571, 65476, 6192, 79836, 77479, 23268, 9743, 29813, 40903, 23905, 78252, 68824, 40540, 80053, 49412, 63316, 11462, 12571, 14789, 11481, 35849, 12279, 80, 71263, 12338, 76524, 60025, 30962, 32482, 53695, 63123, 13109, 72761, 16193, 18411, 51681, 26292, 21578, 1020, 12381, 38067, 28639, 79294, 15655, 75958, 68887, 50776, 13064, 79411, 13415, 16090, 20526, 6953, 13986, 43373, 52801, 1625, 30612, 4103, 14615, 50103, 63411, 73948, 64520, 14690, 61268, 24137, 41881, 14940, 80312, 4888, 11959, 46474, 62973, 73232, 68518, 15205, 1078, 15220, 21420, 7278, 78748, 57535, 15520, 54335, 23486, 32914, 75809, 61667, 37819, 66103, 27342, 77032, 25178, 66211, 76381, 10385, 64726, 69162, 10926, 15822, 32737, 67116, 37931, 35998, 26570, 48750, 26029, 11422, 16570, 166, 16665, 30277, 16752, 8798, 11155, 31248, 17106, 8224, 50552, 17554, 44256, 37185, 47166, 78001, 35575, 18137, 51293, 18295, 52674, 18565, 72634, 39636, 56271, 79943, 18661, 79604, 18322, 79459, 58246, 18863, 29258, 41043, 13555, 7180, 18965, 67761, 63773, 42560, 18990, 49112, 51330, 3968, 20467, 19385, 55982, 26489, 46451, 9308, 19587, 71596, 5600, 19963, 20143, 45647, 64503, 67830, 5577, 38847, 43283, 20725, 73546, 42905, 8239, 69521, 38376, 28806, 59447, 29087, 38515, 38697, 15370, 38940, 74984, 65556, 15393, 38963, 76901, 39189, 43625, 55824, 39543, 39562, 46897, 28041, 39826, 66442, 14068, 39995, 35425, 40139, 57883, 77860, 40148, 42366, 75512, 18944, 40157, 7211, 40209, 40218, 40325, 78058, 75701, 40346, 5228, 40583, 43910, 47237, 62763, 40604, 40633, 23714, 66140, 40651, 40725, 76911, 46270, 57360, 5655, 41010, 3468, 41180, 78963, 74249, 41251, 59687, 66758, 41264, 41273, 41298, 47952, 46029, 41315, 22680, 41536, 41539, 58383, 41884, 11254, 41895, 46331, 79465, 62966, 67925, 41998, 42442, 75162, 46878, 62404, 42788, 42888, 43160, 12102, 49814, 57351, 43209, 43274, 44383, 76521, 43523, 43588, 43634, 43683, 13076, 43717, 22549, 43762, 59288, 43775, 79152, 43797, 43806, 74460, 43819, 51582, 43848, 32151, 43936, 79438, 44083, 44126, 44205, 44303, 15602, 50957, 67592, 44715, 77929, 44931, 37944, 45015, 45309, 24163, 45376, 76438, 57582, 77547, 58691, 78390, 45392, 54909, 45481, 10370, 45725, 8125, 45837, 45854, 25333, 20619, 53617, 45911, 75026, 51456, 64764, 76271, 33845, 69200, 31904, 46046, 47155, 67268, 46055, 46194, 53366, 46295, 57385, 46318, 15762, 46403, 78011, 68583, 46525, 46534, 46689, 75550, 47266, 47361, 54154, 51797, 47418, 38009, 47437, 47615, 42998, 47712, 69106, 47893, 57874, 48166, 48274, 59364, 48327, 48584, 29311, 55238, 56356, 48934, 4182, 48965, 72671, 49101, 70380, 49167, 49561, 57324, 49660, 49679, 70937, 49724, 64141, 49795, 26408, 38193, 49978, 50155, 60136, 71407, 43123, 50194, 50213, 50282, 50543, 34231, 46016, 50730, 50739, 79140, 34357, 50856, 50966, 78416, 64274, 25103, 8604, 51030, 24686, 57684, 51349, 51489, 51502, 59265, 71276, 64205, 35594, 52093, 52114, 31593, 69305, 59877, 66468, 52326, 52538, 61410, 35066, 68064, 78791, 52864, 62845, 53112, 59766, 53129, 53270, 79219, 62720, 53292, 79499, 72428, 53572, 72502, 53646, 77229, 8876, 53659, 54768, 64806, 79758, 56188, 53831, 11419, 42060, 53845, 54139, 75766, 66338, 54198, 54272, 57599, 4219, 53716, 63144, 35955, 19456, 45383, 54811, 76090, 28950, 54877, 3271, 55125, 32247, 44032, 62888, 55328, 55341, 55513, 55594, 26615, 66684, 55623, 55660, 39575, 67859, 55669, 55780, 79764, 67979, 77026, 60527, 55813, 48896, 55967, 7023, 65948, 71632, 17421, 69275, 56169, 54024, 56381, 56542, 4833, 56687, 71799, 29373, 60014, 52006, 56720, 56803, 56906, 75067, 67996, 66347, 56919, 63573, 1043, 64682, 68918, 57133, 66647, 57219, 57704, 57749, 64948, 50806, 57877, 22105, 64531, 76805, 29665, 57949, 72459, 58317, 58410, 41983, 58482, 58875, 58904, 77787, 58931, 80189, 58976, 80050, 61194, 80241, 40172, 59028, 65682, 59089, 24027, 59382, 59533, 59574, 40810, 59666, 59740, 59779, 59868, 36355, 59925, 26960, 59958, 28900, 66612, 59975, 60056, 62274, 53076, 29506, 60147, 46356, 60498, 60560, 60641, 75132, 9136, 60990, 67644, 61099, 61223, 257, 61539, 7390, 61601, 61610, 61718, 75924, 61782, 61801, 40642, 61855, 31578, 69290, 62219, 62246, 63355, 78760, 62261, 62330, 62507, 64478, 63436, 63499, 5405, 69044, 63510, 7474, 64042, 78453, 64311, 65420, 76107, 64322, 45708, 64564, 990, 64629, 36067, 712, 69065, 74101, 64673, 8338, 64906, 69342, 64955, 64976, 67194, 65023, 72448, 39450, 65377, 53668, 65453, 77402, 42047, 65617, 9321, 65889, 37730, 66014, 42593, 66163, 66329, 73490, 66419, 66459, 66485, 66521, 66623, 66675, 24363, 45576, 66789, 66800, 67021, 10573, 67141, 69359, 67277, 48593, 67449, 67573, 46369, 67582, 55901, 67686, 68795, 67699, 67879, 67942, 68007, 68022, 68028, 63369, 68083, 68342, 68461, 68979, 68992, 38354, 57210, 68995, 33907, 36264, 69262, 5648, 43360, 69287, 69352, 45940, 69510, 55484, 69626])"
