test_number,algorithm,map_name,num_dims,heuristic_time,search_time,num_solutions,time_limit,start,goal,n_generated,n_expanded,timeout,num_nondom_labels_max,num_nondom_labels_avg
1,boa,simple map 4 dims,4,0.005,43.875,4055,600,1,225,64791,48034,0,-1.0,-1.0
1,emoa,simple map 4 dims,4,0.016,5.397,4055,600,1,225,64791,48034,0,-1.0,-1.0
2,boa,simple map 4 dims,4,0.0,25.834,2409,600,1,225,56307,44192,0,-1.0,-1.0
2,emoa,simple map 4 dims,4,0.004,5.318,2409,600,1,225,56307,44192,0,-1.0,-1.0
3,boa,simple map 4 dims,4,0.006,5.775,994,600,1,225,18224,13584,0,-1.0,-1.0
3,emoa,simple map 4 dims,4,0.008,0.801,994,600,1,225,18224,13584,0,-1.0,-1.0
4,boa,simple map 4 dims,4,0.003,9.187,1548,600,1,225,31785,25107,0,-1.0,-1.0
4,emoa,simple map 4 dims,4,0.01,2.174,1548,600,1,225,31785,25107,0,-1.0,-1.0
5,boa,simple map 4 dims,4,0.0,16.411,2058,600,1,225,44628,34351,0,-1.0,-1.0
5,emoa,simple map 4 dims,4,0.0,2.536,2058,600,1,225,44628,34351,0,-1.0,-1.0
6,boa,simple map 4 dims,4,0.005,14.547,1626,600,1,225,41480,33485,0,-1.0,-1.0
6,emoa,simple map 4 dims,4,0.004,2.333,1626,600,1,225,41480,33485,0,-1.0,-1.0
7,boa,simple map 4 dims,4,0.0,4.016,856,600,1,225,22168,16359,0,-1.0,-1.0
7,emoa,simple map 4 dims,4,0.0,0.866,856,600,1,225,22168,16359,0,-1.0,-1.0
8,boa,simple map 4 dims,4,0.0,12.342,1874,600,1,225,41927,30995,0,-1.0,-1.0
8,emoa,simple map 4 dims,4,0.015,2.129,1874,600,1,225,41927,30995,0,-1.0,-1.0
9,boa,simple map 4 dims,4,0.003,8.695,2062,600,1,225,31270,23661,0,-1.0,-1.0
9,emoa,simple map 4 dims,4,0.0,1.555,2062,600,1,225,31270,23661,0,-1.0,-1.0
10,boa,simple map 4 dims,4,0.0,12.86,1970,600,1,225,32727,25435,0,-1.0,-1.0
10,emoa,simple map 4 dims,4,0.004,2.368,1970,600,1,225,32727,25435,0,-1.0,-1.0
11,boa,simple map 4 dims,4,0.0,6.285,1395,600,1,225,27019,20901,0,-1.0,-1.0
11,emoa,simple map 4 dims,4,0.0,1.53,1395,600,1,225,27019,20901,0,-1.0,-1.0
12,boa,simple map 4 dims,4,0.006,9.989,1311,600,1,225,25125,20198,0,-1.0,-1.0
12,emoa,simple map 4 dims,4,0.0,1.228,1311,600,1,225,25125,20198,0,-1.0,-1.0
13,boa,simple map 4 dims,4,0.003,12.342,1739,600,1,225,41999,32923,0,-1.0,-1.0
13,emoa,simple map 4 dims,4,0.009,3.109,1739,600,1,225,41999,32923,0,-1.0,-1.0
14,boa,simple map 4 dims,4,0.0,7.664,1520,600,1,225,26426,20901,0,-1.0,-1.0
14,emoa,simple map 4 dims,4,0.0,1.369,1520,600,1,225,26426,20901,0,-1.0,-1.0
15,boa,simple map 4 dims,4,0.0,11.294,1891,600,1,225,31433,24312,0,-1.0,-1.0
15,emoa,simple map 4 dims,4,0.0,1.631,1891,600,1,225,31433,24312,0,-1.0,-1.0
16,boa,simple map 4 dims,4,0.0,22.733,2768,600,1,225,51347,41365,0,-1.0,-1.0
16,emoa,simple map 4 dims,4,0.0,4.319,2768,600,1,225,51347,41365,0,-1.0,-1.0
17,boa,simple map 4 dims,4,0.007,7.473,1313,600,1,225,22948,18637,0,-1.0,-1.0
17,emoa,simple map 4 dims,4,0.0,1.228,1313,600,1,225,22948,18637,0,-1.0,-1.0
18,boa,simple map 4 dims,4,0.0,8.903,1725,600,1,225,39069,28744,0,-1.0,-1.0
18,emoa,simple map 4 dims,4,0.0,2.109,1725,600,1,225,39069,28744,0,-1.0,-1.0
19,boa,simple map 4 dims,4,0.002,10.772,1506,600,1,225,31575,23062,0,-1.0,-1.0
19,emoa,simple map 4 dims,4,0.003,1.687,1506,600,1,225,31575,23062,0,-1.0,-1.0
20,boa,simple map 4 dims,4,0.005,10.262,1355,600,1,225,42559,32095,0,-1.0,-1.0
20,emoa,simple map 4 dims,4,0.0,1.816,1355,600,1,225,42559,32095,0,-1.0,-1.0
21,boa,simple map 4 dims,4,0.0,12.625,1780,600,1,225,40060,31046,0,-1.0,-1.0
21,emoa,simple map 4 dims,4,0.016,1.999,1780,600,1,225,40060,31046,0,-1.0,-1.0
22,boa,simple map 4 dims,4,0.015,9.192,1423,600,1,225,35339,28103,0,-1.0,-1.0
22,emoa,simple map 4 dims,4,0.004,1.646,1423,600,1,225,35339,28103,0,-1.0,-1.0
23,boa,simple map 4 dims,4,0.005,13.495,1711,600,1,225,40032,30110,0,-1.0,-1.0
23,emoa,simple map 4 dims,4,0.005,3.111,1711,600,1,225,40032,30110,0,-1.0,-1.0
24,boa,simple map 4 dims,4,0.0,2.405,781,600,1,225,16337,11776,0,-1.0,-1.0
24,emoa,simple map 4 dims,4,0.003,0.718,781,600,1,225,16337,11776,0,-1.0,-1.0
25,boa,simple map 4 dims,4,0.0,5.344,1516,600,1,225,25348,19392,0,-1.0,-1.0
25,emoa,simple map 4 dims,4,0.005,1.246,1516,600,1,225,25348,19392,0,-1.0,-1.0
26,boa,simple map 4 dims,4,0.005,8.429,1339,600,1,225,29329,23276,0,-1.0,-1.0
26,emoa,simple map 4 dims,4,0.004,2.196,1339,600,1,225,29329,23276,0,-1.0,-1.0
27,boa,simple map 4 dims,4,0.0,35.316,3808,600,1,225,82596,62855,0,-1.0,-1.0
27,emoa,simple map 4 dims,4,0.011,5.316,3808,600,1,225,82596,62855,0,-1.0,-1.0
28,boa,simple map 4 dims,4,0.0,34.07,3072,600,1,225,58053,43773,0,-1.0,-1.0
28,emoa,simple map 4 dims,4,0.002,3.797,3072,600,1,225,58053,43773,0,-1.0,-1.0
29,boa,simple map 4 dims,4,0.005,9.515,1782,600,1,225,39303,29887,0,-1.0,-1.0
29,emoa,simple map 4 dims,4,0.016,1.892,1782,600,1,225,39303,29887,0,-1.0,-1.0
30,boa,simple map 4 dims,4,0.003,5.904,1588,600,1,225,29840,22818,0,-1.0,-1.0
30,emoa,simple map 4 dims,4,0.014,1.576,1588,600,1,225,29840,22818,0,-1.0,-1.0
31,boa,simple map 4 dims,4,0.016,14.948,2090,600,1,225,43106,34014,0,-1.0,-1.0
31,emoa,simple map 4 dims,4,0.0,2.497,2090,600,1,225,43106,34014,0,-1.0,-1.0
32,boa,simple map 4 dims,4,0.005,24.248,2790,600,1,225,40133,31997,0,-1.0,-1.0
32,emoa,simple map 4 dims,4,0.002,2.861,2790,600,1,225,40133,31997,0,-1.0,-1.0
33,boa,simple map 4 dims,4,0.0,5.594,1085,600,1,225,21788,17005,0,-1.0,-1.0
33,emoa,simple map 4 dims,4,0.007,1.277,1085,600,1,225,21788,17005,0,-1.0,-1.0
34,boa,simple map 4 dims,4,0.004,11.545,2210,600,1,225,41608,29830,0,-1.0,-1.0
34,emoa,simple map 4 dims,4,0.003,2.039,2210,600,1,225,41608,29830,0,-1.0,-1.0
35,boa,simple map 4 dims,4,0.0,3.351,703,600,1,225,17711,13786,0,-1.0,-1.0
35,emoa,simple map 4 dims,4,0.004,0.611,703,600,1,225,17711,13786,0,-1.0,-1.0
36,boa,simple map 4 dims,4,0.0,39.401,3240,600,1,225,55746,43991,0,-1.0,-1.0
36,emoa,simple map 4 dims,4,0.0,4.536,3240,600,1,225,55746,43991,0,-1.0,-1.0
37,boa,simple map 4 dims,4,0.009,13.006,2196,600,1,225,36399,28873,0,-1.0,-1.0
37,emoa,simple map 4 dims,4,0.007,2.249,2196,600,1,225,36399,28873,0,-1.0,-1.0
38,boa,simple map 4 dims,4,0.003,20.005,2446,600,1,225,58168,44350,0,-1.0,-1.0
38,emoa,simple map 4 dims,4,0.006,3.372,2446,600,1,225,58168,44350,0,-1.0,-1.0
39,boa,simple map 4 dims,4,0.002,5.524,1006,600,1,225,22675,17451,0,-1.0,-1.0
39,emoa,simple map 4 dims,4,0.002,1.35,1006,600,1,225,22675,17451,0,-1.0,-1.0
40,boa,simple map 4 dims,4,0.0,27.018,3899,600,1,225,60272,45284,0,-1.0,-1.0
40,emoa,simple map 4 dims,4,0.003,4.335,3899,600,1,225,60272,45284,0,-1.0,-1.0
41,boa,simple map 4 dims,4,0.0,7.676,1073,600,1,225,29978,23743,0,-1.0,-1.0
41,emoa,simple map 4 dims,4,0.0,1.546,1073,600,1,225,29978,23743,0,-1.0,-1.0
42,boa,simple map 4 dims,4,0.0,26.164,3221,600,1,225,71382,53987,0,-1.0,-1.0
42,emoa,simple map 4 dims,4,0.004,4.021,3221,600,1,225,71382,53987,0,-1.0,-1.0
43,boa,simple map 4 dims,4,0.0,10.256,1949,600,1,225,34161,27060,0,-1.0,-1.0
43,emoa,simple map 4 dims,4,0.004,2.614,1949,600,1,225,34161,27060,0,-1.0,-1.0
44,boa,simple map 4 dims,4,0.0,11.979,2269,600,1,225,39823,29444,0,-1.0,-1.0
44,emoa,simple map 4 dims,4,0.0,2.19,2269,600,1,225,39823,29444,0,-1.0,-1.0
45,boa,simple map 4 dims,4,0.0,28.201,3125,600,1,225,66911,51118,0,-1.0,-1.0
45,emoa,simple map 4 dims,4,0.0,4.674,3125,600,1,225,66911,51118,0,-1.0,-1.0
46,boa,simple map 4 dims,4,0.005,6.881,959,600,1,225,19499,15970,0,-1.0,-1.0
46,emoa,simple map 4 dims,4,0.0,1.087,959,600,1,225,19499,15970,0,-1.0,-1.0
47,boa,simple map 4 dims,4,0.004,19.607,2671,600,1,225,39769,30973,0,-1.0,-1.0
47,emoa,simple map 4 dims,4,0.0,2.424,2671,600,1,225,39769,30973,0,-1.0,-1.0
48,boa,simple map 4 dims,4,0.011,9.871,1697,600,1,225,25518,18978,0,-1.0,-1.0
48,emoa,simple map 4 dims,4,0.008,2.029,1697,600,1,225,25518,18978,0,-1.0,-1.0
49,boa,simple map 4 dims,4,0.003,6.443,1271,600,1,225,25146,19892,0,-1.0,-1.0
