test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions
20,boa,simple map 4 dims,4,600,1,169,16030,12262,0.0,2.991,0,-1.0,-1.0,1206
20,emoa,simple map 4 dims,4,600,1,169,16030,12262,0.0,0.472,0,-1.0,-1.0,1206
21,boa,simple map 4 dims,4,600,1,169,16145,12214,0.0,1.65,0,-1.0,-1.0,885
21,emoa,simple map 4 dims,4,600,1,169,16145,12214,0.0,0.426,0,-1.0,-1.0,885
22,boa,simple map 4 dims,4,600,1,169,9152,6571,0.0,0.676,0,-1.0,-1.0,482
22,emoa,simple map 4 dims,4,600,1,169,9152,6571,0.009,0.251,0,-1.0,-1.0,482
23,boa,simple map 4 dims,4,600,1,169,17670,13400,0.0,3.241,0,-1.0,-1.0,1203
23,emoa,simple map 4 dims,4,600,1,169,17670,13400,0.0,0.677,0,-1.0,-1.0,1203
24,boa,simple map 4 dims,4,600,1,169,14624,11372,0.0,1.945,0,-1.0,-1.0,841
24,emoa,simple map 4 dims,4,600,1,169,14624,11372,0.0,0.382,0,-1.0,-1.0,841
25,boa,simple map 4 dims,4,600,1,169,11341,8949,0.0,1.462,0,-1.0,-1.0,652
25,emoa,simple map 4 dims,4,600,1,169,11341,8949,0.0,0.329,0,-1.0,-1.0,652
26,boa,simple map 4 dims,4,600,1,169,35334,26191,0.0,7.811,0,-1.0,-1.0,2118
26,emoa,simple map 4 dims,4,600,1,169,35334,26191,0.0,1.348,0,-1.0,-1.0,2118
27,boa,simple map 4 dims,4,600,1,169,12672,10068,0.0,2.047,0,-1.0,-1.0,909
27,emoa,simple map 4 dims,4,600,1,169,12672,10068,0.0,0.409,0,-1.0,-1.0,909
28,boa,simple map 4 dims,4,600,1,169,25598,20673,0.014,5.218,0,-1.0,-1.0,1602
28,emoa,simple map 4 dims,4,600,1,169,25598,20673,0.0,1.022,0,-1.0,-1.0,1602
29,boa,simple map 4 dims,4,600,1,169,16986,12220,0.0,2.015,0,-1.0,-1.0,1064
29,emoa,simple map 4 dims,4,600,1,169,16986,12220,0.0,0.439,0,-1.0,-1.0,1064
30,boa,simple map 4 dims,4,600,1,169,21277,16514,0.015,3.869,0,-1.0,-1.0,1584
30,emoa,simple map 4 dims,4,600,1,169,21277,16514,0.0,0.677,0,-1.0,-1.0,1584
31,boa,simple map 4 dims,4,600,1,169,14248,11462,0.0,2.959,0,-1.0,-1.0,752
31,emoa,simple map 4 dims,4,600,1,169,14248,11462,0.0,0.487,0,-1.0,-1.0,752
32,boa,simple map 4 dims,4,600,1,169,9012,7441,0.015,1.653,0,-1.0,-1.0,609
32,emoa,simple map 4 dims,4,600,1,169,9012,7441,0.0,0.335,0,-1.0,-1.0,609
33,boa,simple map 4 dims,4,600,1,169,15778,11324,0.0,2.201,0,-1.0,-1.0,991
33,emoa,simple map 4 dims,4,600,1,169,15778,11324,0.0,0.474,0,-1.0,-1.0,991
34,boa,simple map 4 dims,4,600,1,169,21593,16728,0.0,5.112,0,-1.0,-1.0,1623
34,emoa,simple map 4 dims,4,600,1,169,21593,16728,0.0,0.864,0,-1.0,-1.0,1623
35,boa,simple map 4 dims,4,600,1,169,9533,7386,0.0,0.911,0,-1.0,-1.0,566
35,emoa,simple map 4 dims,4,600,1,169,9533,7386,0.0,0.282,0,-1.0,-1.0,566
36,boa,simple map 4 dims,4,600,1,169,12213,9489,0.0,2.079,0,-1.0,-1.0,771
36,emoa,simple map 4 dims,4,600,1,169,12213,9489,0.0,0.408,0,-1.0,-1.0,771
37,boa,simple map 4 dims,4,600,1,169,26412,20540,0.0,4.687,0,-1.0,-1.0,1640
37,emoa,simple map 4 dims,4,600,1,169,26412,20540,0.015,0.944,0,-1.0,-1.0,1640
38,boa,simple map 4 dims,4,600,1,169,17320,13593,0.0,3.069,0,-1.0,-1.0,1202
38,emoa,simple map 4 dims,4,600,1,169,17320,13593,0.0,0.583,0,-1.0,-1.0,1202
39,boa,simple map 4 dims,4,600,1,169,12648,10178,0.0,1.937,0,-1.0,-1.0,731
39,emoa,simple map 4 dims,4,600,1,169,12648,10178,0.0,0.506,0,-1.0,-1.0,731
40,boa,simple map 4 dims,4,600,1,169,17154,13091,0.0,2.848,0,-1.0,-1.0,1050
40,emoa,simple map 4 dims,4,600,1,169,17154,13091,0.002,0.598,0,-1.0,-1.0,1050
41,boa,simple map 4 dims,4,600,1,169,7588,5312,0.0,0.414,0,-1.0,-1.0,371
41,emoa,simple map 4 dims,4,600,1,169,7588,5312,0.015,0.142,0,-1.0,-1.0,371
42,boa,simple map 4 dims,4,600,1,169,6256,4634,0.0,0.362,0,-1.0,-1.0,436
42,emoa,simple map 4 dims,4,600,1,169,6256,4634,0.0,0.111,0,-1.0,-1.0,436
43,boa,simple map 4 dims,4,600,1,169,14035,9689,0.0,1.462,0,-1.0,-1.0,827
43,emoa,simple map 4 dims,4,600,1,169,14035,9689,0.0,0.326,0,-1.0,-1.0,827
44,boa,simple map 4 dims,4,600,1,169,16546,12500,0.0,2.901,0,-1.0,-1.0,1329
44,emoa,simple map 4 dims,4,600,1,169,16546,12500,0.0,0.528,0,-1.0,-1.0,1329
45,boa,simple map 4 dims,4,600,1,169,16653,12714,0.003,1.886,0,-1.0,-1.0,871
45,emoa,simple map 4 dims,4,600,1,169,16653,12714,0.0,0.471,0,-1.0,-1.0,871
46,boa,simple map 4 dims,4,600,1,169,20788,16329,0.011,3.667,0,-1.0,-1.0,1300
46,emoa,simple map 4 dims,4,600,1,169,20788,16329,0.0,0.708,0,-1.0,-1.0,1300
47,boa,simple map 4 dims,4,600,1,169,18560,15017,0.0,3.889,0,-1.0,-1.0,1437
47,emoa,simple map 4 dims,4,600,1,169,18560,15017,0.0,0.756,0,-1.0,-1.0,1437
48,boa,simple map 4 dims,4,600,1,169,16766,12407,0.0,2.167,0,-1.0,-1.0,927
48,emoa,simple map 4 dims,4,600,1,169,16766,12407,0.0,0.474,0,-1.0,-1.0,927
49,boa,simple map 4 dims,4,600,1,169,8763,6321,0.0,0.487,0,-1.0,-1.0,414
49,emoa,simple map 4 dims,4,600,1,169,8763,6321,0.0,0.173,0,-1.0,-1.0,414
50,boa,simple map 4 dims,4,600,1,169,11455,9611,0.015,1.7,0,-1.0,-1.0,603
50,emoa,simple map 4 dims,4,600,1,169,11455,9611,0.0,0.44,0,-1.0,-1.0,603
