test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions
15,boa,simple map 4 dims,4,600,1,169,7223,5640,0.0,0.784,0,-1.0,-1.0,502
15,emoa,simple map 4 dims,4,600,1,169,7223,5640,0.0,0.171,0,-1.0,-1.0,502
16,boa,simple map 4 dims,4,600,1,169,10470,7737,0.0,0.677,0,-1.0,-1.0,605
16,emoa,simple map 4 dims,4,600,1,169,10470,7737,0.0,0.195,0,-1.0,-1.0,605
17,boa,simple map 4 dims,4,600,1,169,21279,16892,0.0,4.133,0,-1.0,-1.0,1489
17,emoa,simple map 4 dims,4,600,1,169,21279,16892,0.0,0.657,0,-1.0,-1.0,1489
18,boa,simple map 4 dims,4,600,1,169,2625,2153,0.015,0.127,0,-1.0,-1.0,190
18,emoa,simple map 4 dims,4,600,1,169,2625,2153,0.0,0.047,0,-1.0,-1.0,190
19,boa,simple map 4 dims,4,600,1,169,9618,7988,0.0,1.576,0,-1.0,-1.0,839
19,emoa,simple map 4 dims,4,600,1,169,9618,7988,0.0,0.393,0,-1.0,-1.0,839
20,boa,simple map 4 dims,4,600,1,169,3791,2967,0.0,0.177,0,-1.0,-1.0,265
20,emoa,simple map 4 dims,4,600,1,169,3791,2967,0.0,0.062,0,-1.0,-1.0,265
21,boa,simple map 4 dims,4,600,1,169,11586,8921,0.0,1.247,0,-1.0,-1.0,926
21,emoa,simple map 4 dims,4,600,1,169,11586,8921,0.001,0.283,0,-1.0,-1.0,926
22,boa,simple map 4 dims,4,600,1,169,8992,6750,0.0,1.355,0,-1.0,-1.0,809
22,emoa,simple map 4 dims,4,600,1,169,8992,6750,0.0,0.257,0,-1.0,-1.0,809
23,boa,simple map 4 dims,4,600,1,169,5583,4319,0.0,0.331,0,-1.0,-1.0,390
23,emoa,simple map 4 dims,4,600,1,169,5583,4319,0.0,0.095,0,-1.0,-1.0,390
24,boa,simple map 4 dims,4,600,1,169,6898,5545,0.0,0.631,0,-1.0,-1.0,537
24,emoa,simple map 4 dims,4,600,1,169,6898,5545,0.0,0.147,0,-1.0,-1.0,537
25,boa,simple map 4 dims,4,600,1,169,9553,7370,0.004,0.898,0,-1.0,-1.0,755
25,emoa,simple map 4 dims,4,600,1,169,9553,7370,0.0,0.223,0,-1.0,-1.0,755
26,boa,simple map 4 dims,4,600,1,169,4047,3228,0.003,0.18,0,-1.0,-1.0,240
26,emoa,simple map 4 dims,4,600,1,169,4047,3228,0.0,0.073,0,-1.0,-1.0,240
27,boa,simple map 4 dims,4,600,1,169,8218,6044,0.0,0.669,0,-1.0,-1.0,635
27,emoa,simple map 4 dims,4,600,1,169,8218,6044,0.0,0.189,0,-1.0,-1.0,635
28,boa,simple map 4 dims,4,600,1,169,8771,7072,0.0,1.059,0,-1.0,-1.0,743
28,emoa,simple map 4 dims,4,600,1,169,8771,7072,0.0,0.213,0,-1.0,-1.0,743
29,boa,simple map 4 dims,4,600,1,169,6569,5392,0.013,0.766,0,-1.0,-1.0,460
29,emoa,simple map 4 dims,4,600,1,169,6569,5392,0.0,0.173,0,-1.0,-1.0,460
30,boa,simple map 4 dims,4,600,1,169,3740,3034,0.0,0.216,0,-1.0,-1.0,285
30,emoa,simple map 4 dims,4,600,1,169,3740,3034,0.0,0.079,0,-1.0,-1.0,285
31,boa,simple map 4 dims,4,600,1,169,6531,5302,0.0,0.596,0,-1.0,-1.0,451
31,emoa,simple map 4 dims,4,600,1,169,6531,5302,0.0,0.126,0,-1.0,-1.0,451
32,boa,simple map 4 dims,4,600,1,169,16899,13840,0.0,2.945,0,-1.0,-1.0,1420
32,emoa,simple map 4 dims,4,600,1,169,16899,13840,0.0,0.569,0,-1.0,-1.0,1420
33,boa,simple map 4 dims,4,600,1,169,6890,5189,0.0,0.819,0,-1.0,-1.0,708
33,emoa,simple map 4 dims,4,600,1,169,6890,5189,0.0,0.174,0,-1.0,-1.0,708
34,boa,simple map 4 dims,4,600,1,169,3876,3041,0.0,0.252,0,-1.0,-1.0,328
34,emoa,simple map 4 dims,4,600,1,169,3876,3041,0.0,0.094,0,-1.0,-1.0,328
35,boa,simple map 4 dims,4,600,1,169,3590,2786,0.015,0.18,0,-1.0,-1.0,295
35,emoa,simple map 4 dims,4,600,1,169,3590,2786,0.0,0.053,0,-1.0,-1.0,295
36,boa,simple map 4 dims,4,600,1,169,3998,3183,0.015,0.236,0,-1.0,-1.0,294
36,emoa,simple map 4 dims,4,600,1,169,3998,3183,0.0,0.078,0,-1.0,-1.0,294
37,boa,simple map 4 dims,4,600,1,169,8612,6072,0.0,0.506,0,-1.0,-1.0,521
37,emoa,simple map 4 dims,4,600,1,169,8612,6072,0.006,0.152,0,-1.0,-1.0,521
38,boa,simple map 4 dims,4,600,1,169,3587,2726,0.0,0.236,0,-1.0,-1.0,254
38,emoa,simple map 4 dims,4,600,1,169,3587,2726,0.0,0.078,0,-1.0,-1.0,254
39,boa,simple map 4 dims,4,600,1,169,6760,4957,0.0,0.417,0,-1.0,-1.0,689
39,emoa,simple map 4 dims,4,600,1,169,6760,4957,0.0,0.133,0,-1.0,-1.0,689
40,boa,simple map 4 dims,4,600,1,169,12281,9621,0.0,2.223,0,-1.0,-1.0,1027
40,emoa,simple map 4 dims,4,600,1,169,12281,9621,0.001,0.394,0,-1.0,-1.0,1027
41,boa,simple map 4 dims,4,600,1,169,4248,3329,0.0,0.206,0,-1.0,-1.0,286
41,emoa,simple map 4 dims,4,600,1,169,4248,3329,0.0,0.063,0,-1.0,-1.0,286
42,boa,simple map 4 dims,4,600,1,169,1800,1470,0.0,0.094,0,-1.0,-1.0,119
42,emoa,simple map 4 dims,4,600,1,169,1800,1470,0.0,0.032,0,-1.0,-1.0,119
43,boa,simple map 4 dims,4,600,1,169,4929,4059,0.005,0.405,0,-1.0,-1.0,359
43,emoa,simple map 4 dims,4,600,1,169,4929,4059,0.0,0.11,0,-1.0,-1.0,359
44,boa,simple map 4 dims,4,600,1,169,15276,13000,0.0,2.333,0,-1.0,-1.0,911
44,emoa,simple map 4 dims,4,600,1,169,15276,13000,0.0,0.458,0,-1.0,-1.0,911
45,boa,simple map 4 dims,4,600,1,169,19897,16479,0.0,5.512,0,-1.0,-1.0,1487
45,emoa,simple map 4 dims,4,600,1,169,19897,16479,0.0,0.991,0,-1.0,-1.0,1487
46,boa,simple map 4 dims,4,600,1,169,9026,6941,0.0,1.039,0,-1.0,-1.0,654
46,emoa,simple map 4 dims,4,600,1,169,9026,6941,0.0,0.207,0,-1.0,-1.0,654
47,boa,simple map 4 dims,4,600,1,169,7293,5610,0.0,0.536,0,-1.0,-1.0,622
47,emoa,simple map 4 dims,4,600,1,169,7293,5610,0.0,0.134,0,-1.0,-1.0,622
48,boa,simple map 4 dims,4,600,1,169,8219,6193,0.015,0.681,0,-1.0,-1.0,726
48,emoa,simple map 4 dims,4,600,1,169,8219,6193,0.0,0.189,0,-1.0,-1.0,726
49,boa,simple map 4 dims,4,600,1,169,4367,3283,0.0,0.22,0,-1.0,-1.0,272
49,emoa,simple map 4 dims,4,600,1,169,4367,3283,0.0,0.079,0,-1.0,-1.0,272
50,boa,simple map 4 dims,4,600,1,169,3882,2955,0.0,0.189,0,-1.0,-1.0,227
50,emoa,simple map 4 dims,4,600,1,169,3882,2955,0.0,0.062,0,-1.0,-1.0,227
