test_number,algorithm,map_name,num_dims,time_limit,start,goal,n_generated,n_expanded,heuristic_time,search_time,timeout,num_nondom_labels_max,num_nondom_labels_avg,num_solutions
15,boa,simple map 4 dims,4,600,1,169,16717,12186,0.0,2.47,0,-1.0,-1.0,1209
15,emoa,simple map 4 dims,4,600,1,169,16717,12186,0.0,0.503,0,-1.0,-1.0,1209
16,boa,simple map 4 dims,4,600,1,169,11497,9325,0.0,2.092,0,-1.0,-1.0,689
16,emoa,simple map 4 dims,4,600,1,169,11497,9325,0.0,0.456,0,-1.0,-1.0,689
17,boa,simple map 4 dims,4,600,1,169,15431,11731,0.0,2.213,0,-1.0,-1.0,1086
17,emoa,simple map 4 dims,4,600,1,169,15431,11731,0.0,0.475,0,-1.0,-1.0,1086
18,boa,simple map 4 dims,4,600,1,169,23067,17362,0.0,4.287,0,-1.0,-1.0,1440
18,emoa,simple map 4 dims,4,600,1,169,23067,17362,0.014,0.739,0,-1.0,-1.0,1440
19,boa,simple map 4 dims,4,600,1,169,11811,8664,0.0,1.228,0,-1.0,-1.0,868
19,emoa,simple map 4 dims,4,600,1,169,11811,8664,0.0,0.313,0,-1.0,-1.0,868
20,boa,simple map 4 dims,4,600,1,169,16030,12262,0.0,2.99,0,-1.0,-1.0,1206
20,emoa,simple map 4 dims,4,600,1,169,16030,12262,0.017,0.517,0,-1.0,-1.0,1206
21,boa,simple map 4 dims,4,600,1,169,16145,12214,0.0,1.62,0,-1.0,-1.0,885
21,emoa,simple map 4 dims,4,600,1,169,16145,12214,0.013,0.426,0,-1.0,-1.0,885
22,boa,simple map 4 dims,4,600,1,169,9152,6571,0.0,0.756,0,-1.0,-1.0,482
22,emoa,simple map 4 dims,4,600,1,169,9152,6571,0.0,0.22,0,-1.0,-1.0,482
23,boa,simple map 4 dims,4,600,1,169,17670,13400,0.0,3.162,0,-1.0,-1.0,1203
23,emoa,simple map 4 dims,4,600,1,169,17670,13400,0.0,0.597,0,-1.0,-1.0,1203
24,boa,simple map 4 dims,4,600,1,169,14624,11372,0.0,1.871,0,-1.0,-1.0,841
24,emoa,simple map 4 dims,4,600,1,169,14624,11372,0.016,0.377,0,-1.0,-1.0,841
25,boa,simple map 4 dims,4,600,1,169,11341,8949,0.0,1.464,0,-1.0,-1.0,652
25,emoa,simple map 4 dims,4,600,1,169,11341,8949,0.0,0.313,0,-1.0,-1.0,652
26,boa,simple map 4 dims,4,600,1,169,35334,26191,0.0,7.661,0,-1.0,-1.0,2118
26,emoa,simple map 4 dims,4,600,1,169,35334,26191,0.0,1.499,0,-1.0,-1.0,2118
27,boa,simple map 4 dims,4,600,1,169,12672,10068,0.0,2.172,0,-1.0,-1.0,909
27,emoa,simple map 4 dims,4,600,1,169,12672,10068,0.0,0.44,0,-1.0,-1.0,909
28,boa,simple map 4 dims,4,600,1,169,25598,20673,0.002,5.225,0,-1.0,-1.0,1602
28,emoa,simple map 4 dims,4,600,1,169,25598,20673,0.0,1.006,0,-1.0,-1.0,1602
29,boa,simple map 4 dims,4,600,1,169,16986,12220,0.0,2.025,0,-1.0,-1.0,1064
29,emoa,simple map 4 dims,4,600,1,169,16986,12220,0.0,0.485,0,-1.0,-1.0,1064
30,boa,simple map 4 dims,4,600,1,169,21277,16514,0.0,3.836,0,-1.0,-1.0,1584
30,emoa,simple map 4 dims,4,600,1,169,21277,16514,0.0,0.657,0,-1.0,-1.0,1584
31,boa,simple map 4 dims,4,600,1,169,14248,11462,0.0,3.103,0,-1.0,-1.0,752
31,emoa,simple map 4 dims,4,600,1,169,14248,11462,0.0,0.517,0,-1.0,-1.0,752
32,boa,simple map 4 dims,4,600,1,169,9012,7441,0.0,1.639,0,-1.0,-1.0,609
32,emoa,simple map 4 dims,4,600,1,169,9012,7441,0.009,0.323,0,-1.0,-1.0,609
33,boa,simple map 4 dims,4,600,1,169,15778,11324,0.0,2.169,0,-1.0,-1.0,991
33,emoa,simple map 4 dims,4,600,1,169,15778,11324,0.0,0.456,0,-1.0,-1.0,991
34,boa,simple map 4 dims,4,600,1,169,21593,16728,0.0,5.134,0,-1.0,-1.0,1623
34,emoa,simple map 4 dims,4,600,1,169,21593,16728,0.0,0.833,0,-1.0,-1.0,1623
35,boa,simple map 4 dims,4,600,1,169,9533,7386,0.0,0.944,0,-1.0,-1.0,566
35,emoa,simple map 4 dims,4,600,1,169,9533,7386,0.0,0.289,0,-1.0,-1.0,566
36,boa,simple map 4 dims,4,600,1,169,12213,9489,0.0,2.01,0,-1.0,-1.0,771
36,emoa,simple map 4 dims,4,600,1,169,12213,9489,0.0,0.426,0,-1.0,-1.0,771
37,boa,simple map 4 dims,4,600,1,169,26412,20540,0.0,4.657,0,-1.0,-1.0,1640
37,emoa,simple map 4 dims,4,600,1,169,26412,20540,0.006,0.93,0,-1.0,-1.0,1640
38,boa,simple map 4 dims,4,600,1,169,17320,13593,0.0,2.89,0,-1.0,-1.0,1202
38,emoa,simple map 4 dims,4,600,1,169,17320,13593,0.015,0.553,0,-1.0,-1.0,1202
39,boa,simple map 4 dims,4,600,1,169,12648,10178,0.0,1.933,0,-1.0,-1.0,731
39,emoa,simple map 4 dims,4,600,1,169,12648,10178,0.0,0.487,0,-1.0,-1.0,731
40,boa,simple map 4 dims,4,600,1,169,17154,13091,0.0,2.798,0,-1.0,-1.0,1050
40,emoa,simple map 4 dims,4,600,1,169,17154,13091,0.0,0.581,0,-1.0,-1.0,1050
41,boa,simple map 4 dims,4,600,1,169,7588,5312,0.0,0.426,0,-1.0,-1.0,371
41,emoa,simple map 4 dims,4,600,1,169,7588,5312,0.0,0.157,0,-1.0,-1.0,371
42,boa,simple map 4 dims,4,600,1,169,6256,4634,0.0,0.362,0,-1.0,-1.0,436
42,emoa,simple map 4 dims,4,600,1,169,6256,4634,0.0,0.126,0,-1.0,-1.0,436
43,boa,simple map 4 dims,4,600,1,169,14035,9689,0.0,1.384,0,-1.0,-1.0,827
43,emoa,simple map 4 dims,4,600,1,169,14035,9689,0.0,0.346,0,-1.0,-1.0,827
44,boa,simple map 4 dims,4,600,1,169,16546,12500,0.0,2.722,0,-1.0,-1.0,1329
44,emoa,simple map 4 dims,4,600,1,169,16546,12500,0.0,0.582,0,-1.0,-1.0,1329
45,boa,simple map 4 dims,4,600,1,169,16653,12714,0.0,1.982,0,-1.0,-1.0,871
45,emoa,simple map 4 dims,4,600,1,169,16653,12714,0.0,0.504,0,-1.0,-1.0,871
46,boa,simple map 4 dims,4,600,1,169,20788,16329,0.0,3.891,0,-1.0,-1.0,1300
46,emoa,simple map 4 dims,4,600,1,169,20788,16329,0.0,0.725,0,-1.0,-1.0,1300
47,boa,simple map 4 dims,4,600,1,169,18560,15017,0.0,3.823,0,-1.0,-1.0,1437
47,emoa,simple map 4 dims,4,600,1,169,18560,15017,0.01,0.662,0,-1.0,-1.0,1437
48,boa,simple map 4 dims,4,600,1,169,16766,12407,0.0,2.154,0,-1.0,-1.0,927
48,emoa,simple map 4 dims,4,600,1,169,16766,12407,0.016,0.472,0,-1.0,-1.0,927
49,boa,simple map 4 dims,4,600,1,169,8763,6321,0.0,0.532,0,-1.0,-1.0,414
49,emoa,simple map 4 dims,4,600,1,169,8763,6321,0.0,0.19,0,-1.0,-1.0,414
50,boa,simple map 4 dims,4,600,1,169,11455,9611,0.0,1.684,0,-1.0,-1.0,603
50,emoa,simple map 4 dims,4,600,1,169,11455,9611,0.011,0.395,0,-1.0,-1.0,603
