test_number,algorithm,map_name,num_dims,heuristic_time,search_time,num_solutions,time_limit,start,goal,n_generated,n_expanded,timeout,num_nondom_labels_max,num_nondom_labels_avg
1,boa,simple map 6 dims,6,0.0,0.71,254,600,1,100,2627,2102,0,-1.0,-1.0
1,emoa,simple map 6 dims,6,0.005,0.11,254,600,1,100,2627,2102,0,-1.0,-1.0
2,boa,simple map 6 dims,6,0.0,2.886,996,600,1,100,5731,4422,0,-1.0,-1.0
2,emoa,simple map 6 dims,6,0.0,0.382,996,600,1,100,5731,4422,0,-1.0,-1.0
3,boa,simple map 6 dims,6,0.0,1.37,448,600,1,100,4637,3590,0,-1.0,-1.0
3,emoa,simple map 6 dims,6,0.0,0.227,448,600,1,100,4637,3590,0,-1.0,-1.0
4,boa,simple map 6 dims,6,0.0,3.299,886,600,1,100,6269,4690,0,-1.0,-1.0
4,emoa,simple map 6 dims,6,0.0,0.437,886,600,1,100,6269,4690,0,-1.0,-1.0
5,boa,simple map 6 dims,6,0.0,3.621,904,600,1,100,5821,4263,0,-1.0,-1.0
5,emoa,simple map 6 dims,6,0.0,0.458,904,600,1,100,5821,4263,0,-1.0,-1.0
6,boa,simple map 6 dims,6,0.0,6.387,978,600,1,100,8300,6753,0,-1.0,-1.0
6,emoa,simple map 6 dims,6,0.0,0.789,978,600,1,100,8300,6753,0,-1.0,-1.0
7,boa,simple map 6 dims,6,0.0,10.054,1611,600,1,100,10254,7947,0,-1.0,-1.0
7,emoa,simple map 6 dims,6,0.0,1.088,1611,600,1,100,10254,7947,0,-1.0,-1.0
8,boa,simple map 6 dims,6,0.0,0.867,303,600,1,100,2408,1919,0,-1.0,-1.0
8,emoa,simple map 6 dims,6,0.01,0.131,303,600,1,100,2408,1919,0,-1.0,-1.0
9,boa,simple map 6 dims,6,0.0,1.391,395,600,1,100,4040,3323,0,-1.0,-1.0
9,emoa,simple map 6 dims,6,0.0,0.23,395,600,1,100,4040,3323,0,-1.0,-1.0
10,boa,simple map 6 dims,6,0.0,3.821,1013,600,1,100,6325,4631,0,-1.0,-1.0
10,emoa,simple map 6 dims,6,0.0,0.531,1013,600,1,100,6325,4631,0,-1.0,-1.0
11,boa,simple map 6 dims,6,0.011,17.364,2025,600,1,100,13205,10287,0,-1.0,-1.0
11,emoa,simple map 6 dims,6,0.0,2.004,2025,600,1,100,13205,10287,0,-1.0,-1.0
12,boa,simple map 6 dims,6,0.0,2.292,730,600,1,100,5714,4384,0,-1.0,-1.0
12,emoa,simple map 6 dims,6,0.003,0.318,730,600,1,100,5714,4384,0,-1.0,-1.0
13,boa,simple map 6 dims,6,0.0,3.912,763,600,1,100,5742,4732,0,-1.0,-1.0
13,emoa,simple map 6 dims,6,0.0,0.523,763,600,1,100,5742,4732,0,-1.0,-1.0
14,boa,simple map 6 dims,6,0.0,9.605,1403,600,1,100,8459,6577,0,-1.0,-1.0
14,emoa,simple map 6 dims,6,0.0,1.01,1403,600,1,100,8459,6577,0,-1.0,-1.0
15,boa,simple map 6 dims,6,0.0,2.591,809,600,1,100,5991,4647,0,-1.0,-1.0
15,emoa,simple map 6 dims,6,0.0,0.376,809,600,1,100,5991,4647,0,-1.0,-1.0
16,boa,simple map 6 dims,6,0.0,0.253,215,600,1,100,1834,1421,0,-1.0,-1.0
16,emoa,simple map 6 dims,6,0.0,0.085,215,600,1,100,1834,1421,0,-1.0,-1.0
17,boa,simple map 6 dims,6,0.002,1.517,580,600,1,100,4684,3611,0,-1.0,-1.0
17,emoa,simple map 6 dims,6,0.0,0.296,580,600,1,100,4684,3611,0,-1.0,-1.0
18,boa,simple map 6 dims,6,0.0,1.345,484,600,1,100,4248,3403,0,-1.0,-1.0
18,emoa,simple map 6 dims,6,0.0,0.201,484,600,1,100,4248,3403,0,-1.0,-1.0
19,boa,simple map 6 dims,6,0.0,2.667,650,600,1,100,5654,4559,0,-1.0,-1.0
19,emoa,simple map 6 dims,6,0.0,0.349,650,600,1,100,5654,4559,0,-1.0,-1.0
20,boa,simple map 6 dims,6,0.0,3.549,751,600,1,100,5107,4134,0,-1.0,-1.0
20,emoa,simple map 6 dims,6,0.011,0.441,751,600,1,100,5107,4134,0,-1.0,-1.0
21,boa,simple map 6 dims,6,0.0,0.458,204,600,1,100,1771,1385,0,-1.0,-1.0
21,emoa,simple map 6 dims,6,0.0,0.094,204,600,1,100,1771,1385,0,-1.0,-1.0
22,boa,simple map 6 dims,6,0.0,10.982,1758,600,1,100,11284,8509,0,-1.0,-1.0
